FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Steve,Cook,DEF,BOU,4900000,-1,70,2.9,5.91836734693878e-07,1.42857142857143e-05,0,112346,4,47,0,0,0,2,0,14.3,10126,-1,0,70,1,0.1,0,0.3,10,0,6,0,0,2.5,177445,1,443,0,1,2160,2658,0,0,485,Man City,West Brom,Man Utd,West Ham,Swansea,3.1,2.5,1.9,3.9,3.1,2.7,2.9,3.2,2.0,3.2,1.9,3.5,3.6,1.7
Francis,Coquelin,MID,ARS,4300000,2,39,0.5416666666666671,1.25968992248062e-07,9.06976744186047e-06,0,152288,3,22,0,0,0,0,0,9.1,2793,-2,0,39,2,0.3,0,1.3,1,0,3,0,1,2.1,135879,0,246,0,0,1343,5080,0,0,232,Hull City,Liverpool,Leicester,West Brom,Man City,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Jack,Cork,MID,SWA,4600000,1,33,1.6,3.4782608695652196e-07,7.173913043478259e-06,0,4237,4,38,0,0,0,0,0,7.2,47,-4,0,33,4,0.2,0,1.0,0,0,1,0,1,0.1,1554,2,376,0,0,1506,47,0,0,216,Leicester,Chelsea,Burnley,Hull City,Bournemouth,1.3,0.8,1.5,1.1,0.8,1.0,0.9,0.8,1.1,0.9,0.9,1.0,1.1,0.9
,Costa,FWD,CHE,10500000,8,137,6.2,5.90476190476191e-07,1.3047619047619e-05,0,2033584,5,17,0,0,0,15,0,13.2,29873,10,-1,137,-10,0.3,1,3.5,19,0,11,0,7,34.7,3018946,0,533,0,3,1942,86662,1,0,493,Burnley,Swansea,West Ham,Watford,Stoke,6.7,8.6,7.6,9.0,7.5,8.4,8.8,7.3,7.3,9.3,6.5,8.6,7.0,9.2
Thibaut,Courtois,GLK,CHE,5900000,3,103,4.3,7.288135593220341e-07,1.7457627118644102e-05,0,281431,1,17,0,48,0,0,0,17.5,10409,4,0,103,-4,0.8,0,4.5,0,0,13,0,0,15.8,449821,0,230,0,1,2160,13933,0,0,438,Burnley,Swansea,West Ham,Watford,Stoke,3.3,5.3,5.3,5.3,4.9,5.6,5.2,4.8,3.8,6.4,4.0,5.4,4.7,5.2
Philippe,Coutinho,MID,LIV,8300000,2,84,1.16666666666667,1.40562248995984e-07,1.01204819277108e-05,0,2217439,2,17,0,0,0,5,0,10.1,47502,3,0,84,-3,0.2,0,1.5,10,0,3,0,6,17.4,2058425,0,459,0,2,1210,10054,0,0,325,Tottenham,Leicester,Arsenal,Burnley,Man City,0.6,0.6,0.6,1.0,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.7
Aaron,Cresswell,DEF,WHU,5200000,1,39,2.6,5e-07,7.499999999999999e-06,0,25096,2,19,0,0,0,0,0,7.5,1281,-3,1,39,3,0.4,0,2.3,1,0,4,0,1,0.4,24258,0,514,0,0,1334,793,-1,1,216,West Brom,Watford,Chelsea,Bournemouth,Leicester,0.0,1.9,2.6,2.4,2.4,2.3,2.8,2.5,1.7,2.5,2.4,2.9,3.3,1.5
Peter,Crouch,FWD,STK,4900000,1,51,3.2,6.53061224489796e-07,1.04081632653061e-05,0,105631,0,15,0,0,0,4,0,10.4,31934,-1,0,51,1,1.2,0,5.8,6,0,1,0,2,6.2,323460,0,47,0,2,793,33204,0,0,165,Crystal Palace,Tottenham,Middlesbrough,Man City,Chelsea,3.3,2.3,3.4,3.1,2.8,3.1,2.5,3.9,4.3,3.7,3.6,2.9,3.3,2.9
Juan,Cuadrado,MID,CHE,6900000,0,0,0.0,0.0,0.0,0,53636,0,0,0,0,0,0,0,0.0,113,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.6,733,0,8,0,0,0,22,0,0,0,Burnley,Swansea,West Ham,Watford,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh,Cullen,MID,WHU,4400000,0,0,0.0,0.0,0.0,0,4536,0,0,0,0,0,0,0,0.0,42,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,992,0,0,0,0,0,29,0,0,0,West Brom,Watford,Chelsea,Bournemouth,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie,Daniels,DEF,BOU,5100000,0,90,4.5,8.823529411764709e-07,1.7647058823529397e-05,0,487170,1,33,0,0,0,3,0,17.3,102649,1,2,90,-1,0.1,0,0.5,12,0,6,0,3,8.5,645272,0,491,0,4,1800,1304,-2,0,435,Man City,West Brom,Man Utd,West Ham,Swansea,0.0,0.0,3.9,6.5,5.7,5.1,5.2,5.9,4.1,5.8,3.8,6.3,6.5,3.5
Scott,Dann,DEF,CRY,5200000,0,57,3.0,5.76923076923077e-07,1.0961538461538499e-05,0,273093,2,36,0,0,0,3,0,11.0,12785,-3,0,57,3,0.9,0,4.5,4,0,2,0,1,2.9,107837,0,480,0,2,1710,1172,0,0,295,Stoke,Middlesbrough,West Brom,Tottenham,Watford,0.0,2.9,3.1,3.3,2.8,2.8,3.3,3.5,2.7,3.5,3.3,2.9,3.4,2.5
Tendayi,Darikwa,DEF,BUR,4200000,0,0,0.0,0.0,0.0,0,2023,0,0,0,0,0,0,0,0.0,47,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,828,0,0,0,0,0,78,0,0,0,Chelsea,Hull City,Swansea,Liverpool,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matteo,Darmian,DEF,MUN,5000000,0,35,0.48611111111111105,9.722222222222221e-08,7.000000000000001e-06,0,81894,2,5,0,0,0,0,0,7.0,1266,-5,0,35,5,0.1,0,0.5,3,0,4,0,0,0.7,33713,0,257,0,0,762,166,0,0,169,Watford,Bournemouth,Southampton,Middlesbrough,West Brom,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,David Luiz,DEF,CHE,6200000,2,91,4.5,7.258064516129029e-07,1.46774193548387e-05,0,103841,3,13,0,0,0,1,0,14.7,5109,2,0,91,-2,1.0,0,6.3,4,0,12,0,0,5.1,258382,0,0,0,1,1800,27996,0,0,425,Burnley,Swansea,West Ham,Watford,Stoke,3.6,5.6,5.5,5.6,5.2,5.9,5.6,5.1,4.1,6.7,4.2,5.7,5.0,5.5
Ben,Davies,DEF,TOT,4700000,6,20,0.277777777777778,5.91016548463357e-08,4.255319148936171e-06,0,14592,1,3,0,0,0,0,0,4.3,768,-3,0,20,3,0.4,0,2.0,0,0,2,0,0,0.5,20025,0,192,0,0,491,3265,0,0,104,Liverpool,Stoke,Everton,Crystal Palace,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Curtis,Davies,DEF,HUL,4900000,0,36,1.6,3.26530612244898e-07,7.346938775510201e-06,0,105883,3,46,0,0,0,0,0,7.3,2456,-1,0,36,1,0.1,0,0.5,3,0,1,0,2,1.4,98978,1,0,0,1,1941,130,0,0,341,Arsenal,Burnley,Leicester,Swansea,Everton,0.0,0.0,0.0,0.0,0.0,1.7,1.3,0.9,1.0,1.2,1.1,1.2,1.2,1.5
Tom,Davies,MID,EVE,4400000,0,26,0.36111111111111105,8.20707070707071e-08,5.90909090909091e-06,0,26512,2,3,0,0,0,1,0,5.9,14712,-1,0,26,1,0.9,0,4.0,0,0,3,0,2,2.9,147642,0,0,0,0,481,5868,0,0,95,Middlesbrough,Sunderland,Tottenham,West Brom,Hull City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Steven,Davis,MID,SOU,5100000,2,45,2.4,4.7058823529411793e-07,8.82352941176471e-06,0,39249,2,21,0,0,0,0,0,8.8,206,-4,0,45,4,0.2,0,1.0,0,0,5,0,2,0.4,5668,0,535,0,0,1550,113,0,0,274,Sunderland,Watford,Man Utd,Tottenham,Bournemouth,1.9,0.0,1.7,2.0,1.2,2.2,1.9,1.2,1.7,1.2,2.8,1.2,1.5,2.1
Craig,Dawson,DEF,WBA,4800000,8,53,2.3,4.79166666666667e-07,1.1041666666666698e-05,0,74477,8,28,0,0,0,0,0,11.0,715,-2,0,53,2,0.8,0,3.8,3,0,5,0,0,1.3,22639,0,433,0,0,2053,2547,0,0,300,West Ham,Bournemouth,Crystal Palace,Everton,Arsenal,2.1,2.7,2.4,1.3,2.7,1.3,1.4,2.9,2.9,1.5,2.1,1.2,2.3,1.7
Michael,Dawson,DEF,HUL,4400000,0,43,2.9,6.59090909090909e-07,9.772727272727271e-06,0,36274,3,27,0,0,0,3,0,9.8,6557,-1,0,43,1,0.5,0,2.0,4,0,1,0,0,0.7,59148,1,0,0,2,1350,526,0,0,251,Arsenal,Burnley,Leicester,Swansea,Everton,0.0,0.0,0.0,0.0,0.0,3.8,3.1,2.3,2.7,3.1,2.7,3.0,3.0,3.5
Kevin,De Bruyne,MID,MCI,10600000,2,119,5.2,4.90566037735849e-07,1.12264150943396e-05,0,1048430,4,25,0,0,0,4,0,11.2,26016,1,0,119,-1,0.6,1,6.3,21,0,5,0,12,8.4,1069610,0,546,0,3,1805,14456,0,0,480,Bournemouth,Sunderland,Stoke,Liverpool,Arsenal,4.8,0.0,6.3,6.1,4.8,4.2,4.2,7.5,4.8,6.1,5.7,5.6,7.4,6.2
David,de Gea,GLK,MUN,5400000,5,87,3.6,6.66666666666667e-07,1.6111111111111098e-05,0,788240,2,21,0,50,0,0,0,16.1,13471,-1,0,87,1,0.7,0,4.0,2,0,9,0,0,33.9,370428,0,368,0,1,2160,15514,0,0,382,Watford,Bournemouth,Southampton,Middlesbrough,West Brom,3.8,0.0,4.7,4.2,3.7,4.6,3.9,3.1,4.0,2.8,3.8,4.6,3.4,4.1
Ritchie,de Laet,DEF,LEI,4400000,0,0,0.0,0.0,0.0,0,5900,0,0,0,0,0,0,0,0.0,22,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,260,0,129,0,0,0,9,0,0,0,Swansea,Liverpool,Hull City,Arsenal,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos,De Pena,MID,MID,4200000,0,0,0.0,0.0,0.0,0,13489,0,0,0,0,0,0,0,0.0,522,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.2,15406,0,0,0,0,0,46,0,0,0,Everton,Crystal Palace,Stoke,Sunderland,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marten,de Roon,MID,MID,4400000,1,52,2.5,5.68181818181818e-07,1.18181818181818e-05,0,75079,5,23,0,0,0,2,0,11.8,6403,-1,0,52,1,0.5,0,2.0,2,0,5,0,0,2.1,150987,0,0,0,1,1758,1810,0,0,236,Everton,Crystal Palace,Stoke,Sunderland,Man Utd,2.2,1.9,1.6,2.9,2.0,1.8,2.2,3.0,1.5,1.4,1.7,1.2,2.2,1.2
Julien,de Sart,MID,MID,4300000,0,0,0.0,0.0,0.0,0,3312,0,0,0,0,0,0,0,0.0,40,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,2402,0,0,0,0,0,4,0,0,0,Everton,Crystal Palace,Stoke,Sunderland,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathieu,Debuchy,DEF,ARS,4600000,0,1,0.0138888888888889,3.01932367149758e-09,2.1739130434782601e-07,0,10271,0,0,0,0,0,0,0,0.2,92,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.2,1900,0,11,0,0,15,53,0,0,2,Hull City,Liverpool,Leicester,West Brom,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy,Deeney,FWD,WAT,6700000,7,92,3.8,5.671641791044779e-07,1.37313432835821e-05,0,509114,5,39,0,0,0,7,0,13.9,14116,-3,-1,92,3,1.0,0,6.5,13,0,4,0,3,4.5,500833,0,629,0,1,2056,23049,1,0,332,Man Utd,West Ham,Southampton,Chelsea,Crystal Palace,3.5,4.7,5.1,2.7,4.2,5.2,4.7,2.9,5.1,4.3,5.1,4.0,3.1,4.7
Jermain,Defoe,FWD,SUN,7800000,13,136,5.7,7.307692307692309e-07,1.74358974358974e-05,0,1053752,1,41,0,0,0,14,0,17.4,27176,8,0,136,-8,0.7,0,5.8,24,0,4,0,3,28.7,1953913,0,595,0,6,2152,84837,0,0,458,Southampton,Everton,Man City,Middlesbrough,Burnley,8.6,5.5,8.2,6.2,8.6,6.3,6.4,7.2,8.1,6.3,8.5,6.5,8.0,4.9
Steven,Defour,MID,BUR,5700000,0,51,2.8,4.91228070175439e-07,8.94736842105263e-06,0,30271,1,13,0,0,0,1,0,8.9,536,-3,0,51,3,0.3,0,1.5,6,0,5,0,3,0.2,30610,0,0,0,0,986,35,0,0,231,Chelsea,Hull City,Swansea,Liverpool,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damien,Delaney,DEF,CRY,4800000,-1,44,2.2,4.58333333333333e-07,9.16666666666667e-06,0,34453,6,31,0,0,0,0,0,9.2,1072,-2,0,44,2,0.6,0,3.0,3,0,3,0,2,0.6,13692,0,366,0,1,1701,376,0,0,285,Stoke,Middlesbrough,West Brom,Tottenham,Watford,2.0,1.8,1.9,2.1,1.7,1.7,2.1,2.3,1.6,2.3,2.1,1.8,2.1,1.5
Fabian,Delph,MID,MCI,4700000,0,4,0.0555555555555556,1.1820330969267101e-08,8.51063829787234e-07,0,6699,0,1,0,0,0,0,0,0.9,32,-3,0,4,3,0.1,0,0.5,0,0,0,0,0,0.1,1556,0,156,0,0,42,19,0,0,13,Bournemouth,Sunderland,Stoke,Liverpool,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mousa,Dembele,MID,TOT,5400000,4,41,0.569444444444444,1.05452674897119e-07,7.59259259259259e-06,0,21881,4,12,0,0,0,0,0,7.6,936,-1,0,41,1,0.6,0,3.0,4,0,7,0,1,0.4,27063,0,473,0,0,1219,2060,0,0,267,Liverpool,Stoke,Everton,Crystal Palace,Southampton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Jason,Denayer,DEF,SUN,4700000,6,38,2.5,5.31914893617021e-07,8.08510638297872e-06,0,3691,2,16,0,0,0,0,0,8.1,63,-3,0,38,3,0.7,0,3.5,2,0,4,0,0,0.1,2003,0,0,0,0,1139,408,0,0,194,Southampton,Everton,Man City,Middlesbrough,Burnley,3.2,1.6,2.4,1.8,2.9,1.6,1.3,1.9,3.1,2.5,3.1,2.0,2.5,1.7
Memphis,Depay,MID,MUN,7100000,0,3,0.8,1.12676056338028e-07,4.2253521126760605e-07,0,7599,1,1,0,0,0,0,0,0.4,70,-4,0,3,4,0.0,0,0.0,0,0,0,0,0,0.2,1009,0,259,0,0,24,10,0,0,6,Watford,Bournemouth,Southampton,Middlesbrough,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerard,Deulofeu,MID,EVE,5900000,0,13,1.2,2.03389830508475e-07,2.20338983050847e-06,0,131994,1,6,0,0,0,0,0,2.2,498,-6,0,13,6,0.0,0,0.0,0,0,0,0,0,0.8,19005,0,283,0,0,460,30,0,0,53,Middlesbrough,Sunderland,Tottenham,West Brom,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed,Diame,MID,HUL,5500000,0,0,0.0,0.0,0.0,0,754,0,0,0,0,0,0,0,0.0,23,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,184,0,0,0,0,0,20,0,0,0,Arsenal,Burnley,Leicester,Swansea,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric,Dier,MID,TOT,5000000,3,48,2.2,4.4e-07,9.6e-06,0,392779,3,14,0,0,0,0,0,9.6,2149,-5,0,48,5,0.5,0,2.5,0,0,10,0,0,4.4,34683,0,526,0,0,1801,1016,0,0,267,Liverpool,Stoke,Everton,Crystal Palace,Southampton,1.1,1.9,2.0,1.3,2.0,1.1,1.2,2.4,1.9,1.3,1.3,1.1,1.8,1.5
Adama,Diomande,FWD,HUL,4500000,0,39,2.1,4.66666666666667e-07,8.66666666666667e-06,0,452821,1,25,0,0,0,2,0,8.7,16828,0,0,39,0,0.2,0,0.8,2,0,2,0,0,4.6,516015,0,0,0,0,1136,2188,0,0,124,Arsenal,Burnley,Leicester,Swansea,Everton,1.3,2.5,1.5,2.3,1.1,2.0,1.9,1.5,1.4,2.0,1.4,2.3,1.6,2.0
Mame Biram,Diouf,FWD,STK,5700000,1,29,1.8,3.15789473684211e-07,5.08771929824561e-06,0,34148,3,21,0,0,0,0,0,5.1,232,-3,0,29,3,0.1,0,0.3,0,0,3,0,2,0.3,17287,0,245,0,0,926,233,0,0,117,Crystal Palace,Tottenham,Middlesbrough,Man City,Chelsea,1.4,0.9,1.4,1.3,1.1,1.3,0.9,1.7,1.9,1.6,1.5,1.1,1.3,1.2
Brice,Dja Djedje,DEF,WAT,4400000,0,0,0.0,0.0,0.0,0,1155,0,0,0,0,0,0,0,0.0,5,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,101,0,0,0,0,0,2,0,0,0,Man Utd,West Ham,Southampton,Chelsea,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papy,Djilobodji,DEF,SUN,4300000,0,24,1.3,3.0232558139534897e-07,5.58139534883721e-06,0,15530,4,35,0,0,0,0,0,5.6,841,-2,0,24,2,0.1,0,0.3,0,0,2,0,0,0.2,11897,0,0,0,0,1577,27,0,1,281,Southampton,Everton,Man City,Middlesbrough,Burnley,0.0,0.0,0.9,0.6,1.1,0.6,0.6,0.6,1.2,0.9,1.2,0.7,0.9,0.6
Abdoulaye,Doucoure,MID,WAT,4600000,1,11,0.152777777777778,3.32125603864734e-08,2.3913043478260897e-06,0,971,1,10,0,0,0,0,0,2.4,24,-4,0,11,4,0.4,0,1.8,0,0,1,0,0,0.0,318,0,0,0,0,418,14,0,0,59,Man Utd,West Ham,Southampton,Chelsea,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Stewart,Downing,MID,MID,4900000,2,48,0.666666666666667,1.36054421768707e-07,9.79591836734694e-06,0,52310,1,15,0,0,0,1,0,9.8,381,-6,0,48,6,0.1,0,0.5,3,0,4,0,2,0.3,18047,0,0,0,0,1165,90,0,0,212,Everton,Crystal Palace,Stoke,Sunderland,Man Utd,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3
Luke,Dreher,MID,CRY,4400000,0,0,0.0,0.0,0.0,0,158,0,0,0,0,0,0,0,0.0,3,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,188,0,0,0,0,0,7,0,0,0,Stoke,Middlesbrough,West Brom,Tottenham,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Drinkwater,MID,LEI,5300000,1,41,2.3,4.33962264150943e-07,7.73584905660377e-06,0,315440,3,32,0,0,0,0,0,7.7,1448,-2,0,41,2,0.3,0,1.8,2,0,4,0,1,3.7,70148,0,592,0,0,1563,224,0,0,252,Swansea,Liverpool,Hull City,Arsenal,West Ham,1.4,1.4,2.7,1.2,1.2,2.0,2.7,1.2,1.4,1.8,1.2,2.5,1.2,2.0
Nathan,Dyer,MID,SWA,4700000,1,11,0.152777777777778,3.25059101654846e-08,2.34042553191489e-06,0,7403,0,11,0,0,0,0,0,2.3,57,-3,0,11,3,0.1,0,0.5,0,0,0,0,1,0.1,1751,0,64,0,0,208,37,0,0,42,Leicester,Chelsea,Burnley,Hull City,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Thomas,Edwards,DEF,STK,4000000,0,0,0.0,0.0,0.0,0,37,0,0,0,0,0,0,0,0.0,24,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,188,0,0,0,0,0,122,0,0,0,Crystal Palace,Tottenham,Middlesbrough,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oviemuno,Ejaria,MID,LIV,4400000,0,2,0.0277777777777778,6.31313131313131e-09,4.54545454545455e-07,0,222,0,0,0,0,0,0,0,0.5,14,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.0,229,0,0,0,0,8,4,0,0,6,Tottenham,Leicester,Arsenal,Burnley,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omar,Elabdellaoui,DEF,HUL,4500000,6,8,0.111111111111111,2.46913580246914e-08,1.77777777777778e-06,0,60,0,2,0,0,0,0,0,1.8,33,0,0,8,0,0.6,0,2.7,0,0,1,0,0,0.0,719,0,0,0,0,199,504,0,0,45,Arsenal,Burnley,Leicester,Swansea,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Andrew,Eleftheriou,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,519,0,0,0,0,0,0,0,0.0,30,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,926,0,0,0,0,0,20,0,0,0,Man Utd,West Ham,Southampton,Chelsea,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed,Elmohamady,MID,HUL,4600000,0,37,1.9,4.1304347826086996e-07,8.04347826086956e-06,0,21726,2,42,0,0,0,0,0,8.0,105,-4,1,37,4,0.0,0,0.0,1,0,1,0,1,0.2,7370,0,0,0,0,1648,51,-1,1,279,Arsenal,Burnley,Leicester,Swansea,Everton,1.0,2.1,1.1,1.4,1.0,1.0,1.6,1.0,1.0,1.8,1.0,2.0,1.1,1.3
Mohamed,Elneny,MID,ARS,4500000,0,21,0.29166666666666696,6.481481481481481e-08,4.6666666666666705e-06,0,31600,1,8,0,0,0,0,0,4.7,170,-5,1,21,5,0.0,0,0.0,0,0,2,0,1,0.4,9799,0,134,0,0,534,269,-1,0,114,Hull City,Liverpool,Leicester,West Brom,Man City,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Elliot,Embleton,MID,SUN,4400000,0,0,0.0,0.0,0.0,0,80,0,0,0,0,0,0,0,0.0,22,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,156,0,0,0,0,0,45,0,0,0,Southampton,Everton,Man City,Middlesbrough,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marvin,Emnes,FWD,SWA,4400000,0,0,0.0,0.0,0.0,0,24440,0,0,0,0,0,0,0,0.0,398,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.3,15096,0,4,0,0,0,46,0,0,0,Leicester,Chelsea,Burnley,Hull City,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Eriksen,MID,TOT,8800000,3,129,5.6,6.36363636363636e-07,1.46590909090909e-05,0,707548,0,16,0,0,0,5,0,14.7,58675,3,0,129,-3,0.5,0,4.5,15,0,10,0,11,15.9,922365,0,738,0,3,2025,14820,0,0,479,Liverpool,Stoke,Everton,Crystal Palace,Southampton,3.3,7.3,7.6,5.7,7.6,5.0,5.5,8.4,7.5,5.7,5.9,4.0,7.1,6.0
,Ethan Robson,MID,SUN,4500000,0,0,0.0,0.0,0.0,0,73,0,0,0,0,0,0,0,0.0,12,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,91,0,0,0,0,0,10,0,0,0,Southampton,Everton,Man City,Middlesbrough,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Evandro,MID,HUL,5000000,3,9,0.125,2.5e-08,1.8000000000000001e-06,0,93,0,2,0,0,0,0,0,1.8,54,0,0,9,0,0.5,0,2.3,0,0,2,0,0,0.0,626,0,0,0,0,237,202,0,0,44,Arsenal,Burnley,Leicester,Swansea,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jonny,Evans,DEF,WBA,4400000,0,44,2.6,5.90909090909091e-07,1e-05,0,355603,6,19,0,0,0,1,0,10.0,7886,-1,0,44,1,0.0,0,0.0,3,0,3,0,0,4.4,229613,0,343,0,1,1469,841,0,0,262,West Ham,Bournemouth,Crystal Palace,Everton,Arsenal,2.6,3.3,2.8,1.7,3.3,1.6,1.7,3.4,3.4,1.9,2.5,1.3,2.7,2.1
Lukasz,Fabianski,GLK,SWA,4800000,2,63,2.6,5.41666666666667e-07,1.3125e-05,0,142435,1,54,0,72,0,0,0,13.1,2341,-2,0,63,2,0.4,0,1.8,5,0,3,0,0,3.5,138168,0,366,1,0,2160,1096,0,0,394,Leicester,Chelsea,Burnley,Hull City,Bournemouth,2.3,2.1,2.8,2.4,2.5,2.4,2.8,2.9,2.0,2.8,1.9,2.4,1.8,2.9
,Fabio,DEF,MID,4400000,2,38,0.527777777777778,1.19949494949495e-07,8.63636363636364e-06,0,12959,3,12,0,0,0,0,0,8.6,1525,-1,0,38,1,0.6,0,2.8,5,0,4,0,0,0.6,36292,0,0,0,0,975,1141,0,0,200,Everton,Crystal Palace,Stoke,Sunderland,Man Utd,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Cesc,Fabregas,MID,CHE,6900000,6,54,0.75,1.0869565217391301e-07,7.82608695652174e-06,0,254786,3,7,0,0,0,2,0,7.8,1428,-6,0,54,6,0.4,0,3.0,5,0,2,0,7,1.8,75214,0,617,0,1,534,1435,0,0,231,Burnley,Swansea,West Ham,Watford,Stoke,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5
