FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Scott,Dann,DEF,CRY,4600000,0,32,1.9,4.1304347826086996e-07,6.95652173913044e-06,0,85693,4,26,0,0,0,1,0,7.0,674,-4,0,32,4,0.0,0,0.0,0,0,1,0,0,0.3,39366,0,0,0,0,1434,14,0,0,211,Newcastle,Everton,Tottenham,Man Utd,Chelsea,0.0,0.0,0.0,0.0,0.0,1.1,1.7,1.0,2.0,1.6,1.5,1.3,1.7,67.0
Karl,Darlow,GLK,NEW,4400000,0,30,1.2,2.72727272727273e-07,6.81818181818182e-06,0,22402,0,14,0,31,0,0,0,6.8,1563,-1,0,30,1,0.4,0,1.7,2,0,2,0,0,0.4,23144,1,0,0,1,810,673,0,0,157,Crystal Palace,Man Utd,Bournemouth,Liverpool,Southampton,1.1,0.7,0.6,0.6,0.8,0.6,0.9,0.6,1.0,0.6,0.8,0.8,0.7,23.3
Matteo,Darmian,DEF,MUN,4900000,0,9,0.36,7.346938775510201e-08,1.8367346938775502e-06,0,32955,0,2,0,0,0,0,0,1.8,88,-6,0,9,6,0.0,0,0.0,0,0,1,0,0,0.2,6901,0,0,0,0,195,43,0,0,46,Huddersfield,Newcastle,Chelsea,Crystal Palace,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.8
,David Luiz,DEF,CHE,5700000,0,30,1.2,2.1052631578947398e-07,5.26315789473684e-06,0,1177077,2,9,0,0,0,1,0,5.3,3399,-3,0,30,3,0.1,0,0.3,0,0,3,0,1,7.7,323916,0,0,0,0,748,85,0,1,169,Watford,West Brom,Man Utd,Man City,Crystal Palace,0.0,0.8,0.6,0.6,1.4,0.7,0.7,0.9,0.7,0.9,0.6,0.8,0.6,28.5
,David Silva,MID,MCI,8000000,0,108,5.1,6.375e-07,1.3500000000000001e-05,0,2207744,5,13,0,0,0,5,0,13.5,85041,0,0,108,0,0.1,0,0.7,15,0,9,0,8,7.8,2244509,0,0,0,3,1734,6388,0,0,435,Burnley,Leicester,Arsenal,Chelsea,Stoke,0.0,6.1,4.7,5.3,5.2,6.2,6.2,5.1,4.4,6.3,5.5,7.0,5.6,200.6
Ben,Davies,DEF,TOT,5500000,6,99,5.0,9.09090909090909e-07,1.8e-05,0,1546238,1,13,0,0,0,2,0,18.0,20167,0,0,99,0,1.0,0,5.5,10,0,7,0,5,14.0,1863592,0,0,0,3,1513,32555,0,0,418,Liverpool,Arsenal,Crystal Palace,Huddersfield,Bournemouth,5.5,7.5,6.0,7.2,5.0,6.0,5.7,5.7,5.8,5.9,6.9,5.1,6.4,111.4
Tom,Davies,MID,EVE,5100000,2,34,1.6,3.13725490196078e-07,6.66666666666667e-06,0,65393,6,16,0,0,0,0,0,6.7,268,-4,0,34,4,0.1,0,0.7,0,0,4,0,2,0.4,33313,0,0,0,0,1126,129,0,0,121,Arsenal,Crystal Palace,Watford,Burnley,Brighton,0.8,1.1,0.8,0.8,1.2,0.8,0.8,0.8,0.8,1.2,0.8,1.1,0.8,35.4
Steven,Davis,MID,SOU,4800000,2,69,3.3,6.875e-07,1.4375e-05,0,411195,0,21,0,0,0,3,0,14.4,5059,-2,0,69,2,0.6,0,2.7,6,0,4,0,2,2.1,480050,0,0,0,2,1473,1232,0,0,331,West Brom,Liverpool,Burnley,Stoke,Newcastle,2.9,2.5,2.8,3.3,3.2,3.0,2.9,2.4,2.7,2.7,3.3,3.3,2.0,82.2
Craig,Dawson,DEF,WBA,4800000,1,50,2.0,4.1666666666666704e-07,1.0416666666666699e-05,0,309821,4,17,0,0,0,1,0,10.4,1428,-2,0,50,2,1.1,0,5.3,3,0,5,0,0,1.3,105016,0,0,0,1,1340,10518,0,0,231,Southampton,Chelsea,Huddersfield,Watford,Leicester,1.9,1.3,2.1,1.6,1.7,1.1,1.9,1.6,1.0,1.9,1.1,1.8,2.2,56.4
Kevin,De Bruyne,MID,MCI,10300000,14,159,6.4,6.21359223300971e-07,1.54368932038835e-05,0,1938543,1,17,0,0,0,7,0,15.6,12308,3,-1,159,-3,0.7,0,7.3,23,0,13,0,13,22.6,1663389,0,0,0,4,2131,89726,1,0,657,Burnley,Leicester,Arsenal,Chelsea,Stoke,7.5,8.3,6.6,7.3,7.3,8.4,7.9,7.2,6.3,8.5,7.6,9.4,7.8,266.8
David,de Gea,GLK,MUN,5900000,2,129,5.2,8.813559322033899e-07,2.1864406779660997e-05,0,802023,0,18,0,85,0,0,0,21.9,17760,4,0,129,-4,0.8,0,5.0,10,0,14,0,0,43.2,1138692,0,0,0,0,2250,28534,0,0,546,Huddersfield,Newcastle,Chelsea,Crystal Palace,Liverpool,7.7,5.2,7.0,5.9,7.4,5.9,6.7,4.9,7.4,5.0,7.8,5.8,7.3,56.4
Siem,de Jong,MID,NEW,4900000,0,0,0.0,0.0,0.0,0,9690,0,0,0,0,0,0,0,0.0,15,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,522,0,0,0,0,0,1,0,0,0,Crystal Palace,Man Utd,Bournemouth,Liverpool,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathieu,Debuchy,DEF,ARS,4500000,0,0,0.0,0.0,0.0,0,1308,0,0,0,0,0,0,0,0.0,144,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1464,0,0,0,0,0,2,0,0,0,Everton,Tottenham,Man City,Brighton,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy,Deeney,FWD,WAT,6300000,2,35,2.2,3.49206349206349e-07,5.55555555555556e-06,0,69336,1,16,0,0,0,2,0,5.6,680,-2,0,35,2,0.4,0,2.7,1,0,2,0,2,0.4,43431,0,0,0,0,853,465,0,1,123,Chelsea,West Ham,Everton,West Brom,Arsenal,1.2,1.6,2.0,2.1,1.2,1.4,1.9,1.6,1.7,2.0,1.4,1.9,1.3,60.2
Jermain,Defoe,FWD,BOU,7600000,0,41,1.64,2.15789473684211e-07,5.39473684210526e-06,0,207790,1,15,0,0,0,3,0,5.4,546,-4,0,41,4,0.0,0,0.0,4,0,2,0,1,1.3,46536,0,0,0,1,787,40,0,0,129,Stoke,Huddersfield,Newcastle,Leicester,Tottenham,0.0,0.0,0.0,0.0,0.0,1.4,1.1,1.3,0.8,1.1,1.2,1.1,0.9,60.1
Steven,Defour,MID,BUR,5400000,0,62,2.6,4.81481481481482e-07,1.14814814814815e-05,0,31037,6,17,0,0,0,1,0,11.5,1699,-1,0,62,1,0.1,0,0.7,0,0,12,0,1,0.3,26755,0,0,0,0,1998,24,0,0,353,Man City,Swansea,Southampton,Everton,West Ham,0.0,0.0,0.0,0.0,0.0,1.8,1.9,1.9,2.3,1.8,2.3,1.6,2.3,78.4
Damien,Delaney,DEF,CRY,4200000,0,0,0.0,0.0,0.0,0,23917,0,4,0,0,0,0,0,0.0,109,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.2,3727,0,0,0,0,90,97,0,0,19,Newcastle,Everton,Tottenham,Man Utd,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Fabian,Delph,MID,MCI,4500000,0,42,1.68,3.7333333333333297e-07,9.33333333333333e-06,0,114586,1,12,0,0,0,1,0,9.3,2193,0,0,42,0,0.1,0,0.3,0,0,5,0,1,0.4,116954,0,0,0,0,1282,80,0,0,294,Burnley,Leicester,Arsenal,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.8,0.8,1.2,0.9,1.4,1.0,52.3
Mousa,Dembele,MID,TOT,4900000,2,31,1.24,2.53061224489796e-07,6.326530612244901e-06,0,162689,4,15,0,0,0,0,0,6.3,626,-1,0,31,1,0.3,0,1.5,3,0,3,0,0,1.4,78315,0,0,0,0,1132,1019,0,0,214,Liverpool,Arsenal,Crystal Palace,Huddersfield,Bournemouth,0.6,0.8,0.6,0.9,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.7,38.4
Laurent,Depoitre,FWD,HUD,5400000,2,73,3.3,6.11111111111111e-07,1.35185185185185e-05,0,455141,1,29,0,0,0,5,0,13.3,75701,-1,1,73,1,0.3,0,1.7,11,0,4,0,2,5.1,708880,0,0,0,1,1411,3455,-1,0,223,Man Utd,Bournemouth,West Brom,Tottenham,Swansea,2.1,3.9,2.6,2.2,3.7,4.1,2.9,2.7,3.8,1.9,4.1,2.5,3.9,71.7
Gerard,Deulofeu,MID,WAT,6000000,3,3,0.12,2e-08,5e-07,0,1918,0,0,0,0,0,0,0,0.5,1720,0,0,3,0,0.5,0,3.0,0,0,1,0,0,0.2,14913,0,0,0,0,87,12383,0,0,16,Chelsea,West Ham,Everton,West Brom,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.1
Fousseni,Diabate,FWD,LEI,5000000,1,1,0.04,8e-09,2e-07,0,1108,0,0,0,0,0,0,0,0.2,765,0,0,1,0,0.1,0,0.5,0,0,0,0,0,0.1,5970,0,0,0,0,32,1762,0,0,3,Swansea,Man City,Stoke,Bournemouth,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Mohamed,Diame,MID,NEW,4600000,2,34,1.36,2.95652173913044e-07,7.39130434782609e-06,0,14133,0,16,0,0,0,1,0,7.4,178,-4,0,34,4,0.4,0,2.0,0,0,1,0,0,0.1,5230,0,0,0,0,923,309,0,0,137,Crystal Palace,Man Utd,Bournemouth,Liverpool,Southampton,0.7,0.7,0.7,0.7,0.7,0.7,1.0,0.7,0.9,0.8,0.9,0.7,0.7,33.9
Brahim,Diaz,MID,MCI,4700000,1,2,0.08,1.7021276595744698e-08,4.25531914893617e-07,0,3935,0,0,0,0,0,0,0,0.4,35,-3,0,2,3,0.1,0,0.7,0,0,0,0,0,0.0,1391,0,0,0,0,15,76,0,0,6,Burnley,Leicester,Arsenal,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
Eric,Dier,MID,TOT,4700000,3,60,2.4,5.1063829787234e-07,1.27659574468085e-05,0,248205,3,20,0,0,0,0,0,12.8,4447,-3,0,60,3,0.7,0,3.3,0,0,11,0,1,2.6,167477,0,0,0,0,2104,5233,0,0,341,Liverpool,Arsenal,Crystal Palace,Huddersfield,Bournemouth,1.2,2.4,1.4,2.6,1.7,2.2,1.4,1.4,1.3,1.4,1.8,1.6,2.1,84.1
Mame Biram,Diouf,FWD,STK,5400000,1,72,3.0,5.55555555555556e-07,1.3333333333333301e-05,0,503691,4,42,0,0,0,5,0,13.3,24832,-1,0,72,1,0.6,0,3.0,6,0,4,0,2,3.4,640260,0,0,0,0,1830,5302,0,0,270,Bournemouth,Brighton,Leicester,Southampton,Man City,2.7,3.5,2.5,2.8,2.9,3.4,1.8,2.9,2.4,2.9,2.0,3.5,2.4,118.0
Abdoulaye,Doucoure,MID,WAT,5300000,2,99,4.1,7.73584905660377e-07,1.86792452830189e-05,0,1212929,7,43,0,0,0,7,0,18.7,38857,3,0,99,-3,0.8,0,4.3,14,0,6,0,1,13.2,1797143,0,0,0,1,2160,28719,0,0,471,Chelsea,West Ham,Everton,West Brom,Arsenal,3.7,4.1,5.3,4.9,3.5,3.0,4.5,4.1,4.2,4.3,3.2,4.5,2.7,133.4
Aleksandar,Dragovic,DEF,LEI,4900000,1,19,0.76,1.55102040816327e-07,3.8775510204081595e-06,0,4766,1,4,0,0,0,0,0,3.9,1283,-1,0,19,1,0.9,0,4.3,0,0,3,0,0,0.3,18158,0,0,0,0,404,3100,0,0,94,Swansea,Man City,Stoke,Bournemouth,West Brom,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.5,0.4,13.0
Daniel,Drinkwater,MID,CHE,4800000,0,20,0.8,1.66666666666667e-07,4.16666666666667e-06,0,21719,0,4,0,0,0,1,0,4.2,470,-2,0,20,2,0.0,0,0.0,1,0,1,0,0,0.2,13782,0,0,0,1,350,239,0,0,85,Watford,West Brom,Man Utd,Man City,Crystal Palace,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,20.6
Martin,Dubravka,GLK,NEW,4500000,0,0,0.0,0.0,0.0,0,33,0,0,0,0,0,0,0,0.0,33,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,331,0,0,0,0,0,331,0,0,0,Crystal Palace,Man Utd,Bournemouth,Liverpool,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane,Duffy,DEF,BHA,4600000,2,69,2.9,6.30434782608696e-07,1.4999999999999999e-05,0,202385,6,33,0,0,0,0,0,15.0,8815,1,0,69,-1,0.2,0,1.0,6,0,8,0,1,3.9,380539,0,0,0,1,2142,6152,0,0,420,West Ham,Stoke,Swansea,Arsenal,Everton,3.8,2.4,2.9,3.8,1.7,2.0,3.0,3.5,3.4,3.1,2.6,3.2,2.3,99.3
Paul,Dummett,DEF,NEW,4200000,2,15,0.6,1.42857142857143e-07,3.5714285714285697e-06,0,41333,0,6,0,0,0,0,0,3.6,614,-3,0,15,3,0.4,0,1.7,0,0,1,0,0,0.3,16412,0,0,0,0,465,1624,0,0,86,Crystal Palace,Man Utd,Bournemouth,Liverpool,Southampton,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,16.5
Lewis,Dunk,DEF,BHA,4500000,2,62,2.5,5.55555555555556e-07,1.3777777777777801e-05,0,179020,5,34,0,0,0,0,0,13.8,7820,0,0,62,0,0.2,0,1.0,5,0,8,0,0,3.7,290964,3,0,0,0,2250,5591,0,0,427,West Ham,Stoke,Swansea,Arsenal,Everton,3.1,1.9,2.3,3.1,1.3,1.6,2.4,2.9,2.9,2.5,2.0,2.5,1.8,105.0
Nathan,Dyer,MID,SWA,4400000,2,27,1.08,2.45454545454545e-07,6.13636363636364e-06,0,9860,2,13,0,0,0,0,0,6.1,533,-1,0,27,1,0.5,0,2.3,0,0,2,0,1,0.2,15047,0,0,0,0,834,2752,0,0,104,Leicester,Burnley,Brighton,West Ham,Huddersfield,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,28.4
,Ederson,GLK,MCI,5600000,6,106,4.2,7.5e-07,1.8928571428571398e-05,0,287315,0,18,0,41,0,0,0,18.9,10988,1,0,106,-1,0.6,0,3.3,5,0,11,0,0,7.8,416251,0,0,1,1,2205,12372,0,0,460,Burnley,Leicester,Arsenal,Chelsea,Stoke,4.9,4.8,4.4,4.9,4.7,5.8,3.5,5.0,4.2,4.6,5.1,5.6,5.0,38.5
,Eduardo,GLK,CHE,4700000,0,0,0.0,0.0,0.0,0,3272,0,0,0,0,0,0,0,0.0,33,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1005,0,0,0,0,0,12,0,0,0,Watford,West Brom,Man Utd,Man City,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas,Edwards,DEF,STK,4000000,0,6,0.24,6e-08,1.5e-06,0,17562,0,15,0,0,0,0,0,1.5,2116,0,0,6,0,0.0,0,0.0,0,0,0,0,0,0.5,43165,0,0,0,0,481,1060,0,0,81,Bournemouth,Brighton,Leicester,Southampton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,12.7
Robert,Elliot,GLK,NEW,4100000,0,57,3.6,8.78048780487805e-07,1.3902439024390198e-05,0,723514,0,21,0,44,0,0,0,13.9,38792,1,0,57,-1,0.0,0,0.0,4,0,3,0,0,18.8,864581,0,0,1,3,1440,3620,0,0,280,Crystal Palace,Man Utd,Bournemouth,Liverpool,Southampton,0.0,4.0,3.3,3.6,4.2,3.3,4.5,3.1,4.9,2.7,4.2,4.4,3.9,36.5
Mohamed,Elneny,MID,ARS,4200000,0,13,0.52,1.23809523809524e-07,3.0952380952381e-06,0,278488,2,7,0,0,0,0,0,3.1,6708,-3,0,13,3,0.2,0,0.7,0,0,1,0,1,3.2,253370,0,0,0,0,412,20098,0,0,78,Everton,Tottenham,Man City,Brighton,Watford,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,22.4
,Emerson,DEF,CHE,5500000,0,0,0.0,0.0,0.0,0,232,0,0,0,0,0,0,0,0.0,232,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,935,0,0,0,0,0,935,0,0,0,Watford,West Brom,Man Utd,Man City,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Eriksen,MID,TOT,9200000,10,134,5.6,6.08695652173913e-07,1.4565217391304299e-05,0,1910948,0,19,0,0,0,7,0,14.6,13735,-3,0,134,3,0.6,0,5.3,18,0,12,0,7,14.3,1788008,0,0,0,2,2048,44306,0,0,523,Liverpool,Arsenal,Crystal Palace,Huddersfield,Bournemouth,4.5,7.8,5.5,8.2,6.3,7.4,5.4,5.6,5.1,5.4,6.6,6.0,7.3,208.4
Jonny,Evans,DEF,WBA,4900000,0,63,3.0,6.12244897959184e-07,1.28571428571429e-05,0,91531,5,29,0,0,0,2,0,12.9,9318,-1,0,63,1,1.2,0,5.7,4,0,5,0,1,1.5,121759,1,0,0,1,1813,1419,0,0,354,Southampton,Chelsea,Huddersfield,Watford,Leicester,0.0,2.5,3.7,3.0,3.2,2.1,3.5,3.1,2.0,3.5,2.2,3.3,3.4,70.6
Lukasz,Fabianski,GLK,SWA,4600000,3,103,4.1,8.91304347826087e-07,2.2391304347826102e-05,0,327862,0,36,0,96,0,0,0,22.4,7599,1,0,103,-1,1.0,0,4.7,8,0,7,0,0,8.3,522716,0,0,1,2,2250,28941,0,0,515,Leicester,Burnley,Brighton,West Ham,Huddersfield,3.7,5.1,4.7,5.8,4.1,5.1,3.7,3.9,4.4,3.8,4.8,3.9,5.4,71.5
Cesc,Fabregas,MID,CHE,6800000,0,58,2.8,4.1176470588235295e-07,8.52941176470588e-06,0,686712,3,14,0,0,0,1,0,8.5,4182,-2,0,58,2,0.0,0,0.3,4,0,7,0,4,2.9,401694,0,0,0,1,1438,2281,0,1,356,Watford,West Brom,Man Utd,Man City,Crystal Palace,2.2,2.9,1.4,1.4,2.5,2.2,2.1,2.7,2.3,3.1,2.3,1.9,2.5,174.6
Adam,Federici,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,136511,0,0,0,0,0,0,0,0.0,1093,0,0,0,0,0.0,0,0.0,0,0,0,0,0,2.2,16823,0,0,0,0,0,562,0,0,0,Stoke,Huddersfield,Newcastle,Leicester,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Feghouli,MID,WHU,5500000,0,0,0.0,0.0,0.0,0,1422,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,88,0,0,0,0,0,0,0,0,0,Brighton,Watford,Liverpool,Swansea,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marouane,Fellaini,MID,MUN,4700000,1,35,1.4,2.97872340425532e-07,7.4468085106383e-06,0,203667,1,0,0,0,0,3,0,7.4,1032,-3,0,35,3,0.2,0,1.0,3,0,3,0,0,0.6,190937,0,0,0,1,408,79,0,0,120,Huddersfield,Newcastle,Chelsea,Crystal Palace,Liverpool,0.0,0.0,0.0,0.0,0.7,0.7,1.0,0.7,1.1,0.7,1.1,0.7,0.8,44.1
Leroy,Fer,MID,SWA,5200000,2,40,2.1,4.0384615384615397e-07,7.69230769230769e-06,0,38745,5,25,0,0,0,1,0,7.7,152,-3,0,40,3,0.3,0,1.7,0,0,4,0,1,0.2,17200,0,0,0,0,1359,261,0,0,199,Leicester,Burnley,Brighton,West Ham,Huddersfield,1.2,1.5,1.2,1.8,1.4,1.6,1.0,1.3,2.1,1.0,1.3,1.5,1.7,55.7
Nathan,Ferguson,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,1438,0,0,0,0,0,0,0,0.0,141,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,3857,0,0,0,0,0,488,0,0,0,Southampton,Chelsea,Huddersfield,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edimilson,Fernandes,MID,WHU,4400000,0,9,0.36,8.181818181818181e-08,2.04545454545455e-06,0,16567,1,13,0,0,0,0,0,2.0,90,-1,0,9,1,0.0,0,0.0,0,0,0,0,0,0.2,6429,0,0,0,0,412,6,0,0,44,Brighton,Watford,Liverpool,Swansea,Burnley,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.6
Federico,Fernandez,DEF,SWA,4400000,2,53,2.8,6.36363636363636e-07,1.2045454545454499e-05,0,196682,4,28,0,0,0,0,0,12.0,2062,-1,0,53,1,1.0,0,4.3,8,0,5,0,1,1.7,192639,1,0,0,1,1710,9664,0,0,325,Leicester,Burnley,Brighton,West Ham,Huddersfield,2.0,3.0,2.7,3.4,2.3,3.0,2.0,2.1,2.5,2.1,2.8,2.1,3.2,52.9
,Fernandinho,MID,MCI,5100000,10,86,3.4,6.66666666666667e-07,1.68627450980392e-05,0,553072,6,16,0,0,0,3,0,16.9,8234,1,0,86,-1,0.8,0,4.3,5,0,12,0,4,6.4,752008,0,0,0,1,2081,42077,0,0,425,Burnley,Leicester,Arsenal,Chelsea,Stoke,2.9,3.4,2.5,2.8,2.8,3.4,3.4,2.7,2.3,3.5,3.0,4.0,3.1,119.1
,Fernando,MID,MCI,4500000,0,0,0.0,0.0,0.0,0,4432,0,0,0,0,0,0,0,0.0,17,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,544,0,0,0,0,0,11,0,0,0,Burnley,Leicester,Arsenal,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Field,MID,WBA,4500000,1,20,0.8,1.77777777777778e-07,4.44444444444444e-06,0,21096,3,3,0,0,0,1,0,4.4,163,0,0,20,0,0.1,0,0.3,2,0,4,0,0,0.2,21668,0,0,0,0,492,32,0,0,61,Southampton,Chelsea,Huddersfield,Watford,Leicester,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,21.6
Roberto,Firmino,FWD,LIV,9200000,8,127,5.3,5.76086956521739e-07,1.3804347826087e-05,0,2440958,1,23,0,0,0,11,0,13.8,78052,7,0,127,-7,0.7,0,6.0,21,0,10,0,6,39.6,3377013,0,0,0,3,1773,48558,0,0,519,Tottenham,Southampton,West Ham,Newcastle,Man Utd,6.6,6.5,7.3,7.2,4.9,7.0,6.0,5.7,7.2,5.8,7.7,4.6,7.6,208.1
Jon,Flanagan,DEF,LIV,4400000,0,0,0.0,0.0,0.0,0,1306,0,0,0,0,0,0,0,0.0,56,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1162,0,0,0,0,0,11,0,0,0,Tottenham,Southampton,West Ham,Newcastle,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,4500000,0,0,0.0,0.0,0.0,0,34199,0,0,0,0,0,0,0,0.0,260,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,6686,0,0,0,0,0,102,0,0,0,Brighton,Watford,Liverpool,Swansea,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren,Fletcher,MID,STK,4800000,3,63,2.6,5.41666666666667e-07,1.3125e-05,0,54491,0,47,0,0,0,1,0,12.9,525,-2,1,63,2,0.6,0,2.7,3,0,4,0,1,0.5,28461,0,0,0,1,2065,214,-1,0,316,Bournemouth,Brighton,Leicester,Southampton,Man City,1.9,2.4,1.6,1.8,1.5,3.0,1.4,2.0,1.8,2.2,1.3,2.4,1.9,73.1
Phil,Foden,MID,MCI,4700000,0,1,0.04,8.51063829787234e-09,2.1276595744680897e-07,0,2448,0,1,0,0,0,0,0,0.2,18,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.0,732,0,0,0,0,7,8,0,0,1,Burnley,Leicester,Arsenal,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Michael,Folivi,FWD,WAT,4500000,0,0,0.0,0.0,0.0,0,13548,0,0,0,0,0,0,0,0.0,577,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,21988,0,0,0,0,0,74,0,0,0,Chelsea,West Ham,Everton,West Brom,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,4700000,0,34,1.36,2.8936170212766e-07,7.23404255319149e-06,0,151382,0,11,0,0,0,0,0,7.2,300,-3,0,34,3,0.0,0,0.0,3,0,3,0,2,0.8,76847,0,0,0,0,688,68,0,0,156,Brighton,Watford,Liverpool,Swansea,Burnley,0.8,1.1,0.7,0.7,1.0,1.0,1.0,0.7,1.1,0.7,0.7,0.7,0.8,33.4
Fraser,Forster,GLK,SOU,4700000,0,73,3.6,7.65957446808511e-07,1.5531914893617003e-05,0,489298,0,30,0,69,0,0,0,15.5,10636,-3,1,73,3,0.0,0,0.0,6,0,4,0,0,4.5,363638,0,0,1,1,1800,952,-1,0,351,West Brom,Liverpool,Burnley,Stoke,Newcastle,3.3,4.2,3.9,4.4,3.4,3.3,4.1,3.5,3.9,3.2,3.5,2.8,3.4,48.9
Ben,Foster,GLK,WBA,4400000,3,82,3.4,7.72727272727273e-07,1.86363636363636e-05,0,647211,2,33,0,62,0,0,0,18.6,9013,-1,0,82,1,1.0,0,4.3,6,0,7,0,0,9.8,444988,0,0,0,0,2160,25028,0,0,409,Southampton,Chelsea,Huddersfield,Watford,Leicester,4.1,3.1,4.4,3.6,3.8,2.6,4.1,3.7,2.5,4.2,2.7,3.9,3.9,45.6
