FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Aleksandar,Kolarov,DEF,MCI,5800000,1,54,2.7,4.6551724137931004e-07,9.310344827586211e-06,0,171862,6,22,0,0,0,1,0,9.3,5756,-2,0,54,2,0.1,0,0.7,3,0,4,0,1,3.2,82869,1,429,0,1,1725,960,0,0,341,West Ham,Swansea,Bournemouth,Sunderland,Stoke,2.8,2.5,2.3,0.0,1.7,3.1,3.4,2.9,2.1,3.1,2.6,3.1,2.2,3.0,2.5,2.1
Vincent,Kompany,DEF,MCI,5900000,0,3,0.0454545454545454,7.70416024653313e-09,5.084745762711859e-07,0,18721,1,1,0,0,0,0,0,0.5,153,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,0.4,5985,0,173,0,0,114,389,0,0,13,West Ham,Swansea,Bournemouth,Sunderland,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arouna,Kone,FWD,EVE,5100000,0,3,0.0454545454545454,8.912655971479499e-09,5.882352941176471e-07,0,67737,0,0,0,0,0,0,0,0.6,333,-4,0,3,4,0.0,0,0.0,0,0,0,0,0,0.7,14494,0,289,0,0,46,152,0,0,9,Stoke,Bournemouth,Middlesbrough,Sunderland,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lamine,Kone,DEF,SUN,4300000,0,31,1.8,4.1860465116279104e-07,7.209302325581401e-06,0,83062,2,27,0,0,0,0,0,7.2,1069,-2,0,31,2,0.0,0,0.0,0,0,2,0,0,0.8,22032,0,176,0,0,1463,174,0,0,238,Tottenham,Crystal Palace,Southampton,Everton,Man City,1.8,1.3,2.2,0.9,1.6,1.0,1.9,0.9,0.9,1.1,2.1,1.4,2.0,1.1,1.4,0.9
Dimitrios,Konstantopoulos,GLK,MID,4200000,0,0,0.0,0.0,0.0,0,6198,0,0,0,0,0,0,0,0.0,91,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,928,0,0,0,0,0,23,0,0,0,West Brom,Tottenham,Everton,Crystal Palace,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laurent,Koscielny,DEF,ARS,6300000,8,95,4.5,7.142857142857141e-07,1.5079365079365101e-05,0,442064,3,19,0,0,0,2,0,15.1,12994,3,0,95,-3,1.0,0,6.0,17,0,7,0,1,18.3,857543,0,493,0,3,1863,19439,0,0,513,Watford,Chelsea,Hull City,Liverpool,Leicester,5.7,4.7,6.1,0.0,5.6,5.2,5.2,5.7,6.4,5.8,5.0,5.5,4.5,4.4,5.6,5.6
Cheikhou,Kouyate,MID,WHU,5000000,0,43,2.4,4.8e-07,8.599999999999999e-06,0,90787,1,28,0,0,0,0,0,8.4,627,-5,1,43,5,0.1,0,0.7,0,0,5,0,1,0.7,21539,0,498,0,0,1598,66,-1,0,236,Man City,Southampton,West Brom,Watford,Chelsea,0.0,0.0,2.0,1.7,1.6,1.3,2.7,2.1,1.2,1.9,2.0,2.1,1.5,1.8,1.4,1.4
Dusan,Kuciak,GLK,HUL,4000000,0,0,0.0,0.0,0.0,0,4980,0,0,0,0,0,0,0,0.0,147,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,7632,0,0,0,0,0,63,0,0,0,Man Utd,Liverpool,Arsenal,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,1043,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,862,0,0,0,0,0,7,0,0,0,Bournemouth,Sunderland,Stoke,Middlesbrough,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Lafferty,DEF,BUR,4000000,0,0,0.0,0.0,0.0,0,22249,0,0,0,0,0,0,0,0.0,166,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,3090,0,0,0,0,0,16,0,0,0,Leicester,Watford,Chelsea,Hull City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam,Lallana,MID,LIV,7500000,2,109,1.6515151515151498,2.2020202020201997e-07,1.4533333333333301e-05,0,1063922,2,24,0,0,0,7,0,14.2,200216,5,2,109,-5,0.2,0,1.7,13,0,5,0,7,22.9,1734297,0,416,0,3,1468,12737,-2,0,415,Chelsea,Hull City,Tottenham,Leicester,Arsenal,0.8,1.1,1.0,0.9,0.8,1.7,0.8,1.2,1.2,0.8,0.8,1.0,0.9,1.2,0.8,1.2
Rickie,Lambert,FWD,WBA,5400000,0,1,1.0,1.85185185185185e-07,1.85185185185185e-07,0,8102,0,0,0,0,0,0,0,0.2,32,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.1,1330,0,72,0,0,13,20,0,0,3,Middlesbrough,Stoke,West Ham,Bournemouth,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik,Lamela,MID,TOT,6600000,0,28,0.424242424242424,6.427915518824611e-08,4.24242424242424e-06,0,531421,1,2,0,0,0,1,0,4.2,1311,-4,0,28,4,0.0,1,0.0,4,0,4,0,1,3.5,302507,0,519,0,0,595,87,0,0,93,Sunderland,Middlesbrough,Liverpool,Stoke,Everton,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Manuel,Lanzini,MID,WHU,6300000,9,69,1.04545454545455,1.6594516594516599e-07,1.0952380952381e-05,0,32951,4,26,0,0,0,4,0,11.0,1895,-2,0,69,2,1.1,0,6.7,9,0,5,0,2,0.6,50514,0,381,0,1,1323,11369,0,0,319,Man City,Southampton,West Brom,Watford,Chelsea,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Sebastian,Larsson,MID,SUN,4700000,2,15,0.22727272727272702,4.8355899419729195e-08,3.1914893617021303e-06,0,1434,2,16,0,0,0,0,0,3.2,110,-3,0,15,3,0.6,0,2.7,0,0,0,0,1,0.0,1441,0,58,0,0,578,70,0,0,81,Tottenham,Crystal Palace,Southampton,Everton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Grant,Leadbitter,MID,MID,4700000,0,15,0.22727272727272702,4.8355899419729195e-08,3.1914893617021303e-06,0,1122,0,2,0,0,0,1,0,3.2,158,-3,0,15,3,0.3,0,1.3,0,0,2,0,0,0.0,1445,0,0,0,0,234,42,0,0,51,West Brom,Tottenham,Everton,Crystal Palace,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Michael,Ledger,DEF,SUN,4000000,0,0,0.0,0.0,0.0,0,142,0,0,0,0,0,0,0,0.0,43,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,359,0,0,0,0,0,77,0,0,0,Tottenham,Crystal Palace,Southampton,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Ledley,MID,CRY,4400000,1,37,0.5606060606060611,1.27410468319559e-07,8.40909090909091e-06,0,35216,1,23,0,0,0,1,0,8.4,593,-1,0,37,1,0.3,0,1.3,1,0,2,0,1,0.5,26453,0,121,0,0,1081,385,0,0,186,Bournemouth,Sunderland,Stoke,Middlesbrough,West Brom,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
,Lee Chung-yong,MID,CRY,4300000,1,23,0.348484848484848,8.10429880197322e-08,5.34883720930233e-06,0,15817,0,10,0,0,0,0,0,5.3,214,-2,0,23,2,0.2,0,0.7,0,0,2,0,1,0.2,14332,0,56,0,0,437,99,0,0,100,Bournemouth,Sunderland,Stoke,Middlesbrough,West Brom,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jonathan,Leko,MID,WBA,4200000,0,9,0.136363636363636,3.24675324675325e-08,2.1428571428571398e-06,0,39455,0,2,0,0,0,0,0,2.1,1724,-3,0,9,3,0.0,0,0.0,0,0,0,0,1,0.7,47797,0,28,0,0,95,831,0,0,33,Middlesbrough,Stoke,West Ham,Bournemouth,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Brian,Lenihan,DEF,HUL,3900000,0,0,0.0,0.0,0.0,0,69082,0,0,0,0,0,0,0,0.0,2077,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.5,69612,0,0,0,0,0,1228,0,0,0,Man Utd,Liverpool,Arsenal,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron,Lennon,MID,EVE,5500000,0,21,0.31818181818181795,5.785123966942151e-08,3.81818181818182e-06,0,13719,0,5,0,0,0,0,0,3.8,243,-5,0,21,5,0.2,0,1.0,0,0,2,0,1,0.2,3678,0,278,0,0,491,90,0,0,99,Stoke,Bournemouth,Middlesbrough,Sunderland,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jeremain,Lens,MID,SUN,5900000,0,2,1.0,1.6949152542372902e-07,3.3898305084745803e-07,0,2505,0,1,0,0,0,0,0,0.3,10,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.0,207,0,180,0,0,69,7,0,0,12,Tottenham,Crystal Palace,Southampton,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joleon,Lescott,DEF,SUN,4000000,0,0,0.0,0.0,0.0,0,50,0,0,0,0,0,0,0,0.0,50,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1288,0,0,0,0,0,1288,0,0,0,Tottenham,Crystal Palace,Southampton,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Lewis,GLK,SOU,4000000,0,0,0.0,0.0,0.0,0,155,0,0,0,0,0,0,0,0.0,39,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,559,0,0,0,0,0,94,0,0,0,Swansea,West Ham,Sunderland,Watford,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse,Lingard,MID,MUN,5600000,1,28,0.424242424242424,7.57575757575758e-08,5e-06,0,47436,1,7,0,0,0,0,0,5.0,664,-4,0,28,4,0.1,0,0.7,0,0,4,0,2,0.4,18977,0,318,0,0,651,329,0,0,117,Hull City,Leicester,Watford,Bournemouth,Southampton,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jake,Livermore,MID,WBA,4800000,1,47,2.1,4.375e-07,9.79166666666667e-06,0,7649,3,41,0,0,0,1,0,9.8,330,-2,0,47,2,0.3,0,1.3,2,0,2,0,1,0.1,7085,0,0,0,0,1688,518,0,1,291,Middlesbrough,Stoke,West Ham,Bournemouth,Crystal Palace,1.3,1.6,1.0,1.8,1.5,1.1,1.1,1.2,1.3,1.8,1.1,1.0,2.2,1.1,1.3,1.3
Fernando,Llorente,FWD,SWA,6200000,13,79,4.2,6.7741935483871e-07,1.2741935483871001e-05,0,365743,1,39,0,0,0,8,0,13.0,6317,-3,-1,79,3,0.9,0,5.3,10,0,2,0,2,4.7,435694,0,0,0,3,1356,84849,1,0,290,Southampton,Man City,Leicester,Chelsea,Burnley,5.5,5.0,5.8,3.5,6.0,5.4,4.4,4.6,5.0,4.6,4.6,4.8,4.5,4.5,5.2,5.0
Hugo,Lloris,GLK,TOT,5500000,2,78,3.9,7.09090909090909e-07,1.41818181818182e-05,0,281677,0,15,0,42,0,0,0,14.2,6879,0,0,78,0,0.9,0,4.7,2,0,8,0,0,7.3,232224,0,419,0,0,1744,7207,0,0,361,Sunderland,Middlesbrough,Liverpool,Stoke,Everton,2.7,4.9,4.2,5.4,5.0,4.2,5.8,2.6,3.7,5.0,5.7,2.5,5.7,4.3,3.9,3.7
Ruben,Loftus-Cheek,MID,CHE,5000000,0,2,0.0303030303030303,6.060606060606059e-09,4e-07,0,3929,0,0,0,0,0,0,0,0.4,19,-5,0,2,5,0.1,0,0.3,0,0,0,0,0,0.1,401,0,68,0,0,16,8,0,0,7,Liverpool,Arsenal,Burnley,Swansea,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris,Long,FWD,BUR,4500000,0,0,0.0,0.0,0.0,0,32923,0,0,0,0,0,0,0,0.0,153,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,5006,0,0,0,0,0,109,0,0,0,Leicester,Watford,Chelsea,Hull City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Long,DEF,BUR,4000000,0,0,0.0,0.0,0.0,0,4733,0,0,0,0,0,0,0,0.0,486,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,7351,0,0,0,0,0,72,0,0,0,Leicester,Watford,Chelsea,Hull City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane,Long,FWD,SOU,6100000,4,29,1.6,2.62295081967213e-07,4.754098360655741e-06,0,460279,2,13,0,0,0,1,0,4.8,2571,-4,0,29,4,0.4,0,2.3,1,0,1,0,1,3.1,76366,0,435,0,0,661,3660,0,0,87,Swansea,West Ham,Sunderland,Watford,Man Utd,1.2,1.4,1.0,0.0,0.8,1.1,0.8,1.5,1.3,0.8,1.5,0.8,1.9,0.9,0.8,1.3
Ademola,Lookman,MID,EVE,5500000,1,7,0.106060606060606,1.9283746556473797e-08,1.2727272727272698e-06,0,1190,0,0,0,0,0,1,0,1.3,755,0,0,7,0,0.6,0,3.5,0,0,0,0,0,0.1,4207,0,0,0,0,20,494,0,0,25,Stoke,Bournemouth,Middlesbrough,Sunderland,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Donald,Love,DEF,SUN,4000000,0,19,0.287878787878788,7.1969696969697e-08,4.75e-06,0,145004,1,10,0,0,0,0,0,4.8,8496,0,0,19,0,0.5,0,2.0,1,0,1,0,1,5.0,307083,0,3,0,0,521,8672,0,0,119,Tottenham,Crystal Palace,Southampton,Everton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dejan,Lovren,DEF,LIV,5100000,1,67,3.5,6.86274509803922e-07,1.31372549019608e-05,0,279460,5,24,0,0,0,2,0,13.1,34297,1,0,67,-1,0.4,0,2.0,4,0,6,0,1,6.8,420385,0,248,0,0,1665,4170,0,0,376,Chelsea,Hull City,Tottenham,Leicester,Arsenal,4.0,3.5,4.4,2.3,4.8,4.6,3.3,4.1,4.8,3.7,3.4,4.3,3.1,5.1,4.0,4.0
Matthew,Lowton,DEF,BUR,4500000,0,46,2.3,5.11111111111111e-07,1.02222222222222e-05,0,29797,6,31,0,0,0,0,0,10.2,878,0,0,46,0,0.7,0,3.0,4,0,4,0,1,0.6,35942,0,0,0,0,1800,944,0,0,340,Leicester,Watford,Chelsea,Hull City,Swansea,2.3,1.2,2.4,1.3,1.3,1.6,1.2,2.7,2.7,1.2,1.2,1.8,1.6,2.8,1.3,3.1
Leiva,Lucas,MID,LIV,4400000,0,12,0.18181818181818202,4.13223140495868e-08,2.7272727272727298e-06,0,9865,1,7,0,0,0,0,0,2.7,236,-1,0,12,1,0.1,0,0.3,0,0,0,0,0,0.2,9652,0,253,0,0,309,108,0,0,63,Chelsea,Hull City,Tottenham,Leicester,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Greg,Luer,FWD,HUL,4400000,0,0,0.0,0.0,0.0,0,5075,0,0,0,0,0,0,0,0.0,111,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,5539,0,0,0,0,0,80,0,0,0,Man Utd,Liverpool,Arsenal,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romelu,Lukaku,FWD,EVE,9600000,2,117,5.6,5.83333333333333e-07,1.21875e-05,0,1427111,3,21,0,0,0,12,0,12.2,70060,6,0,117,-6,0.6,0,6.0,19,0,7,0,4,26.1,2114626,0,754,0,2,1826,34682,0,0,434,Stoke,Bournemouth,Middlesbrough,Sunderland,Tottenham,6.3,8.3,6.2,8.4,5.4,8.0,8.3,6.6,6.2,8.4,8.4,6.3,6.5,7.0,8.0,6.1
Shaun,MacDonald,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,3987,0,0,0,0,0,0,0,0.0,38,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,324,0,3,0,0,0,17,0,0,0,Crystal Palace,Everton,Man City,West Brom,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo,Maffeo,DEF,MCI,4500000,0,0,0.0,0.0,0.0,0,807,0,0,0,0,0,0,0,0.0,23,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,691,0,0,0,0,0,3,0,0,0,West Ham,Swansea,Bournemouth,Sunderland,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,HUL,4400000,1,21,1.4,3.18181818181818e-07,4.77272727272727e-06,0,1958,3,32,0,0,0,0,0,4.8,142,-1,0,21,1,0.3,0,1.3,0,0,0,0,3,0.1,3547,0,0,0,0,1098,1188,0,0,221,Man Utd,Liverpool,Arsenal,Burnley,Leicester,0.7,1.3,1.0,1.2,0.7,0.9,0.7,1.4,1.0,0.7,0.9,1.0,0.9,1.0,0.9,1.1
Riyad,Mahrez,MID,LEI,8900000,0,65,3.3,3.7078651685393295e-07,7.30337078651685e-06,0,861819,3,26,0,0,0,3,0,7.2,3365,-6,1,65,6,0.1,1,1.0,4,0,5,0,3,8.2,122782,0,994,0,0,1508,330,-1,0,237,Burnley,Man Utd,Swansea,Liverpool,Hull City,2.2,3.4,2.6,2.5,4.5,1.6,1.6,3.3,4.7,2.1,2.4,3.2,1.9,4.1,1.8,3.7
Ainsley,Maitland-Niles,MID,ARS,4500000,0,1,0.0151515151515152,3.36700336700337e-09,2.22222222222222e-07,0,88,0,0,0,0,0,0,0,0.2,5,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,98,0,0,0,0,2,7,0,0,5,Watford,Chelsea,Hull City,Liverpool,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh,Maja,FWD,SUN,4500000,0,0,0.0,0.0,0.0,0,674,0,0,0,0,0,0,0,0.0,117,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1174,0,0,0,0,0,103,0,0,0,Tottenham,Crystal Palace,Southampton,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaun,Maloney,MID,HUL,4300000,0,15,0.22727272727272702,5.28541226215645e-08,3.4883720930232598e-06,0,86484,0,5,0,0,0,1,0,3.5,594,-2,0,15,2,0.0,0,0.0,2,0,0,0,1,0.6,88991,0,0,0,1,151,131,0,0,55,Man Utd,Liverpool,Arsenal,Burnley,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Steve,Mandanda,GLK,CRY,4200000,0,19,0.287878787878788,6.854256854256849e-08,4.52380952380952e-06,0,131678,0,17,0,24,0,0,0,4.4,1718,-3,1,19,3,0.0,0,0.0,0,0,0,0,0,2.2,42753,0,0,0,0,810,117,-1,0,120,Bournemouth,Sunderland,Stoke,Middlesbrough,West Brom,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sadio,Mane,MID,LIV,9000000,0,113,5.9,6.55555555555556e-07,1.25555555555556e-05,0,1226336,3,17,0,0,0,9,0,12.4,17620,0,1,113,0,0.2,0,2.0,8,0,7,0,6,7.9,923798,0,635,0,2,1655,7674,-1,0,367,Chelsea,Hull City,Tottenham,Leicester,Arsenal,0.0,0.0,7.1,6.7,5.9,8.9,5.2,7.8,7.9,6.1,5.4,7.2,6.9,7.8,4.7,8.0
Eliaquim,Mangala,DEF,MCI,5400000,0,0,0.0,0.0,0.0,0,20548,0,0,0,0,0,0,0,0.0,66,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.3,942,0,235,0,0,0,23,0,0,0,West Ham,Swansea,Bournemouth,Sunderland,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander,Manninger,GLK,LIV,4000000,0,0,0.0,0.0,0.0,0,7096,0,0,0,0,0,0,0,0.0,210,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,10260,0,0,0,0,0,86,0,0,0,Chelsea,Hull City,Tottenham,Leicester,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vito,Mannone,GLK,SUN,4300000,2,14,0.212121212121212,4.93305144467935e-08,3.2558139534883703e-06,0,38340,0,15,0,25,0,0,0,3.3,1161,-2,0,14,2,0.9,0,3.7,2,0,0,0,0,0.7,23561,0,210,0,0,540,737,0,0,100,Tottenham,Crystal Palace,Southampton,Everton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Javier,Manquillo,DEF,SUN,4300000,0,13,0.196969696969697,4.58069062720226e-08,3.02325581395349e-06,0,2228,1,13,0,0,0,0,0,3.0,54,-2,0,13,2,0.1,0,0.3,0,0,0,0,0,0.0,2328,0,0,0,0,668,7,0,0,68,Tottenham,Crystal Palace,Southampton,Everton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Marc Wilson,DEF,BOU,3900000,0,0,0.0,0.0,0.0,0,69311,0,0,0,0,0,0,0,0.0,4635,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.3,90787,0,14,0,0,0,1833,0,0,0,Crystal Palace,Everton,Man City,West Brom,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian,Mariappa,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,15417,0,0,0,0,0,0,0,0.0,572,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,22159,0,0,0,0,0,39,0,0,0,Arsenal,Burnley,Man Utd,West Ham,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lazar,Markovic,MID,HUL,5400000,0,0,0.0,0.0,0.0,0,3223,0,0,0,0,0,0,0,0.0,76,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1107,0,0,0,0,0,717,0,0,0,Man Utd,Liverpool,Arsenal,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dean,Marney,MID,BUR,4500000,1,51,2.4,5.33333333333333e-07,1.1333333333333302e-05,0,56428,7,28,0,0,0,1,0,11.3,4310,0,0,51,0,0.2,0,1.0,1,0,5,0,2,0.6,68353,0,0,0,0,1764,187,0,0,239,Leicester,Watford,Chelsea,Hull City,Swansea,0.0,0.0,0.0,0.0,0.0,1.2,1.5,2.1,2.2,1.3,1.2,2.2,1.2,2.2,1.2,1.9
David,Marshall,GLK,HUL,4500000,0,31,2.1,4.66666666666667e-07,6.88888888888889e-06,0,5040,0,37,0,56,0,0,0,6.9,279,0,0,31,0,0.1,0,0.3,0,0,0,0,0,0.1,7146,1,0,0,0,1350,92,0,0,239,Man Utd,Liverpool,Arsenal,Burnley,Leicester,1.1,2.4,1.9,2.2,1.0,1.8,1.3,2.5,1.9,1.4,1.7,2.0,1.7,1.9,1.8,2.1
Anthony,Martial,MID,MUN,9200000,0,48,0.7272727272727271,7.90513833992095e-08,5.21739130434783e-06,0,293074,0,7,0,0,0,2,0,5.2,1094,-3,0,48,3,0.1,0,0.7,5,0,4,0,3,2.4,101525,0,593,0,1,707,458,0,0,149,Hull City,Leicester,Watford,Bournemouth,Southampton,0.4,0.4,0.4,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Cuco,Martina,DEF,SOU,4300000,0,31,0.46969696969697,1.0923185341789999e-07,7.209302325581401e-06,0,43783,0,6,0,0,0,0,0,7.2,2957,-2,0,31,2,0.0,0,0.0,5,0,3,0,0,0.6,60806,0,203,0,0,592,387,0,0,140,Swansea,West Ham,Sunderland,Watford,Man Utd,0.2,0.3,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Bruno,Martins Indi,DEF,STK,4900000,2,63,3.3,6.73469387755102e-07,1.28571428571429e-05,0,18413,0,28,0,0,0,1,0,12.9,1622,-1,0,63,1,0.7,0,3.3,5,0,6,0,0,0.6,40048,0,0,0,1,1710,2716,0,0,345,Everton,West Brom,Crystal Palace,Tottenham,Middlesbrough,3.6,3.3,3.9,2.8,3.5,3.1,3.6,2.2,2.3,4.4,4.0,3.3,4.5,3.3,4.3,3.6
