FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Steven,Defour,MID,BUR,5800000,1,40,0.7843137254901958,1.35226504394861e-07,6.89655172413793e-06,0,26956,1,11,0,0,0,1,0,6.9,464,-2,0,40,2,0.1,0,0.8,6,0,3,0,3,0.3,29051,0,0,0,0,689,243,0,0,174,Middlesbrough,Sunderland,Man City,Southampton,Arsenal,0.4,0.6,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Damien,Delaney,DEF,CRY,4800000,1,30,2.1,4.375e-07,6.25e-06,0,28495,4,20,0,0,0,0,0,6.3,517,-2,0,30,2,0.5,0,2.4,1,0,2,0,1,0.6,9335,0,366,0,0,1206,610,0,0,200,Watford,Arsenal,Swansea,West Ham,Everton,1.6,2.8,1.7,2.4,1.8,1.7,1.7,2.3,1.6,1.8,2.1,1.8,1.5,1.9,2.7,1.5,2.1,2.1,1.6,2.0,1.3
Fabian,Delph,MID,MCI,4700000,0,2,0.0392156862745098,8.34376303712975e-09,4.25531914893617e-07,0,6464,0,1,0,0,0,0,0,0.4,76,-3,0,2,3,0.0,0,0.0,0,0,0,0,0,0.1,1396,0,156,0,0,30,11,0,0,4,Hull City,Liverpool,Burnley,Everton,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mousa,Dembele,MID,TOT,5400000,2,25,0.49019607843137303,9.07770515613653e-08,4.62962962962963e-06,0,15565,3,9,0,0,0,0,0,4.6,621,-1,0,25,1,0.3,0,1.6,3,0,3,0,1,0.3,16085,0,473,0,0,732,917,0,0,153,Southampton,Watford,Chelsea,West Brom,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jason,Denayer,DEF,SUN,4700000,8,23,2.3,4.8936170212766e-07,4.8936170212766e-06,0,3016,2,8,0,0,0,0,0,4.9,61,-3,0,23,3,0.5,0,2.4,2,0,2,0,0,0.1,1236,0,0,0,0,701,270,0,0,124,Man Utd,Burnley,Liverpool,Stoke,West Brom,1.2,1.3,2.9,2.9,1.7,2.7,1.8,2.9,1.3,2.2,1.5,2.7,1.4,1.2,1.8,3.3,2.7,2.9,1.7,2.3,1.3
Memphis,Depay,MID,MUN,7100000,0,3,0.0588235294117647,8.285004142502071e-09,4.2253521126760605e-07,0,7033,1,1,0,0,0,0,0,0.4,71,-4,0,3,4,0.0,0,0.0,0,0,0,0,0,0.2,859,0,259,0,0,24,18,0,0,6,Sunderland,Middlesbrough,West Ham,Liverpool,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerard,Deulofeu,MID,EVE,5900000,0,13,0.254901960784314,4.32037221668328e-08,2.20338983050847e-06,0,128438,1,6,0,0,0,0,0,2.2,592,-6,1,13,6,0.1,0,0.6,0,0,0,0,0,0.9,18654,0,283,0,0,460,108,-1,0,53,Leicester,Hull City,Southampton,Man City,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mohamed,Diame,MID,HUL,5500000,0,0,0.0,0.0,0.0,0,669,0,0,0,0,0,0,0,0.0,12,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,102,0,0,0,0,0,9,0,0,0,Man City,Everton,West Brom,Bournemouth,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric,Dier,MID,TOT,5100000,2,31,2.1,4.1176470588235295e-07,6.07843137254902e-06,0,373808,2,10,0,0,0,0,0,6.1,3553,-4,0,31,4,0.4,0,2.0,0,0,6,0,0,4.8,24630,0,526,0,0,1171,884,0,0,182,Southampton,Watford,Chelsea,West Brom,Man City,1.0,1.2,1.3,1.7,1.0,1.4,1.8,1.0,1.6,2.0,1.1,1.8,1.0,1.0,2.1,2.0,1.1,1.1,1.0,1.8,1.0
Adama,Diomande,FWD,HUL,4500000,1,31,2.2,4.88888888888889e-07,6.88888888888889e-06,0,349519,1,17,0,0,0,2,0,6.9,9680,0,0,31,0,0.5,0,2.2,2,0,2,0,0,5.1,431050,0,0,0,0,843,13672,0,0,98,Man City,Everton,West Brom,Bournemouth,Chelsea,2.1,2.2,1.6,2.1,1.2,1.5,2.2,1.7,2.6,1.7,2.5,1.4,2.4,1.9,1.8,1.6,2.1,1.3,2.4,2.0,2.1
Mame Biram,Diouf,FWD,STK,5700000,2,21,1.8,3.15789473684211e-07,3.6842105263157896e-06,0,28187,1,13,0,0,0,0,0,3.7,832,-3,0,21,3,0.4,0,2.2,0,0,2,0,1,0.4,13943,0,245,0,0,662,923,0,0,82,Liverpool,Chelsea,Watford,Sunderland,Man Utd,1.3,0.9,1.5,1.2,1.2,1.5,1.2,1.5,1.0,1.3,1.4,1.0,1.3,1.2,1.5,2.0,1.5,1.7,0.9,1.3,1.0
Brice,Dja Djedje,DEF,WAT,4400000,0,0,0.0,0.0,0.0,0,1111,0,0,0,0,0,0,0,0.0,11,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,85,0,0,0,0,0,0,0,0,0,Crystal Palace,Tottenham,Stoke,Middlesbrough,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papy,Djilobodji,DEF,SUN,4300000,6,21,1.6,3.7209302325581396e-07,4.88372093023256e-06,0,8221,3,21,0,0,0,0,0,4.9,245,-2,0,21,2,0.5,0,2.0,0,0,2,0,0,0.2,4911,0,0,0,0,1127,988,0,1,207,Man Utd,Burnley,Liverpool,Stoke,West Brom,0.8,0.8,1.7,1.7,0.9,1.6,1.0,1.7,0.8,1.2,0.8,1.6,0.8,0.8,1.0,2.1,1.6,1.7,0.9,1.3,0.8
Abdoulaye,Doucoure,MID,WAT,4600000,0,1,0.0196078431372549,4.26257459505541e-09,2.1739130434782601e-07,0,849,0,1,0,0,0,0,0,0.2,3,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.0,175,0,0,0,0,7,5,0,0,3,Crystal Palace,Tottenham,Stoke,Middlesbrough,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stewart,Downing,MID,MID,5100000,3,42,2.8,5.49019607843137e-07,8.23529411764706e-06,0,47242,1,14,0,0,0,1,0,8.2,889,-4,0,42,4,0.2,0,1.0,3,0,3,0,2,0.4,16494,0,0,0,0,1031,375,0,0,192,Burnley,Man Utd,Leicester,Watford,West Ham,2.0,2.3,3.3,2.3,2.3,2.3,1.4,2.7,2.2,2.1,3.6,2.5,2.1,2.1,3.2,1.6,1.8,1.8,1.6,2.5,1.4
Luke,Dreher,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,109,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,114,0,0,0,0,0,2,0,0,0,Watford,Arsenal,Swansea,West Ham,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Drinkwater,MID,LEI,5300000,0,31,2.6,4.90566037735849e-07,5.84905660377358e-06,0,304253,1,20,0,0,0,0,0,5.8,4868,-2,0,31,2,0.0,0,0.0,2,0,3,0,1,4.0,68210,0,592,0,0,1068,123,0,0,192,Everton,West Ham,Middlesbrough,Chelsea,Southampton,0.0,2.4,1.6,2.0,1.3,1.3,2.5,1.4,1.7,2.6,1.3,1.3,2.3,3.5,1.3,1.5,2.4,1.4,2.9,1.3,2.8
Nathan,Dyer,MID,SWA,4700000,0,2,0.0392156862745098,8.34376303712975e-09,4.25531914893617e-07,0,6812,0,2,0,0,0,0,0,0.4,55,-3,0,2,3,0.0,0,0.0,0,0,0,0,0,0.1,1126,0,64,0,0,16,31,0,0,6,West Ham,Bournemouth,Crystal Palace,Arsenal,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oviemuno,Ejaria,MID,LIV,4400000,0,2,0.0392156862745098,8.912655971479499e-09,4.54545454545455e-07,0,142,0,0,0,0,0,0,0,0.4,11,-1,1,2,1,0.0,0,0.2,0,0,0,0,0,0.0,154,0,0,0,0,8,4,-1,0,6,Stoke,Man City,Sunderland,Man Utd,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew,Eleftheriou,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,196,0,0,0,0,0,0,0,0.0,54,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,548,0,0,0,0,0,83,0,0,0,Crystal Palace,Tottenham,Stoke,Middlesbrough,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed,Elmohamady,MID,HUL,4700000,2,28,1.8,3.8297872340425503e-07,5.95744680851064e-06,0,20028,1,34,0,0,0,0,0,6.0,250,-3,0,28,3,0.4,0,1.8,0,0,1,0,0,0.2,6733,0,0,0,0,1378,89,0,1,217,Man City,Everton,West Brom,Bournemouth,Chelsea,0.9,1.4,0.9,1.5,0.9,1.0,0.9,0.9,1.7,1.0,1.3,0.9,1.2,1.3,0.9,0.9,1.5,0.9,2.0,1.0,1.2
Mohamed,Elneny,MID,ARS,4600000,0,18,0.3529411764705879,7.672634271099741e-08,3.91304347826087e-06,0,29084,1,8,0,0,0,0,0,3.9,528,-4,0,18,4,0.1,0,0.6,0,0,1,0,1,0.5,8924,0,134,0,0,463,201,0,0,101,West Brom,Crystal Palace,Bournemouth,Swansea,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Marvin,Emnes,FWD,SWA,4400000,0,0,0.0,0.0,0.0,0,21358,0,0,0,0,0,0,0,0.0,531,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.3,13536,0,4,0,0,0,252,0,0,0,West Ham,Bournemouth,Crystal Palace,Arsenal,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Eriksen,MID,TOT,8600000,2,88,5.5,6.3953488372093e-07,1.02325581395349e-05,0,398826,0,12,0,0,0,5,0,10.2,49201,1,0,88,-1,1.2,0,10.2,10,0,6,0,5,14.8,570092,0,738,0,2,1395,39154,0,0,320,Southampton,Watford,Chelsea,West Brom,Man City,4.4,5.5,6.1,7.0,4.1,5.7,7.4,3.1,6.8,7.7,5.2,7.3,4.8,5.1,8.0,7.8,5.3,5.4,4.2,7.3,5.1
Jonny,Evans,DEF,WBA,4500000,0,39,2.8,6.22222222222222e-07,8.66666666666667e-06,0,237294,6,16,0,0,0,1,0,8.7,17789,0,0,39,0,0.5,0,2.4,3,0,3,0,0,6.6,202175,0,343,0,1,1260,992,0,0,229,Arsenal,Southampton,Hull City,Tottenham,Sunderland,0.0,2.8,3.2,2.3,2.9,2.4,3.5,3.4,3.5,2.8,2.2,3.8,1.9,2.3,3.6,3.5,2.4,2.6,2.1,2.5,2.3
Lukasz,Fabianski,GLK,SWA,4900000,1,51,3.0,6.12244897959184e-07,1.04081632653061e-05,0,108187,1,37,0,52,0,0,0,10.4,5604,-1,0,51,1,0.4,0,2.0,5,0,3,0,0,4.3,135334,0,366,1,0,1530,511,0,0,303,West Ham,Bournemouth,Crystal Palace,Arsenal,Liverpool,4.4,3.9,3.0,4.1,3.2,4.0,2.6,3.0,2.3,3.8,2.9,2.6,3.1,3.8,3.6,2.5,3.9,2.0,3.4,2.1,3.4
,Fabio,DEF,MID,4400000,6,17,0.33333333333333304,7.575757575757571e-08,3.86363636363636e-06,0,1358,1,7,0,0,0,0,0,3.9,183,-1,0,17,1,0.7,0,3.0,0,0,2,0,0,0.1,4100,0,0,0,0,516,1499,0,0,98,Burnley,Man Utd,Leicester,Watford,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Cesc,Fabregas,MID,CHE,6900000,0,26,0.509803921568627,7.388462631429381e-08,3.76811594202899e-06,0,216524,2,4,0,0,0,1,0,3.8,2921,-6,0,26,6,0.6,0,3.8,3,0,1,0,3,1.8,38562,0,617,0,1,313,4511,0,0,120,Bournemouth,Stoke,Tottenham,Leicester,Hull City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Adam,Federici,GLK,BOU,4400000,0,8,0.156862745098039,3.5650623885917995e-08,1.81818181818182e-06,0,2561,1,3,0,5,0,0,0,1.8,128,-1,0,8,1,0.0,0,0.2,1,0,1,0,0,0.1,1696,0,31,0,0,180,42,0,0,37,Chelsea,Swansea,Arsenal,Hull City,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sofiane,Feghouli,MID,WHU,5000000,0,5,0.0980392156862745,1.96078431372549e-08,1e-06,0,135034,1,3,0,0,0,0,0,1.0,390,-5,0,5,5,0.0,0,0.2,0,0,0,0,0,0.6,6779,0,0,0,0,134,32,0,0,22,Swansea,Leicester,Man Utd,Crystal Palace,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marouane,Fellaini,MID,MUN,5800000,1,17,1.3,2.24137931034483e-07,2.93103448275862e-06,0,17245,6,10,0,0,0,0,0,2.9,185,-2,0,17,2,0.1,0,0.4,0,0,3,0,0,0.2,10315,0,164,0,0,713,45,0,0,122,Sunderland,Middlesbrough,West Ham,Liverpool,Stoke,1.2,0.7,0.6,0.6,0.6,0.7,0.6,0.9,0.6,0.8,0.6,0.6,0.6,0.8,0.8,0.6,0.6,0.7,0.6,0.6,0.6
Leroy,Fer,MID,SWA,5000000,1,60,4.3,8.6e-07,1.2e-05,0,500064,3,25,0,0,0,6,0,12.0,31078,0,1,60,0,0.6,0,3.2,5,0,2,0,0,7.6,665099,0,107,0,2,1080,7425,-1,0,241,West Ham,Bournemouth,Crystal Palace,Arsenal,Liverpool,4.6,5.3,4.0,3.4,2.4,4.9,3.2,6.1,3.1,5.9,3.9,3.5,5.0,4.6,3.3,4.3,4.4,4.2,5.2,4.9,4.6
Edimilson,Fernandes,MID,WHU,4900000,1,11,0.215686274509804,4.40176070428171e-08,2.24489795918367e-06,0,543,2,6,0,0,0,0,0,2.2,25,-1,0,11,1,0.2,0,0.8,0,0,1,0,0,0.0,625,0,0,0,0,361,24,0,0,40,Swansea,Leicester,Man Utd,Crystal Palace,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Federico,Fernandez,DEF,SWA,4200000,0,11,1.4,3.3333333333333304e-07,2.61904761904762e-06,0,60259,3,15,0,0,0,0,0,2.6,2087,-3,1,11,3,0.0,0,0.0,0,0,1,0,0,1.2,8838,0,333,0,0,720,18,-1,0,116,West Ham,Bournemouth,Crystal Palace,Arsenal,Liverpool,0.0,1.3,0.9,1.6,1.0,1.3,0.7,0.9,0.7,1.2,0.9,0.8,0.9,1.2,1.2,0.7,1.3,0.7,1.1,0.7,1.0
,Fernandinho,MID,MCI,5300000,0,35,2.5,4.71698113207547e-07,6.60377358490566e-06,0,110485,3,15,0,0,0,1,0,6.6,1095,-2,0,35,2,0.2,0,1.0,3,0,2,0,1,1.5,65629,0,417,0,0,1260,1662,0,1,225,Hull City,Liverpool,Burnley,Everton,Tottenham,1.8,1.2,2.7,1.6,1.9,1.4,2.1,1.5,2.1,2.3,1.8,1.3,1.2,1.3,2.1,1.5,1.9,1.9,1.8,2.8,1.9
,Fernando,MID,MCI,4700000,1,13,0.254901960784314,5.42344597413433e-08,2.7659574468085098e-06,0,12488,3,8,0,0,0,0,0,2.8,263,-3,0,13,3,0.3,0,1.2,1,0,1,0,0,0.2,5933,0,236,0,0,528,568,0,0,87,Hull City,Liverpool,Burnley,Everton,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sam,Field,MID,WBA,4400000,0,4,0.0784313725490196,1.7825311942958997e-08,9.09090909090909e-07,0,506,1,1,0,0,0,0,0,0.9,9,-1,0,4,1,0.0,0,0.0,0,0,1,0,0,0.0,517,0,0,0,0,165,4,0,0,27,Arsenal,Southampton,Hull City,Tottenham,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto,Firmino,MID,LIV,8500000,3,82,5.1,6e-07,9.64705882352941e-06,0,764629,2,19,0,0,0,5,0,9.5,49843,0,1,82,0,0.3,0,2.4,7,0,5,0,5,12.7,863540,0,522,0,3,1424,8589,-1,0,267,Stoke,Man City,Sunderland,Man Utd,Swansea,5.7,5.0,5.9,5.4,6.4,5.1,5.1,5.9,5.3,4.5,7.4,4.1,6.6,6.8,5.0,5.0,5.6,5.5,6.3,4.2,6.3
Viktor,Fischer,MID,MID,4900000,1,21,0.411764705882353,8.40336134453782e-08,4.28571428571429e-06,0,42483,0,6,0,0,0,0,0,4.3,677,-6,0,21,6,0.4,0,2.2,0,0,1,0,2,0.2,1992,0,0,0,0,407,38,0,0,74,Burnley,Man Utd,Leicester,Watford,West Ham,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Mathieu,Flamini,MID,CRY,4300000,0,4,0.0784313725490196,1.82398540811674e-08,9.30232558139535e-07,0,2366,0,1,0,0,0,0,0,0.9,176,-2,0,4,2,0.1,0,0.4,0,0,0,0,0,0.0,2872,0,0,0,0,67,47,0,0,15,Watford,Arsenal,Swansea,West Ham,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jon,Flanagan,DEF,BUR,4300000,0,3,0.0588235294117647,1.3679890560875499e-08,6.976744186046509e-07,0,15331,1,4,0,0,0,0,0,0.7,321,-2,0,3,2,0.0,0,0.2,0,0,0,0,0,0.2,3405,0,67,0,0,225,117,0,0,35,Middlesbrough,Sunderland,Man City,Southampton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,5000000,0,10,0.19607843137254896,3.92156862745098e-08,2e-06,0,8737,2,10,0,0,0,0,0,2.0,710,0,0,10,0,0.1,0,0.6,0,0,0,0,0,0.2,11299,0,0,0,0,307,468,0,0,14,Swansea,Leicester,Man Utd,Crystal Palace,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Darren,Fletcher,MID,WBA,4400000,2,46,2.7,6.13636363636364e-07,1.04545454545455e-05,0,372740,0,17,0,0,0,1,0,10.5,13095,-1,0,46,1,0.6,0,2.8,0,0,5,0,1,8.8,200057,0,403,0,0,1444,12746,0,0,198,Arsenal,Southampton,Hull City,Tottenham,Sunderland,1.4,1.7,2.4,1.4,3.4,2.2,2.1,1.6,2.7,2.0,1.8,1.5,2.1,2.1,2.4,1.5,1.5,3.2,1.9,1.8,2.0
Jose,Fonte,DEF,SOU,5500000,0,57,3.8,6.90909090909091e-07,1.03636363636364e-05,0,127394,2,14,0,0,0,0,0,10.4,13222,0,0,57,0,0.7,0,3.6,6,0,7,0,0,5.3,128076,0,487,0,0,1350,3232,0,0,301,Tottenham,West Brom,Everton,Burnley,Leicester,5.3,4.8,3.2,3.0,4.4,3.3,5.7,2.9,5.4,3.4,3.8,3.3,5.5,4.7,3.8,4.5,3.2,5.1,4.3,3.5,5.4
Adam,Forshaw,MID,MID,4500000,8,44,2.6,5.77777777777778e-07,9.77777777777778e-06,0,7207,3,17,0,0,0,0,0,9.8,861,0,0,44,0,0.9,0,4.0,3,0,5,0,2,0.5,21919,0,0,0,0,1419,10427,0,0,260,Burnley,Man Utd,Leicester,Watford,West Ham,1.8,2.0,3.0,2.1,2.0,2.1,1.3,2.4,1.9,1.9,3.2,2.2,1.9,1.9,2.9,1.4,1.6,1.6,1.4,2.2,1.3
Fraser,Forster,GLK,SOU,5100000,3,60,3.5,6.86274509803922e-07,1.1764705882352901e-05,0,114151,2,16,0,27,0,0,0,11.8,5611,1,0,60,-1,0.9,0,4.6,0,0,7,0,0,5.4,130151,0,233,0,0,1530,5018,0,0,266,Tottenham,West Brom,Everton,Burnley,Leicester,4.8,4.3,2.8,2.7,3.9,2.9,5.2,2.5,5.0,3.0,3.3,2.9,5.0,4.2,3.3,4.0,2.8,4.6,3.8,3.1,5.0
Ben,Foster,GLK,WBA,4700000,2,55,3.2,6.808510638297871e-07,1.17021276595745e-05,0,248487,0,21,0,54,0,0,0,11.7,17755,2,0,55,-2,0.6,0,2.6,3,0,3,0,0,15.3,503341,0,129,0,1,1530,2308,0,0,300,Arsenal,Southampton,Hull City,Tottenham,Sunderland,4.2,3.4,3.9,2.8,3.5,3.0,4.2,3.9,4.2,3.4,2.7,4.4,2.4,2.9,4.3,4.2,3.0,3.2,2.6,3.1,2.8
Timothy,Fosu-Mensah,DEF,MUN,4200000,0,1,0.0196078431372549,4.668534080298789e-09,2.38095238095238e-07,0,7748,0,0,0,0,0,0,0,0.2,185,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.2,2532,0,40,0,0,1,59,0,0,2,Sunderland,Middlesbrough,West Ham,Liverpool,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4600000,1,49,2.9,6.30434782608696e-07,1.06521739130435e-05,0,55987,3,28,0,0,0,0,0,10.7,5526,1,0,49,-1,0.6,0,2.6,5,0,5,0,1,3.1,123529,0,462,0,1,1530,4171,0,0,359,Chelsea,Swansea,Arsenal,Hull City,Watford,1.9,2.0,4.2,2.4,3.4,3.3,1.9,3.1,2.3,1.6,4.4,3.2,2.5,2.7,3.0,2.0,3.2,1.7,4.0,3.8,1.4
Ryan,Fraser,MID,BOU,4800000,1,26,0.509803921568627,1.06209150326797e-07,5.41666666666667e-06,0,4718,0,6,0,0,0,1,0,5.3,989,-2,1,26,2,0.8,0,3.6,3,0,1,0,2,0.1,8303,0,0,0,1,367,334,-1,0,80,Chelsea,Swansea,Arsenal,Hull City,Watford,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
George,Friend,DEF,MID,4400000,1,36,3.3,7.5e-07,8.18181818181818e-06,0,205652,1,12,0,0,0,0,0,8.2,3121,-1,0,36,1,0.0,0,0.2,5,0,2,0,2,3.1,114810,0,0,0,0,929,5287,0,0,208,Burnley,Man Utd,Leicester,Watford,West Ham,2.8,2.5,3.3,3.0,4.8,3.7,3.0,3.8,3.6,4.2,3.6,2.8,3.0,3.5,4.2,4.5,3.2,3.4,2.9,4.4,3.8
Dael,Fry,DEF,MID,4000000,0,0,0.0,0.0,0.0,0,61566,0,0,0,0,0,0,0,0.0,572,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.6,3365,0,0,0,0,0,19,0,0,0,Burnley,Man Utd,Leicester,Watford,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezekiel,Fryers,DEF,CRY,4500000,1,9,0.17647058823529396,3.92156862745098e-08,2e-06,0,625,0,7,0,0,0,0,0,2.0,25,0,0,9,0,0.1,0,0.4,0,0,0,0,1,0.0,876,0,0,0,0,188,18,0,0,38,Watford,Arsenal,Swansea,West Ham,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Christian,Fuchs,DEF,LEI,5300000,4,45,2.6,4.90566037735849e-07,8.49056603773585e-06,0,347753,5,29,0,0,0,1,0,8.5,38681,-2,0,45,2,0.3,0,1.4,4,0,3,0,2,5.7,124451,0,482,0,1,1507,181,0,0,328,Everton,West Ham,Middlesbrough,Chelsea,Southampton,0.0,3.9,1.7,2.5,2.0,1.4,2.2,1.6,3.5,3.2,2.9,2.6,3.5,2.9,1.5,2.0,3.3,1.9,3.0,1.7,3.5
Jay,Fulton,MID,SWA,4400000,2,12,0.23529411764705901,5.3475935828877e-08,2.7272727272727298e-06,0,1161,2,13,0,0,0,0,0,2.7,34,-1,0,12,1,0.4,0,1.6,0,0,2,0,0,0.0,766,0,4,0,0,510,38,0,0,62,West Ham,Bournemouth,Crystal Palace,Arsenal,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
