FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Charlie,Daniels,DEF,BOU,4700000,2,62,3.0,6.382978723404259e-07,1.31914893617021e-05,0,1015295,0,27,0,0,0,1,0,13.2,14307,-3,0,62,3,0.4,0,1.7,4,0,4,0,1,5.8,440961,0,0,0,0,1827,3897,0,0,356,Chelsea,Stoke,Huddersfield,Newcastle,Leicester,3.0,3.5,2.4,2.9,2.1,3.1,3.3,3.2,4.4,2.6,3.1,2.9,2.9,2.9,80.8
,Danilo,DEF,MCI,5000000,0,54,4.2,8.4e-07,1.0800000000000002e-05,0,366143,1,6,0,0,0,1,0,10.8,16588,-5,0,54,5,0.1,0,0.3,3,0,6,0,1,2.5,253381,0,0,0,0,740,3273,0,0,228,West Brom,Burnley,Leicester,Arsenal,Chelsea,5.1,4.9,4.5,3.9,5.4,4.7,5.9,3.5,4.8,4.2,4.5,5.1,5.6,5.0,40.0
Scott,Dann,DEF,CRY,4600000,0,32,1.9,4.1304347826086996e-07,6.95652173913044e-06,0,84995,4,26,0,0,0,1,0,6.8,1109,-4,1,32,4,0.0,0,0.0,0,0,1,0,0,0.3,39351,0,0,0,0,1434,18,-1,0,211,West Ham,Newcastle,Everton,Tottenham,Man Utd,0.0,0.0,0.0,0.0,0.0,1.4,1.1,1.8,1.0,2.1,1.5,1.4,1.2,1.7,67.0
Karl,Darlow,GLK,NEW,4400000,3,30,1.25,2.84090909090909e-07,6.81818181818182e-06,0,20813,0,13,0,29,0,0,0,6.8,1580,-1,0,30,1,1.1,0,4.7,2,0,2,0,0,0.4,22343,0,0,0,1,720,7028,0,0,149,Burnley,Crystal Palace,Man Utd,Bournemouth,Liverpool,0.8,1.3,0.7,0.6,0.6,0.8,0.6,0.9,0.6,0.9,0.6,0.8,0.9,0.9,22.1
Matteo,Darmian,DEF,MUN,4900000,0,9,0.375,7.6530612244898e-08,1.8367346938775502e-06,0,32867,0,2,0,0,0,0,0,1.8,147,-6,1,9,6,0.0,0,0.0,0,0,1,0,0,0.2,6858,0,0,0,0,195,76,-1,0,46,Tottenham,Huddersfield,Newcastle,Chelsea,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.8
,David Luiz,DEF,CHE,5700000,1,30,1.25,2.19298245614035e-07,5.26315789473684e-06,0,1173653,2,9,0,0,0,1,0,5.3,3335,-3,0,30,3,0.1,0,0.3,0,0,3,0,1,7.8,323829,0,0,0,0,748,1216,0,1,169,Bournemouth,Watford,West Brom,Man Utd,Man City,0.0,0.8,0.8,0.6,0.6,1.6,0.7,0.7,1.0,0.7,1.0,0.6,0.9,0.6,28.5
,David Silva,MID,MCI,8000000,2,108,5.4,6.75e-07,1.3500000000000001e-05,0,2122342,4,13,0,0,0,5,0,13.5,33590,0,0,108,0,0.1,0,1.0,15,0,9,0,8,9.1,2236830,0,0,0,3,1696,57369,0,0,436,West Brom,Burnley,Leicester,Arsenal,Chelsea,7.2,5.9,6.4,5.2,5.8,5.7,6.7,6.7,5.3,5.0,7.3,5.7,7.6,6.2,198.2
Ben,Davies,DEF,TOT,5500000,8,93,4.9,8.90909090909091e-07,1.69090909090909e-05,0,1525554,1,13,0,0,0,2,0,16.9,41792,0,0,93,0,1.0,0,5.5,10,0,6,0,5,13.8,1830866,0,0,0,3,1423,31433,0,0,394,Man Utd,Liverpool,Arsenal,Crystal Palace,Huddersfield,6.2,5.4,6.9,5.9,7.1,4.9,6.0,6.0,5.6,5.5,5.8,6.7,5.0,5.9,111.4
Tom,Davies,MID,EVE,5100000,0,32,1.6,3.13725490196078e-07,6.27450980392157e-06,0,65124,6,15,0,0,0,0,0,6.3,519,-4,0,32,4,0.1,0,0.7,0,0,4,0,2,0.4,33184,0,0,0,0,1036,115,0,0,118,Leicester,Arsenal,Crystal Palace,Watford,Burnley,1.1,0.8,1.1,0.8,0.8,1.2,0.8,0.8,0.9,1.0,1.2,0.8,1.1,0.8,33.5
Steven,Davis,MID,SOU,4800000,1,67,3.4,7.08333333333333e-07,1.3958333333333301e-05,0,406067,0,20,0,0,0,3,0,14.0,6944,-2,0,67,2,0.5,0,2.3,6,0,4,0,2,2.2,478778,0,0,0,2,1383,2986,0,0,324,Brighton,West Brom,Liverpool,Burnley,Stoke,3.4,3.0,2.7,2.9,3.4,3.4,3.7,2.8,2.5,2.9,2.7,3.6,3.6,2.1,78.5
Craig,Dawson,DEF,WBA,4800000,1,49,2.0416666666666696,4.25347222222222e-07,1.0208333333333301e-05,0,308375,4,14,0,0,0,1,0,10.2,2198,-2,0,49,2,1.1,0,5.3,3,0,5,0,0,1.2,94425,0,0,0,1,1250,5874,0,0,221,Man City,Southampton,Chelsea,Huddersfield,Watford,1.1,1.9,1.5,2.2,1.7,1.6,1.1,1.9,1.6,1.1,2.0,1.3,1.8,2.4,54.9
Kevin,De Bruyne,MID,MCI,10200000,6,145,6.0,5.882352941176471e-07,1.4215686274509802e-05,0,1925802,1,17,0,0,0,6,0,14.2,43934,2,0,145,-2,0.7,0,6.7,20,0,12,0,12,21.2,1572832,0,0,0,3,2054,54062,0,0,618,West Brom,Burnley,Leicester,Arsenal,Chelsea,8.2,6.8,7.4,6.1,6.7,6.7,7.7,7.5,6.2,5.8,8.2,6.6,8.7,7.2,250.6
David,de Gea,GLK,MUN,5900000,6,127,5.3,8.98305084745763e-07,2.15254237288136e-05,0,783798,0,16,0,80,0,0,0,21.5,38366,4,0,127,-4,1.1,0,6.3,10,0,14,0,0,43.0,1109978,0,0,0,0,2160,38919,0,0,526,Tottenham,Huddersfield,Newcastle,Chelsea,Crystal Palace,5.4,7.9,5.7,7.6,6.2,7.6,6.2,6.7,5.2,7.4,5.3,7.7,6.1,7.4,56.4
Siem,de Jong,MID,NEW,4900000,0,0,0.0,0.0,0.0,0,9675,0,0,0,0,0,0,0,0.0,20,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,521,0,0,0,0,0,0,0,0,0,Burnley,Crystal Palace,Man Utd,Bournemouth,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathieu,Debuchy,DEF,ARS,4500000,0,0,0.0,0.0,0.0,0,1164,0,0,0,0,0,0,0,0.0,91,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1462,0,0,0,0,0,94,0,0,0,Swansea,Everton,Tottenham,Man City,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy,Deeney,FWD,WAT,6300000,2,33,2.2,3.49206349206349e-07,5.23809523809524e-06,0,68647,1,16,0,0,0,2,0,5.2,1303,-2,0,33,2,0.3,0,2.0,1,0,1,0,2,0.4,42954,0,0,0,0,763,765,0,1,115,Stoke,Chelsea,West Ham,Everton,West Brom,2.1,1.2,1.6,2.0,2.0,1.2,1.4,2.0,1.6,1.6,2.0,1.4,1.9,1.3,57.2
Jermain,Defoe,FWD,BOU,7600000,0,41,1.7083333333333302,2.24780701754386e-07,5.39473684210526e-06,0,207239,1,15,0,0,0,3,0,5.4,929,-4,0,41,4,0.0,0,0.0,4,0,2,0,1,1.3,46496,0,0,0,1,787,57,0,0,129,Chelsea,Stoke,Huddersfield,Newcastle,Leicester,0.0,0.0,0.0,0.0,0.0,1.2,1.5,1.2,1.5,0.9,1.2,1.2,1.2,1.0,60.1
Steven,Defour,MID,BUR,5400000,1,62,2.6,4.81481481481482e-07,1.14814814814815e-05,0,29326,6,17,0,0,0,1,0,11.5,1294,-1,0,62,1,0.2,0,1.3,0,0,12,0,1,0.4,26731,0,0,0,0,1998,448,0,0,353,Newcastle,Man City,Swansea,Southampton,Everton,0.0,0.0,2.4,2.1,3.0,1.8,1.9,1.9,1.9,2.2,1.8,2.3,1.6,2.5,78.4
Damien,Delaney,DEF,CRY,4200000,0,0,0.0,0.0,0.0,0,23808,0,4,0,0,0,0,0,0.0,165,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.2,3626,0,0,0,0,90,149,0,0,19,West Ham,Newcastle,Everton,Tottenham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Fabian,Delph,MID,MCI,4500000,0,42,1.75,3.88888888888889e-07,9.33333333333333e-06,0,112331,1,12,0,0,0,1,0,9.3,4364,0,0,42,0,0.2,0,1.0,0,0,5,0,1,0.5,116874,0,0,0,0,1282,180,0,0,294,West Brom,Burnley,Leicester,Arsenal,Chelsea,0.0,0.0,0.0,0.0,0.0,0.9,1.2,1.3,0.9,0.9,1.4,0.9,1.5,1.1,52.3
Mousa,Dembele,MID,TOT,4900000,1,29,1.20833333333333,2.46598639455782e-07,5.91836734693878e-06,0,162057,3,15,0,0,0,0,0,5.9,955,-1,0,29,1,0.2,0,1.0,3,0,2,0,0,1.4,77292,0,0,0,0,1042,636,0,0,195,Man Utd,Liverpool,Arsenal,Crystal Palace,Huddersfield,0.6,0.6,0.8,0.6,0.9,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,38.4
Laurent,Depoitre,FWD,HUD,5500000,1,71,3.4,6.18181818181818e-07,1.29090909090909e-05,0,378496,1,26,0,0,0,5,0,12.9,77204,0,0,71,0,0.2,0,1.3,11,0,4,0,2,6.4,705341,0,0,0,1,1321,11381,0,0,217,Liverpool,Man Utd,Bournemouth,West Brom,Tottenham,3.8,2.1,4.4,2.6,2.3,3.9,4.3,3.0,2.6,4.1,1.8,4.4,2.5,4.0,69.4
Gerard,Deulofeu,MID,WAT,6000000,0,0,0.0,0.0,0.0,0,186,0,0,0,0,0,0,0,0.0,186,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2403,0,0,0,0,0,2403,0,0,0,Stoke,Chelsea,West Ham,Everton,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fousseni,Diabate,FWD,LEI,5000000,0,0,0.0,0.0,0.0,0,340,0,0,0,0,0,0,0,0.0,340,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4103,0,0,0,0,0,4103,0,0,0,Everton,Swansea,Man City,Stoke,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed,Diame,MID,NEW,4600000,2,32,1.33333333333333,2.89855072463768e-07,6.95652173913044e-06,0,13951,0,15,0,0,0,1,0,7.0,244,-4,0,32,4,0.5,0,2.3,0,0,1,0,0,0.1,4916,0,0,0,0,833,536,0,0,120,Burnley,Crystal Palace,Man Utd,Bournemouth,Liverpool,0.7,0.7,0.7,0.7,0.7,0.7,0.7,1.0,0.7,0.9,0.8,0.9,0.7,0.7,29.7
Brahim,Diaz,MID,MCI,4700000,1,1,0.0416666666666667,8.86524822695035e-09,2.1276595744680897e-07,0,3900,0,0,0,0,0,0,0,0.2,35,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0.0,1314,0,0,0,0,3,33,0,0,3,West Brom,Burnley,Leicester,Arsenal,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Eric,Dier,MID,TOT,4700000,2,57,2.4,5.1063829787234e-07,1.21276595744681e-05,0,243693,3,20,0,0,0,0,0,12.1,6712,-3,0,57,3,0.7,0,3.3,0,0,10,0,1,2.5,162191,0,0,0,0,2014,5753,0,0,334,Man Utd,Liverpool,Arsenal,Crystal Palace,Huddersfield,1.6,1.2,2.3,1.4,2.6,1.7,2.2,1.3,1.5,1.2,1.4,1.8,1.6,2.0,84.1
Mame Biram,Diouf,FWD,STK,5400000,7,71,3.1,5.74074074074074e-07,1.31481481481481e-05,0,478727,3,42,0,0,0,5,0,13.1,13594,-1,0,71,1,0.6,0,3.0,6,0,3,0,2,3.8,634241,0,0,0,0,1746,59987,0,0,270,Watford,Bournemouth,Brighton,Leicester,Southampton,3.4,2.9,3.7,2.6,3.0,3.0,3.7,1.9,3.1,2.5,3.1,2.1,3.6,2.6,116.7
Abdoulaye,Doucoure,MID,WAT,5300000,2,97,4.2,7.92452830188679e-07,1.83018867924528e-05,0,1173665,6,43,0,0,0,7,0,18.3,37654,3,0,97,-3,0.8,0,4.3,14,0,5,0,1,13.4,1767703,0,0,0,1,2070,60779,0,0,457,Stoke,Chelsea,West Ham,Everton,West Brom,4.0,3.9,4.0,5.6,5.0,3.6,3.1,4.8,4.2,4.2,4.5,3.4,4.7,2.9,126.8
Aleksandar,Dragovic,DEF,LEI,4900000,6,18,0.75,1.53061224489796e-07,3.6734693877551003e-06,0,3457,1,2,0,0,0,0,0,3.7,1568,-1,0,18,1,1.2,0,6.0,0,0,3,0,0,0.2,14823,0,0,0,0,314,10535,0,0,76,Everton,Swansea,Man City,Stoke,Bournemouth,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.4,10.6
Daniel,Drinkwater,MID,CHE,4800000,0,20,0.833333333333333,1.73611111111111e-07,4.16666666666667e-06,0,21244,0,4,0,0,0,1,0,4.2,910,-2,0,20,2,0.1,0,0.3,1,0,1,0,0,0.2,13538,0,0,0,1,350,379,0,0,85,Bournemouth,Watford,West Brom,Man Utd,Man City,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,20.6
Shane,Duffy,DEF,BHA,4600000,-1,67,2.9,6.30434782608696e-07,1.4565217391304299e-05,0,193435,6,32,0,0,0,0,0,14.6,16082,1,0,67,-1,0.2,0,0.7,6,0,8,0,1,4.0,374262,0,0,0,1,2052,9546,0,0,405,Southampton,West Ham,Stoke,Swansea,Arsenal,2.6,3.8,2.4,2.9,3.5,1.7,2.0,2.8,3.6,3.3,3.1,2.5,3.1,2.3,95.8
Paul,Dummett,DEF,NEW,4200000,1,13,0.5416666666666671,1.28968253968254e-07,3.0952380952381e-06,0,40703,0,5,0,0,0,0,0,3.1,1019,-3,0,13,3,0.3,0,1.3,0,0,1,0,0,0.3,14736,0,0,0,0,375,3532,0,0,72,Burnley,Crystal Palace,Man Utd,Bournemouth,Liverpool,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,12.6
Lewis,Dunk,DEF,BHA,4500000,0,60,2.5,5.55555555555556e-07,1.3333333333333301e-05,0,171033,5,33,0,0,0,0,0,13.3,13046,0,0,60,0,0.2,0,0.7,5,0,8,0,0,3.7,285287,3,0,0,0,2160,7596,0,0,414,Southampton,West Ham,Stoke,Swansea,Arsenal,2.0,3.1,1.9,2.3,2.8,1.3,1.5,2.3,3.0,2.9,2.4,2.0,2.4,1.8,102.4
Nathan,Dyer,MID,SWA,4400000,3,25,1.04166666666667,2.3674242424242397e-07,5.68181818181818e-06,0,9325,2,12,0,0,0,0,0,5.7,577,-1,0,25,1,0.5,0,2.3,0,0,2,0,1,0.1,12272,0,0,0,0,752,1727,0,0,98,Arsenal,Leicester,Burnley,Brighton,West Ham,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,25.0
,Ederson,GLK,MCI,5600000,3,100,4.2,7.5e-07,1.78571428571429e-05,0,276190,0,18,0,40,0,0,0,17.9,16756,1,-1,100,-1,0.4,0,2.3,5,0,10,0,0,7.7,403615,0,0,1,1,2115,48776,1,0,438,West Brom,Burnley,Leicester,Arsenal,Chelsea,5.1,4.9,4.5,3.9,5.4,4.7,5.9,3.5,4.8,4.2,4.5,5.1,5.6,5.0,37.3
,Eduardo,GLK,CHE,4700000,0,0,0.0,0.0,0.0,0,3236,0,0,0,0,0,0,0,0.0,84,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,993,0,0,0,0,0,61,0,0,0,Bournemouth,Watford,West Brom,Man Utd,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas,Edwards,DEF,STK,4000000,0,6,0.25,6.25e-08,1.5e-06,0,15415,0,15,0,0,0,0,0,1.5,3738,0,0,6,0,0.2,0,0.7,0,0,0,0,0,0.5,42030,0,0,0,0,481,6708,0,0,81,Watford,Bournemouth,Brighton,Leicester,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,12.7
Robert,Elliot,GLK,NEW,4100000,0,57,3.6,8.78048780487805e-07,1.3902439024390198e-05,0,683972,0,21,0,44,0,0,0,13.9,47026,1,0,57,-1,0.0,0,0.0,4,0,3,0,0,19.5,860896,0,0,1,3,1440,14016,0,0,280,Burnley,Crystal Palace,Man Utd,Bournemouth,Liverpool,0.0,4.5,3.9,3.2,3.6,4.1,3.3,4.6,3.0,4.4,2.7,4.1,4.3,4.4,36.5
Mohamed,Elneny,MID,ARS,4200000,2,13,0.5416666666666671,1.28968253968254e-07,3.0952380952381e-06,0,271721,1,6,0,0,0,0,0,3.1,7924,-3,0,13,3,0.2,0,0.7,0,0,1,0,1,2.9,233075,0,0,0,0,353,19984,0,0,71,Swansea,Everton,Tottenham,Man City,Brighton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,19.1
Christian,Eriksen,MID,TOT,9200000,0,124,5.4,5.8695652173913e-07,1.34782608695652e-05,0,1895896,0,19,0,0,0,6,0,13.3,174766,-3,1,124,3,0.5,0,4.3,16,0,11,0,7,13.8,1743601,0,0,0,2,1958,2688,-1,0,487,Man Utd,Liverpool,Arsenal,Crystal Palace,Huddersfield,5.6,4.2,7.3,5.2,7.9,6.1,7.0,5.0,5.4,4.8,5.1,6.2,5.7,6.7,208.4
Jonny,Evans,DEF,WBA,4900000,2,63,3.0,6.12244897959184e-07,1.28571428571429e-05,0,82046,5,29,0,0,0,2,0,12.9,16856,-1,0,63,1,1.2,0,6.0,4,0,5,0,1,1.6,120320,1,0,0,1,1813,5064,0,0,354,Man City,Southampton,Chelsea,Huddersfield,Watford,0.0,3.4,2.8,3.8,3.1,3.0,2.2,3.4,3.0,2.1,3.6,2.4,3.2,3.5,70.6
Lukasz,Fabianski,GLK,SWA,4600000,8,100,4.2,9.1304347826087e-07,2.1739130434782603e-05,0,320104,0,35,0,93,0,0,0,21.7,13261,1,0,100,-1,0.9,0,4.3,8,0,7,0,0,7.9,493398,0,0,1,2,2160,36615,0,0,500,Arsenal,Leicester,Burnley,Brighton,West Ham,5.5,3.8,5.2,4.9,5.9,4.2,5.2,3.9,4.1,4.5,4.0,5.5,4.0,5.5,68.5
Cesc,Fabregas,MID,CHE,6800000,0,58,2.9,4.2647058823529394e-07,8.52941176470588e-06,0,682490,2,12,0,0,0,1,0,8.5,9340,-2,0,58,2,0.1,0,0.7,4,0,7,0,4,2.9,399230,0,0,0,1,1402,4396,0,1,349,Bournemouth,Watford,West Brom,Man Utd,Man City,2.9,2.2,3.1,1.4,1.5,2.7,2.2,2.3,2.8,2.3,3.3,2.8,2.2,2.5,169.6
Adam,Federici,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,135399,0,0,0,0,0,0,0,0.0,1775,0,0,0,0,0.0,0,0.0,0,0,0,0,0,2.2,16255,0,0,0,0,0,797,0,0,0,Chelsea,Stoke,Huddersfield,Newcastle,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Feghouli,MID,WHU,5500000,0,0,0.0,0.0,0.0,0,1420,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,88,0,0,0,0,0,2,0,0,0,Crystal Palace,Brighton,Watford,Liverpool,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marouane,Fellaini,MID,MUN,4700000,1,34,1.4166666666666698,3.01418439716312e-07,7.23404255319149e-06,0,202629,1,0,0,0,0,3,0,7.2,805,-3,0,34,3,0.1,0,0.7,3,0,3,0,0,0.6,190856,0,0,0,1,401,479,0,0,117,Tottenham,Huddersfield,Newcastle,Chelsea,Crystal Palace,0.7,1.2,0.7,0.7,0.7,0.7,0.7,1.1,0.7,1.1,0.7,1.0,0.7,0.8,44.1
Leroy,Fer,MID,SWA,5200000,3,38,2.1,4.0384615384615397e-07,7.307692307692309e-06,0,38593,5,24,0,0,0,1,0,7.3,149,-3,0,38,3,0.2,0,1.0,0,0,4,0,1,0.2,16936,0,0,0,0,1269,125,0,0,183,Arsenal,Leicester,Burnley,Brighton,West Ham,1.8,1.2,1.5,1.2,1.7,1.3,1.5,1.0,1.4,2.2,1.0,1.3,1.5,1.6,48.8
Nathan,Ferguson,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,1297,0,0,0,0,0,0,0,0.0,203,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,3368,0,0,0,0,0,399,0,0,0,Man City,Southampton,Chelsea,Huddersfield,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edimilson,Fernandes,MID,WHU,4400000,0,9,0.375,8.52272727272727e-08,2.04545454545455e-06,0,16475,1,13,0,0,0,0,0,2.0,136,-1,0,9,1,0.0,0,0.0,0,0,0,0,0,0.2,6423,0,0,0,0,412,18,0,0,44,Crystal Palace,Brighton,Watford,Liverpool,Swansea,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.6
Federico,Fernandez,DEF,SWA,4400000,11,51,2.8,6.36363636363636e-07,1.1590909090909101e-05,0,194595,4,27,0,0,0,0,0,11.6,2641,-1,0,51,1,0.9,0,4.0,8,0,5,0,1,1.6,182855,1,0,0,1,1620,7873,0,0,313,Arsenal,Leicester,Burnley,Brighton,West Ham,3.1,2.0,2.9,2.7,3.4,2.3,2.9,2.0,2.2,2.4,2.1,3.1,2.1,3.1,51.7
,Fernandinho,MID,MCI,5100000,2,76,3.2,6.274509803921571e-07,1.49019607843137e-05,0,544599,6,16,0,0,0,2,0,14.9,22039,1,0,76,-1,0.4,0,2.0,3,0,11,0,4,5.8,709743,0,0,0,1,1991,16568,0,0,389,West Brom,Burnley,Leicester,Arsenal,Chelsea,3.4,2.7,2.9,2.3,2.6,2.6,3.1,3.3,2.3,2.1,3.5,2.5,3.8,2.8,112.3
,Fernando,MID,MCI,4500000,0,0,0.0,0.0,0.0,0,4415,0,0,0,0,0,0,0,0.0,23,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,533,0,0,0,0,0,12,0,0,0,West Brom,Burnley,Leicester,Arsenal,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Field,MID,WBA,4500000,0,19,0.791666666666667,1.7592592592592602e-07,4.2222222222222194e-06,0,20930,3,2,0,0,0,1,0,4.2,339,0,0,19,0,0.0,0,0.0,2,0,4,0,0,0.2,21636,0,0,0,0,438,13,0,0,59,Man City,Southampton,Chelsea,Huddersfield,Watford,0.0,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,20.9
Roberto,Firmino,FWD,LIV,9200000,2,119,5.2,5.65217391304348e-07,1.2934782608695698e-05,0,2361735,1,23,0,0,0,10,0,12.9,105875,7,0,119,-7,0.4,0,3.7,19,0,9,0,6,40.1,3327026,0,0,0,3,1685,98738,0,0,485,Huddersfield,Tottenham,Southampton,West Ham,Newcastle,5.4,6.5,6.2,7.2,7.0,4.6,7.0,5.7,5.6,7.4,5.5,7.7,4.1,7.5,195.6
Jon,Flanagan,DEF,LIV,4400000,0,0,0.0,0.0,0.0,0,1250,0,0,0,0,0,0,0,0.0,52,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1151,0,0,0,0,0,61,0,0,0,Huddersfield,Tottenham,Southampton,West Ham,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,4500000,0,0,0.0,0.0,0.0,0,33936,0,0,0,0,0,0,0,0.0,366,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,6583,0,0,0,0,0,195,0,0,0,Crystal Palace,Brighton,Watford,Liverpool,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren,Fletcher,MID,STK,4900000,3,60,2.6,5.306122448979589e-07,1.22448979591837e-05,0,53960,0,47,0,0,0,1,0,12.2,780,-1,0,60,1,0.3,0,1.7,3,0,3,0,1,0.5,28245,0,0,0,1,1975,329,0,0,306,Watford,Bournemouth,Brighton,Leicester,Southampton,2.1,1.9,2.5,1.6,1.8,1.5,3.1,1.4,2.0,1.6,2.2,1.3,2.4,2.2,72.1
Phil,Foden,MID,MCI,4700000,0,1,0.0416666666666667,8.86524822695035e-09,2.1276595744680897e-07,0,2430,0,1,0,0,0,0,0,0.2,19,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.0,724,0,0,0,0,7,4,0,0,1,West Brom,Burnley,Leicester,Arsenal,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Michael,Folivi,FWD,WAT,4500000,0,0,0.0,0.0,0.0,0,12968,0,0,0,0,0,0,0,0.0,919,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,21914,0,0,0,0,0,149,0,0,0,Stoke,Chelsea,West Ham,Everton,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,4700000,0,34,1.4166666666666698,3.01418439716312e-07,7.23404255319149e-06,0,151074,0,11,0,0,0,0,0,7.2,731,-3,0,34,3,0.0,0,0.0,3,0,3,0,2,0.8,76779,0,0,0,0,688,23,0,0,156,Crystal Palace,Brighton,Watford,Liverpool,Swansea,0.0,0.0,0.0,0.7,0.7,1.1,1.0,1.1,0.8,1.2,0.7,0.8,0.7,0.8,33.4
Fraser,Forster,GLK,SOU,4800000,0,73,3.6,7.5e-07,1.5208333333333301e-05,0,478483,0,30,0,69,0,0,0,15.2,15627,-2,0,73,2,0.0,0,0.0,6,0,4,0,0,4.7,362660,0,0,1,1,1800,3772,0,0,351,Brighton,West Brom,Liverpool,Burnley,Stoke,4.8,3.3,4.3,3.9,4.4,3.5,3.4,4.1,3.1,4.4,3.0,3.7,2.8,3.3,48.9
