FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Karl,Darlow,GLK,NEW,4400000,3,33,1.26923076923077,2.8846153846153803e-07,7.499999999999999e-06,0,23627,0,15,0,35,0,0,0,7.5,1184,-1,0,33,1,0.5,0,2.0,2,0,2,0,0,0.4,24025,1,0,0,1,900,859,0,0,172,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,0.8,0.6,0.7,0.8,0.6,1.0,0.6,1.1,0.6,0.8,0.9,0.8,25.9
Matteo,Darmian,DEF,MUN,4900000,0,9,0.34615384615384603,7.06436420722135e-08,1.8367346938775502e-06,0,33062,0,2,0,0,0,0,0,1.8,105,-6,0,9,6,0.0,0,0.0,0,0,1,0,0,0.2,6958,0,0,0,0,195,56,0,0,46,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.8
,David Luiz,DEF,CHE,5700000,2,32,1.23076923076923,2.15924426450742e-07,5.6140350877193e-06,0,1179871,3,13,0,0,0,1,0,5.6,2738,-3,0,32,3,0.1,0,0.8,0,0,3,0,2,7.7,326059,0,0,0,0,838,2141,0,1,186,West Brom,Man Utd,Man City,Crystal Palace,Burnley,0.8,0.6,0.6,1.4,0.7,0.8,1.0,0.7,0.9,0.6,0.8,0.6,29.6
,David Silva,MID,MCI,7900000,0,108,5.1,6.455696202531649e-07,1.36708860759494e-05,0,2274643,5,13,0,0,0,5,0,13.7,63674,-1,1,108,1,0.1,0,0.5,15,0,9,0,8,6.6,2246059,0,0,0,3,1734,1460,-1,0,435,Leicester,Arsenal,Chelsea,Stoke,Brighton,0.0,4.5,5.4,5.2,6.2,6.1,5.2,4.4,6.3,5.5,7.2,5.5,200.8
Ben,Davies,DEF,TOT,5500000,1,100,4.8,8.72727272727273e-07,1.81818181818182e-05,0,1570174,1,15,0,0,0,2,0,18.2,23123,0,0,100,0,1.0,0,5.3,10,0,7,0,5,14.9,1939961,0,0,0,3,1603,75574,0,0,433,Arsenal,Crystal Palace,Huddersfield,Bournemouth,Newcastle,7.2,5.7,6.9,4.6,5.7,5.3,5.4,5.6,5.5,6.7,4.7,5.9,118.5
Tom,Davies,MID,EVE,5100000,1,35,1.6,3.13725490196078e-07,6.86274509803922e-06,0,65775,6,17,0,0,0,0,0,6.9,376,-4,0,35,4,0.2,0,0.8,0,0,4,0,2,0.4,33560,0,0,0,0,1171,246,0,0,128,Crystal Palace,Watford,Burnley,Brighton,Stoke,1.1,0.8,0.8,1.2,0.8,0.8,0.8,0.8,1.2,0.8,1.0,0.8,38.7
Steven,Davis,MID,SOU,4800000,0,69,3.3,6.875e-07,1.4375e-05,0,419816,0,21,0,0,0,3,0,14.4,8443,-2,0,69,2,0.4,0,2.0,6,0,4,0,2,2.0,480728,0,0,0,2,1473,631,0,0,331,Liverpool,Burnley,Stoke,Newcastle,Swansea,2.5,2.8,3.2,3.2,3.1,2.9,2.3,2.7,2.7,3.3,3.3,2.0,82.2
Craig,Dawson,DEF,WBA,4800000,1,51,1.96153846153846,4.0865384615384604e-07,1.0625e-05,0,313041,4,20,0,0,0,1,0,10.6,3171,-2,0,51,2,0.9,0,4.3,3,0,5,0,0,1.3,108215,0,0,0,1,1430,2674,0,0,241,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,1.3,2.1,1.5,1.6,1.0,1.9,1.6,1.0,1.9,1.1,1.8,2.1,58.2
Kevin,De Bruyne,MID,MCI,10300000,2,161,6.2,6.01941747572816e-07,1.56310679611651e-05,0,1978401,1,18,0,0,0,7,0,15.6,39465,3,0,161,-3,0.6,0,6.0,23,0,13,0,13,22.8,1713175,0,0,0,4,2221,47170,0,0,669,Leicester,Arsenal,Chelsea,Stoke,Brighton,8.1,6.1,7.2,6.9,8.1,7.6,7.0,5.9,8.2,7.2,9.2,7.3,276.4
David,de Gea,GLK,MUN,5900000,6,135,5.2,8.813559322033899e-07,2.28813559322034e-05,0,819402,0,18,0,85,0,0,0,22.9,16921,4,0,135,-4,0.9,0,5.3,10,0,15,0,0,43.6,1177169,0,0,0,0,2340,37530,0,0,565,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,5.2,7.2,5.9,7.4,5.8,6.7,4.9,7.3,4.9,7.8,5.7,7.4,60.4
Siem,de Jong,MID,NEW,4900000,0,0,0.0,0.0,0.0,0,9701,0,0,0,0,0,0,0,0.0,11,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,525,0,0,0,0,0,3,0,0,0,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathieu,Debuchy,DEF,ARS,4500000,0,0,0.0,0.0,0.0,0,1451,0,0,0,0,0,0,0,0.0,137,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1468,0,0,0,0,0,4,0,0,0,Tottenham,Man City,Brighton,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy,Deeney,FWD,WAT,6300000,6,41,2.4,3.80952380952381e-07,6.50793650793651e-06,0,70715,1,17,0,0,0,3,0,6.5,1358,-2,0,41,2,0.6,0,3.5,1,0,2,0,2,0.4,47953,0,0,0,0,943,4509,0,1,152,West Ham,Everton,West Brom,Arsenal,Liverpool,0.0,2.4,2.4,1.4,1.6,2.3,1.9,1.9,2.3,1.6,2.2,1.5,70.8
Jermain,Defoe,FWD,BOU,7600000,0,41,1.57692307692308,2.0748987854251e-07,5.39473684210526e-06,0,208501,1,15,0,0,0,3,0,5.4,700,-4,0,41,4,0.0,0,0.0,4,0,2,0,1,1.3,46600,0,0,0,1,787,64,0,0,129,Huddersfield,Newcastle,Leicester,Tottenham,West Brom,0.0,0.0,0.0,0.0,0.0,1.0,1.3,0.8,1.1,1.1,1.1,0.9,60.1
Steven,Defour,MID,BUR,5400000,0,62,2.6,4.81481481481482e-07,1.14814814814815e-05,0,32396,6,17,0,0,0,1,0,11.5,1326,-1,0,62,1,0.1,0,0.5,0,0,12,0,1,0.3,26781,0,0,0,0,1998,26,0,0,353,Swansea,Southampton,Everton,West Ham,Chelsea,0.0,0.0,0.0,0.0,0.0,2.0,1.8,2.3,1.8,2.3,1.5,2.4,78.4
Damien,Delaney,DEF,CRY,4200000,0,0,0.0,0.0,0.0,0,24084,0,4,0,0,0,0,0,0.0,165,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.2,3876,0,0,0,0,90,145,0,0,19,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Fabian,Delph,MID,MCI,4500000,0,42,1.61538461538462,3.5897435897435896e-07,9.33333333333333e-06,0,116727,1,12,0,0,0,1,0,9.3,2044,0,0,42,0,0.1,0,0.3,0,0,5,0,1,0.4,117043,0,0,0,0,1282,86,0,0,294,Leicester,Arsenal,Chelsea,Stoke,Brighton,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.8,1.1,0.9,1.4,0.9,52.3
Mousa,Dembele,MID,TOT,4900000,2,33,1.26923076923077,2.59026687598116e-07,6.73469387755102e-06,0,163703,4,16,0,0,0,0,0,6.7,999,-1,0,33,1,0.4,0,2.0,3,0,3,0,0,1.4,79990,0,0,0,0,1210,1649,0,0,220,Arsenal,Crystal Palace,Huddersfield,Bournemouth,Newcastle,0.9,0.6,1.0,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.8,48.3
Laurent,Depoitre,FWD,HUD,5300000,2,75,3.3,6.226415094339621e-07,1.4150943396226402e-05,0,530532,1,31,0,0,0,5,0,14.2,72774,-2,1,75,2,0.3,0,1.8,11,0,4,0,2,3.8,710233,0,0,0,1,1501,1284,-1,0,229,Bournemouth,West Brom,Tottenham,Swansea,Crystal Palace,0.0,2.6,2.2,3.7,4.1,2.9,2.6,3.8,1.9,4.2,2.5,3.9,77.8
Gerard,Deulofeu,MID,WAT,6000000,13,16,0.615384615384615,1.0256410256410301e-07,2.66666666666667e-06,0,7367,0,1,0,0,0,1,0,2.7,5414,0,0,16,0,1.3,0,8.0,3,0,1,0,1,3.5,202216,0,0,0,1,175,187029,0,0,58,West Ham,Everton,West Brom,Arsenal,Liverpool,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,18.3
Fousseni,Diabate,FWD,LEI,5000000,1,2,0.0769230769230769,1.5384615384615402e-08,4e-07,0,2144,1,1,0,0,0,0,0,0.4,1014,0,0,2,0,0.1,0,0.7,0,0,0,0,0,0.1,9634,0,0,0,0,122,3603,0,0,4,Man City,Stoke,Bournemouth,West Brom,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3
Mohamed,Diame,MID,NEW,4600000,9,43,1.65384615384615,3.59531772575251e-07,9.347826086956521e-06,0,14716,0,17,0,0,0,2,0,9.3,574,-4,0,43,4,0.8,0,3.8,2,0,1,0,0,0.2,8206,0,0,0,0,987,2959,0,0,162,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,0.8,1.0,0.8,1.0,0.8,1.4,0.9,1.2,1.1,1.3,0.9,0.9,42.0
Brahim,Diaz,MID,MCI,4700000,1,3,0.115384615384615,2.45499181669394e-08,6.382978723404259e-07,0,3995,0,1,0,0,0,0,0,0.6,59,-3,0,3,3,0.2,0,0.8,0,0,0,0,0,0.0,1481,0,0,0,0,31,87,0,0,9,Leicester,Arsenal,Chelsea,Stoke,Brighton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.5
Eric,Dier,MID,TOT,4700000,2,62,2.4,5.1063829787234e-07,1.31914893617021e-05,0,254888,3,22,0,0,0,0,0,13.2,6535,-3,0,62,3,0.7,0,3.3,0,0,11,0,1,2.5,171648,0,0,0,0,2194,4049,0,0,350,Arsenal,Crystal Palace,Huddersfield,Bournemouth,Newcastle,2.3,1.4,2.6,1.7,2.2,1.3,1.4,1.3,1.3,1.8,1.6,2.1,90.3
Mame Biram,Diouf,FWD,STK,5400000,1,73,2.9,5.37037037037037e-07,1.35185185185185e-05,0,528206,4,42,0,0,0,5,0,13.5,23796,-1,0,73,1,0.5,0,2.5,6,0,4,0,2,3.1,645913,0,0,0,0,1837,5500,0,0,273,Brighton,Leicester,Southampton,Man City,Everton,3.4,2.4,2.7,2.8,3.3,1.7,2.8,2.3,2.8,1.9,3.3,2.3,117.9
Abdoulaye,Doucoure,MID,WAT,5400000,10,109,4.4,8.148148148148151e-07,2.01851851851852e-05,0,1245721,7,44,0,0,0,7,0,20.2,31521,4,-1,109,-4,1.1,0,5.8,16,0,6,0,3,14.2,1888276,0,0,0,1,2250,90356,1,0,506,West Ham,Everton,West Brom,Arsenal,Liverpool,4.5,5.9,5.5,3.7,3.4,5.1,4.6,4.6,4.8,3.6,5.0,3.0,145.2
Aleksandar,Dragovic,DEF,LEI,4900000,2,21,0.8076923076923079,1.64835164835165e-07,4.28571428571429e-06,0,6798,1,5,0,0,0,0,0,4.3,1996,-1,0,21,1,0.8,0,3.8,0,0,3,0,0,0.3,19284,0,0,0,0,494,1011,0,0,113,Man City,Stoke,Bournemouth,West Brom,Arsenal,0.4,0.5,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.6,0.5,0.4,14.7
Daniel,Drinkwater,MID,CHE,4800000,0,20,0.7692307692307689,1.6025641025641e-07,4.16666666666667e-06,0,22239,0,4,0,0,0,1,0,4.2,510,-2,0,20,2,0.0,0,0.0,1,0,1,0,0,0.2,14059,0,0,0,1,350,270,0,0,85,West Brom,Man Utd,Man City,Crystal Palace,Burnley,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,20.6
Martin,Dubravka,GLK,NEW,4500000,0,0,0.0,0.0,0.0,0,77,0,0,0,0,0,0,0,0.0,43,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,536,0,0,0,0,0,190,0,0,0,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane,Duffy,DEF,BHA,4600000,2,71,2.8,6.08695652173913e-07,1.54347826086957e-05,0,212950,6,34,0,0,0,0,0,15.4,10260,1,0,71,-1,0.3,0,1.3,6,0,8,0,1,3.8,388174,0,0,0,1,2232,7347,0,0,429,Stoke,Swansea,Arsenal,Everton,Man City,2.3,2.8,3.7,1.6,1.9,2.8,3.4,3.2,3.0,2.4,3.1,2.2,100.9
Paul,Dummett,DEF,NEW,4200000,1,16,0.615384615384615,1.46520146520147e-07,3.80952380952381e-06,0,42165,1,7,0,0,0,0,0,3.8,804,-3,0,16,3,0.4,0,1.5,0,0,1,0,0,0.3,17898,0,0,0,0,555,1415,0,0,99,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,19.9
Lewis,Dunk,DEF,BHA,4500000,1,63,2.4,5.33333333333333e-07,1.4000000000000001e-05,0,189177,6,35,0,0,0,0,0,14.0,9870,0,0,63,0,0.2,0,1.0,5,0,8,0,0,3.5,294371,3,0,0,0,2340,3194,0,0,439,Stoke,Swansea,Arsenal,Everton,Man City,1.8,2.2,3.0,1.2,1.4,2.2,2.8,2.8,2.4,1.9,2.4,1.7,106.8
Nathan,Dyer,MID,SWA,4400000,2,29,1.11538461538462,2.53496503496504e-07,6.5909090909090896e-06,0,11106,2,14,0,0,0,0,0,6.6,1232,-1,0,29,1,0.5,0,2.3,0,0,2,0,1,0.3,20598,0,0,0,0,904,5458,0,0,109,Burnley,Brighton,West Ham,Huddersfield,Southampton,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,30.1
,Ederson,GLK,MCI,5600000,2,108,4.2,7.5e-07,1.9285714285714302e-05,0,304155,0,19,0,43,0,0,0,19.3,16547,1,0,108,-1,0.5,0,3.0,5,0,11,0,0,7.7,427933,0,0,1,1,2295,11327,0,0,473,Leicester,Arsenal,Chelsea,Stoke,Brighton,4.7,4.3,5.1,4.7,5.9,3.5,5.1,4.2,4.7,5.0,5.7,5.0,40.6
,Eduardo,GLK,CHE,4700000,0,0,0.0,0.0,0.0,0,3319,0,0,0,0,0,0,0,0.0,47,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1046,0,0,0,0,0,41,0,0,0,West Brom,Man Utd,Man City,Crystal Palace,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas,Edwards,DEF,STK,4000000,0,6,0.23076923076923103,5.76923076923077e-08,1.5e-06,0,20030,0,15,0,0,0,0,0,1.5,2423,0,0,6,0,0.0,0,0.0,0,0,0,0,0,0.5,44528,0,0,0,0,481,1341,0,0,81,Brighton,Leicester,Southampton,Man City,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,12.7
Robert,Elliot,GLK,NEW,4100000,0,57,3.6,8.78048780487805e-07,1.3902439024390198e-05,0,759025,0,21,0,44,0,0,0,13.9,34151,1,0,57,-1,0.0,0,0.0,4,0,3,0,0,18.3,871326,0,0,1,3,1440,6631,0,0,280,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,4.1,3.2,3.7,4.2,3.4,4.6,3.1,4.8,2.8,4.1,4.3,4.0,36.5
Mohamed,Elneny,MID,ARS,4200000,0,13,0.5,1.19047619047619e-07,3.0952380952381e-06,0,290300,2,7,0,0,0,0,0,3.1,11617,-3,0,13,3,0.1,0,0.5,0,0,1,0,1,3.2,263093,0,0,0,0,412,9181,0,0,78,Tottenham,Man City,Brighton,Watford,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,22.4
,Emerson,DEF,CHE,5500000,0,0,0.0,0.0,0.0,0,486,0,0,0,0,0,0,0,0.0,246,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1543,0,0,0,0,0,600,0,0,0,West Brom,Man Utd,Man City,Crystal Palace,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Eriksen,MID,TOT,9200000,2,136,5.4,5.8695652173913e-07,1.47826086956522e-05,0,1937604,0,21,0,0,0,7,0,14.8,26051,-3,0,136,3,0.6,0,5.3,18,0,12,0,7,14.5,1825826,0,0,0,2,2138,36652,0,0,538,Arsenal,Crystal Palace,Huddersfield,Bournemouth,Newcastle,7.4,5.2,7.9,6.0,7.0,5.0,5.3,5.0,5.0,6.3,5.7,6.9,231.0
Jonny,Evans,DEF,WBA,4900000,0,63,3.0,6.12244897959184e-07,1.28571428571429e-05,0,102191,5,29,0,0,0,2,0,12.9,10340,-1,0,63,1,0.9,0,4.3,4,0,5,0,1,1.3,122577,1,0,0,1,1813,757,0,0,354,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,0.0,3.8,3.0,3.1,2.1,3.5,3.1,2.0,3.5,2.2,3.3,3.5,70.6
Patrice,Evra,DEF,WHU,4500000,0,0,0.0,0.0,0.0,0,394,0,0,0,0,0,0,0,0.0,394,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,8759,0,0,0,0,0,8759,0,0,0,Watford,Liverpool,Swansea,Burnley,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lukasz,Fabianski,GLK,SWA,4600000,3,106,4.1,8.91304347826087e-07,2.30434782608696e-05,0,337689,0,37,0,99,0,0,0,23.0,9604,1,0,106,-1,0.9,0,4.3,8,0,7,0,0,8.7,556593,0,0,1,2,2340,33014,0,0,530,Burnley,Brighton,West Ham,Huddersfield,Southampton,5.1,4.6,5.7,4.1,5.1,3.7,3.9,4.4,3.8,4.9,3.8,5.4,73.3
Cesc,Fabregas,MID,CHE,6800000,0,58,2.6,3.82352941176471e-07,8.52941176470588e-06,0,691744,4,18,0,0,0,1,0,8.5,4867,-2,0,58,2,0.0,0,0.3,4,0,7,0,4,2.9,403450,0,0,0,1,1494,1674,0,1,363,West Brom,Man Utd,Man City,Crystal Palace,Burnley,2.6,1.3,1.3,2.2,1.9,1.9,2.5,1.9,2.8,2.0,1.7,2.1,177.9
Adam,Federici,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,137792,0,0,0,0,0,0,0,0.0,1239,0,0,0,0,0.0,0,0.0,0,0,0,0,0,2.2,17582,0,0,0,0,0,743,0,0,0,Huddersfield,Newcastle,Leicester,Tottenham,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Feghouli,MID,WHU,5500000,0,0,0.0,0.0,0.0,0,1426,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,89,0,0,0,0,0,1,0,0,0,Watford,Liverpool,Swansea,Burnley,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marouane,Fellaini,MID,MUN,4700000,0,35,1.34615384615385,2.8641571194762695e-07,7.4468085106383e-06,0,204824,1,0,0,0,0,3,0,7.4,1121,-3,0,35,3,0.2,0,0.8,3,0,3,0,0,0.5,190962,0,0,0,1,408,25,0,0,120,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,0.7,1.0,0.7,0.7,44.2
Leroy,Fer,MID,SWA,5200000,1,41,2.0,3.84615384615385e-07,7.88461538461538e-06,0,39255,5,26,0,0,0,1,0,7.9,508,-3,0,41,3,0.3,0,1.5,0,0,4,0,1,0.2,17229,0,0,0,0,1394,23,0,0,201,Burnley,Brighton,West Ham,Huddersfield,Southampton,0.0,0.0,0.0,0.0,0.0,1.0,1.2,2.0,1.0,1.3,1.3,1.5,56.0
Nathan,Ferguson,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,1699,0,0,0,0,0,0,0,0.0,257,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4321,0,0,0,0,0,446,0,0,0,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edimilson,Fernandes,MID,WHU,4400000,0,9,0.34615384615384603,7.86713286713287e-08,2.04545454545455e-06,0,16686,1,13,0,0,0,0,0,2.0,114,-1,0,9,1,0.0,0,0.0,0,0,0,0,0,0.1,6436,0,0,0,0,412,7,0,0,44,Watford,Liverpool,Swansea,Burnley,Man Utd,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.6
Federico,Fernandez,DEF,SWA,4500000,10,63,3.1,6.88888888888889e-07,1.4000000000000001e-05,0,202250,4,29,0,0,0,1,0,14.3,5498,0,-1,63,0,1.3,0,5.8,10,0,5,0,1,3.5,299366,1,0,0,2,1800,106417,1,0,351,Burnley,Brighton,West Ham,Huddersfield,Southampton,3.4,3.1,3.9,2.7,3.4,2.4,2.5,2.9,2.5,3.3,2.4,3.6,63.4
,Fernandinho,MID,MCI,5100000,2,88,3.4,6.66666666666667e-07,1.72549019607843e-05,0,574138,6,17,0,0,0,3,0,17.3,20784,1,0,88,-1,0.7,0,3.8,5,0,12,0,4,6.4,774972,0,0,0,1,2171,21721,0,0,443,Leicester,Arsenal,Chelsea,Stoke,Brighton,3.4,2.3,2.9,2.8,3.5,3.4,2.8,2.3,3.5,3.0,4.2,3.0,121.7
,Fernando,MID,MCI,4500000,0,0,0.0,0.0,0.0,0,4446,0,0,0,0,0,0,0,0.0,14,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,555,0,0,0,0,0,11,0,0,0,Leicester,Arsenal,Chelsea,Stoke,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Field,MID,WBA,4500000,0,20,0.7692307692307689,1.70940170940171e-07,4.44444444444444e-06,0,21311,3,3,0,0,0,1,0,4.4,212,0,0,20,0,0.1,0,0.3,2,0,4,0,0,0.1,21686,0,0,0,0,492,16,0,0,61,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,21.7
Roberto,Firmino,FWD,LIV,9200000,2,129,5.2,5.65217391304348e-07,1.4021739130434802e-05,0,2535670,1,25,0,0,0,11,0,14.0,91693,7,0,129,-7,0.5,0,5.0,21,0,10,0,6,39.2,3452770,0,0,0,3,1863,74334,0,0,520,Southampton,West Ham,Newcastle,Man Utd,Watford,6.4,7.2,6.9,4.7,6.9,5.9,5.7,7.1,5.7,7.6,4.5,7.4,210.2
Jon,Flanagan,DEF,LIV,4400000,0,0,0.0,0.0,0.0,0,1385,0,0,0,0,0,0,0,0.0,77,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1167,0,0,0,0,0,5,0,0,0,Southampton,West Ham,Newcastle,Man Utd,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,4500000,0,0,0.0,0.0,0.0,0,34583,0,0,0,0,0,0,0,0.0,373,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,6864,0,0,0,0,0,176,0,0,0,Watford,Liverpool,Swansea,Burnley,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren,Fletcher,MID,STK,4800000,0,63,2.6,5.41666666666667e-07,1.3125e-05,0,56220,0,47,0,0,0,1,0,13.1,1710,-2,0,63,2,0.4,0,2.0,3,0,4,0,1,0.5,28534,0,0,0,1,2065,71,0,0,316,Brighton,Leicester,Southampton,Man City,Everton,0.0,1.7,1.8,1.5,3.1,1.4,2.0,1.8,2.2,1.3,2.4,1.9,72.8
Phil,Foden,MID,MCI,4700000,0,1,0.0384615384615385,8.183306055646479e-09,2.1276595744680897e-07,0,2467,0,1,0,0,0,0,0,0.2,18,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.0,754,0,0,0,0,7,22,0,0,1,Leicester,Arsenal,Chelsea,Stoke,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Michael,Folivi,FWD,WAT,4500000,0,0,0.0,0.0,0.0,0,14192,0,0,0,0,0,0,0,0.0,637,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,22094,0,0,0,0,0,106,0,0,0,West Ham,Everton,West Brom,Arsenal,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,4700000,0,34,1.3076923076923102,2.7823240589197997e-07,7.23404255319149e-06,0,151674,0,11,0,0,0,0,0,7.2,288,-3,0,34,3,0.0,0,0.0,3,0,3,0,2,0.8,77040,0,0,0,0,688,188,0,0,156,Watford,Liverpool,Swansea,Burnley,Man Utd,1.0,0.7,0.7,1.0,0.9,1.0,0.7,1.0,0.7,0.7,0.7,0.8,33.4
Fraser,Forster,GLK,SOU,4700000,0,73,3.6,7.65957446808511e-07,1.5531914893617003e-05,0,500008,0,30,0,69,0,0,0,15.5,10339,-3,0,73,3,0.0,0,0.0,6,0,4,0,0,4.3,364211,0,0,1,1,1800,536,0,0,351,Liverpool,Burnley,Stoke,Newcastle,Swansea,4.2,4.0,4.4,3.4,3.4,4.1,3.5,4.0,3.2,3.5,2.8,3.4,48.9
Ben,Foster,GLK,WBA,4400000,1,83,3.3,7.5e-07,1.88636363636364e-05,0,664869,2,36,0,64,0,0,0,18.9,17365,-1,0,83,1,0.8,0,3.5,6,0,7,0,0,9.6,456968,0,0,0,0,2250,10988,0,0,423,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,2.9,4.3,3.4,3.6,2.4,4.0,3.5,2.3,4.0,2.6,3.8,3.8,47.5
Timothy,Fosu-Mensah,DEF,CRY,4400000,1,35,1.9,4.31818181818182e-07,7.95454545454546e-06,0,91791,2,25,0,0,0,0,0,8.0,2571,-1,0,35,1,0.7,0,3.0,3,0,2,0,0,1.2,67303,0,0,0,0,1410,3534,0,0,253,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,1.0,1.6,1.7,1.3,1.1,1.7,1.0,2.0,1.5,1.5,1.3,1.7,43.4
