FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Thibaut,Courtois,GLK,CHE,5900000,2,108,4.2,7.118644067796609e-07,1.83050847457627e-05,0,308325,1,19,0,52,0,0,0,18.3,13265,4,0,108,-4,0.5,0,2.7,0,0,13,0,0,15.6,465931,0,230,0,1,2340,3071,0,0,467,West Ham,Stoke,Crystal Palace,Man City,Bournemouth,5.2,0.0,4.7,5.6,5.0,4.8,3.6,6.0,3.8,5.3,4.6,5.1
Philippe,Coutinho,MID,LIV,8200000,8,95,1.21794871794872,1.48530331457161e-07,1.15853658536585e-05,0,2262453,2,20,0,0,0,6,0,11.6,21333,2,0,95,-2,0.5,0,4.3,11,0,4,0,6,17.3,2101311,0,459,0,2,1376,19389,0,0,364,Arsenal,Burnley,Man City,Everton,Bournemouth,0.6,1.1,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.8
Aaron,Cresswell,DEF,WHU,5200000,2,42,2.5,4.807692307692311e-07,8.07692307692308e-06,0,26767,2,21,0,0,0,0,0,8.1,591,-3,0,42,3,0.3,0,1.3,1,0,4,0,1,0.4,25099,0,514,0,0,1469,382,0,1,229,Chelsea,Bournemouth,Leicester,Hull City,Arsenal,2.5,2.3,2.3,2.2,2.6,2.4,1.7,2.4,2.2,2.8,3.3,1.5
Peter,Crouch,FWD,STK,4900000,1,54,3.0,6.12244897959184e-07,1.1020408163265301e-05,0,159530,0,19,0,0,0,4,0,11.0,25479,-1,0,54,1,0.3,0,1.3,6,0,2,0,2,6.5,389164,0,47,0,2,942,41390,0,0,167,Middlesbrough,Man City,Chelsea,Leicester,Burnley,5.9,0.0,2.7,2.7,2.2,3.8,4.1,3.0,3.4,2.6,3.1,2.5
Juan,Cuadrado,MID,CHE,6900000,0,0,0.0,0.0,0.0,0,53811,0,0,0,0,0,0,0,0.0,69,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.6,744,0,8,0,0,0,3,0,0,0,West Ham,Stoke,Crystal Palace,Man City,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh,Cullen,MID,WHU,4400000,0,0,0.0,0.0,0.0,0,4608,0,0,0,0,0,0,0,0.0,22,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1032,0,0,0,0,0,20,0,0,0,Chelsea,Bournemouth,Leicester,Hull City,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie,Daniels,DEF,BOU,5100000,1,92,4.2,8.235294117647059e-07,1.80392156862745e-05,0,529090,1,37,0,0,0,3,0,18.0,16224,1,0,92,-1,0.1,0,0.7,12,0,6,0,3,7.8,659369,0,491,0,4,1980,5870,0,0,471,Man Utd,West Ham,Swansea,Southampton,Liverpool,3.5,6.0,5.3,4.6,4.8,5.4,3.6,5.4,3.6,5.9,5.8,3.1
Scott,Dann,DEF,CRY,5200000,1,58,2.9,5.57692307692308e-07,1.1153846153846198e-05,0,285969,2,36,0,0,0,3,0,11.2,2085,-3,0,58,3,0.1,0,0.3,4,0,2,0,1,2.6,108419,0,480,0,2,1713,226,0,0,298,West Brom,Watford,Chelsea,Southampton,Arsenal,2.9,0.0,2.8,2.6,2.9,3.5,2.7,3.3,3.3,2.7,3.4,2.2
Tendayi,Darikwa,DEF,BUR,4200000,0,0,0.0,0.0,0.0,0,2107,0,0,0,0,0,0,0,0.0,41,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,939,0,0,0,0,0,34,0,0,0,Swansea,Liverpool,Sunderland,Tottenham,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matteo,Darmian,DEF,MUN,5000000,0,35,0.44871794871794896,8.974358974358971e-08,7.000000000000001e-06,0,83365,2,5,0,0,0,0,0,7.0,438,-5,0,35,5,0.0,0,0.0,3,0,4,0,0,0.7,33849,0,257,0,0,762,61,0,0,169,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,David Luiz,DEF,CHE,6300000,1,93,4.2,6.66666666666667e-07,1.47619047619048e-05,0,121395,5,15,0,0,0,1,0,14.8,11641,3,0,93,-3,0.2,0,1.3,4,0,12,0,0,5.2,276812,0,0,0,1,1980,3491,0,0,452,West Ham,Stoke,Crystal Palace,Man City,Bournemouth,5.2,0.0,4.7,5.6,5.0,4.8,3.6,6.0,3.8,5.3,4.6,5.1
Ben,Davies,DEF,TOT,4700000,6,27,0.34615384615384603,7.36497545008183e-08,5.74468085106383e-06,0,16614,1,5,0,0,0,0,0,5.7,1249,-3,0,27,3,0.9,0,4.3,0,0,3,0,0,0.6,26324,0,192,0,0,671,2732,0,0,145,Everton,Southampton,Burnley,Swansea,Watford,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Curtis,Davies,DEF,HUL,4900000,0,36,1.6,3.26530612244898e-07,7.346938775510201e-06,0,108560,3,46,0,0,0,0,0,7.3,821,-1,0,36,1,0.0,0,0.0,3,0,1,0,2,1.4,99117,1,0,0,1,1941,38,0,0,341,Leicester,Swansea,Everton,West Ham,Middlesbrough,0.0,0.0,0.0,1.7,1.3,0.9,1.0,1.2,1.0,1.2,1.1,1.5
Tom,Davies,MID,EVE,4400000,3,32,0.41025641025640996,9.324009324009321e-08,7.272727272727271e-06,0,40758,2,3,0,0,0,1,0,7.3,5765,-1,0,32,1,0.5,0,2.0,0,0,5,0,2,2.8,157783,0,0,0,0,640,5310,0,0,118,Tottenham,West Brom,Hull City,Liverpool,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Steven,Davis,MID,SOU,5100000,0,48,2.4,4.7058823529411793e-07,9.41176470588235e-06,0,39678,2,21,0,0,0,0,0,9.4,107,-4,0,48,4,0.5,0,2.5,0,0,6,0,2,0.4,5932,0,535,0,0,1640,183,0,0,295,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,1.8,0.0,1.2,2.0,1.9,1.2,1.6,1.2,2.8,1.2,1.6,2.1
Craig,Dawson,DEF,WBA,4800000,7,61,2.4,5e-07,1.2708333333333301e-05,0,76643,8,31,0,0,0,1,0,12.7,1338,-2,0,61,2,1.1,0,5.3,3,0,5,0,0,1.4,26550,0,433,0,0,2196,2059,0,0,334,Crystal Palace,Everton,Arsenal,Man Utd,Watford,2.7,1.5,2.9,1.4,1.4,2.9,3.2,1.7,2.3,1.2,2.5,1.8
Michael,Dawson,DEF,HUL,4300000,0,43,2.9,6.74418604651163e-07,1e-05,0,45568,3,27,0,0,0,3,0,10.0,2819,-2,0,43,2,0.0,0,0.0,4,0,1,0,0,0.5,59549,1,0,0,2,1350,141,0,0,251,Leicester,Swansea,Everton,West Ham,Middlesbrough,0.0,0.0,0.0,0.0,0.0,2.3,2.6,3.1,2.6,3.0,2.9,3.6
Kevin,De Bruyne,MID,MCI,10500000,0,122,5.1,4.857142857142861e-07,1.1619047619047599e-05,0,1113097,4,25,0,0,0,4,0,11.6,8350,0,0,122,0,0.2,1,2.5,21,0,6,0,12,8.5,1139080,0,546,0,3,1895,64762,0,0,497,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,12.4,0.0,4.7,4.1,4.1,7.3,4.9,5.9,5.6,5.7,7.3,6.2
David,de Gea,GLK,MUN,5400000,0,94,3.8,7.037037037037041e-07,1.74074074074074e-05,0,827433,2,21,0,53,0,0,0,17.4,7916,-1,0,94,1,1.1,0,6.0,2,0,10,0,0,33.6,395789,0,368,0,1,2250,16174,0,0,408,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,5.1,0.0,3.9,5.1,4.3,3.4,4.4,3.1,4.3,4.9,3.4,4.7
Ritchie,de Laet,DEF,LEI,4400000,0,0,0.0,0.0,0.0,0,5935,0,0,0,0,0,0,0,0.0,19,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,272,0,129,0,0,0,7,0,0,0,Hull City,West Ham,Stoke,Sunderland,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos,De Pena,MID,MID,4200000,0,0,0.0,0.0,0.0,0,14246,0,0,0,0,0,0,0,0.0,249,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.2,15467,0,0,0,0,0,35,0,0,0,Stoke,Man Utd,Swansea,Hull City,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marten,de Roon,MID,MID,4400000,2,57,2.5,5.68181818181818e-07,1.29545454545455e-05,0,86352,5,24,0,0,0,2,0,13.0,5570,-1,0,57,1,0.5,0,2.0,2,0,6,0,0,1.9,156848,0,0,0,1,1938,3177,0,0,268,Stoke,Man Utd,Swansea,Hull City,Burnley,1.5,0.0,2.0,1.7,2.0,3.0,1.5,1.4,1.6,1.2,2.1,1.2
Julien,de Sart,MID,MID,4300000,0,0,0.0,0.0,0.0,0,3366,0,0,0,0,0,0,0,0.0,19,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,2408,0,0,0,0,0,3,0,0,0,Stoke,Man Utd,Swansea,Hull City,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathieu,Debuchy,DEF,ARS,4600000,0,1,0.0128205128205128,2.78706800445931e-09,2.1739130434782601e-07,0,10394,0,0,0,0,0,0,0,0.2,36,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.2,1958,0,11,0,0,15,17,0,0,2,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy,Deeney,FWD,WAT,6800000,9,103,4.0,5.882352941176471e-07,1.51470588235294e-05,0,537438,5,42,0,0,0,8,0,15.1,17839,-2,0,103,2,0.9,0,6.0,16,0,4,0,3,6.2,600152,0,629,0,1,2236,30250,0,0,361,Southampton,Crystal Palace,Sunderland,West Brom,Tottenham,5.3,0.0,4.1,5.7,5.1,3.1,5.4,4.5,5.6,4.2,3.1,5.0
Jermain,Defoe,FWD,SUN,7800000,2,140,5.4,6.92307692307692e-07,1.7948717948717897e-05,0,1273002,1,47,0,0,0,14,0,17.7,159491,8,1,140,-8,0.7,0,5.7,24,0,4,0,3,25.5,2034123,0,595,0,6,2332,11719,-1,0,466,Man City,Burnley,Watford,Leicester,Man Utd,7.5,0.0,8.1,5.9,6.0,6.6,7.6,5.7,7.9,6.2,7.7,4.7
Steven,Defour,MID,BUR,5700000,0,51,0.653846153846154,1.1470985155195699e-07,8.94736842105263e-06,0,30809,1,13,0,0,0,1,0,8.9,172,-3,0,51,3,0.0,0,0.0,6,0,5,0,3,0.2,30662,0,0,0,0,986,23,0,0,231,Swansea,Liverpool,Sunderland,Tottenham,Stoke,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Damien,Delaney,DEF,CRY,4800000,0,45,2.1,4.375e-07,9.375e-06,0,35940,7,32,0,0,0,0,0,9.4,924,-2,0,45,2,0.0,0,0.0,3,0,3,0,2,0.6,14320,0,366,0,1,1791,54,0,0,294,West Brom,Watford,Chelsea,Southampton,Arsenal,1.8,0.0,1.7,1.5,1.8,2.2,1.6,2.1,2.0,1.6,2.1,1.3
Fabian,Delph,MID,MCI,4700000,0,4,0.0512820512820513,1.0911074740862e-08,8.51063829787234e-07,0,6758,0,1,0,0,0,0,0,0.9,29,-3,0,4,3,0.0,0,0.0,0,0,0,0,0,0.1,1605,0,156,0,0,42,25,0,0,13,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mousa,Dembele,MID,TOT,5400000,3,46,0.58974358974359,1.09211775878443e-07,8.518518518518519e-06,0,23908,4,14,0,0,0,0,0,8.5,970,-1,0,46,1,0.6,0,3.0,4,0,8,0,1,0.5,30051,0,473,0,0,1385,1304,0,0,298,Everton,Southampton,Burnley,Swansea,Watford,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Jason,Denayer,DEF,SUN,4700000,0,36,0.46153846153846206,9.81996726677578e-08,7.65957446808511e-06,0,4015,2,20,0,0,0,0,0,7.7,161,-3,0,36,3,0.3,0,1.3,2,0,4,0,0,0.1,2097,1,0,0,0,1229,11,0,0,205,Man City,Burnley,Watford,Leicester,Man Utd,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Memphis,Depay,MID,MUN,7100000,0,3,0.8,1.12676056338028e-07,4.2253521126760605e-07,0,7695,1,1,0,0,0,0,0,0.4,37,-4,0,3,4,0.0,0,0.0,0,0,0,0,0,0.2,1027,0,259,0,0,24,9,0,0,6,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerard,Deulofeu,MID,EVE,5900000,0,13,1.2,2.03389830508475e-07,2.20338983050847e-06,0,132555,1,6,0,0,0,0,0,2.2,181,-6,0,13,6,0.0,0,0.0,0,0,0,0,0,0.8,19051,0,283,0,0,460,13,0,0,53,Tottenham,West Brom,Hull City,Liverpool,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed,Diame,MID,HUL,5500000,0,0,0.0,0.0,0.0,0,791,0,0,0,0,0,0,0,0.0,17,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,222,0,0,0,0,0,14,0,0,0,Leicester,Swansea,Everton,West Ham,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric,Dier,MID,TOT,5000000,3,52,2.2,4.4e-07,1.04e-05,0,396394,4,16,0,0,0,0,0,10.4,1484,-5,0,52,5,0.5,0,2.3,0,0,11,0,0,4.4,36066,0,526,0,0,1981,713,0,0,286,Everton,Southampton,Burnley,Swansea,Watford,2.0,0.0,2.0,1.1,1.1,2.5,1.9,1.2,1.4,1.1,1.8,1.4
Adama,Diomande,FWD,HUL,4500000,0,40,2.0,4.44444444444444e-07,8.88888888888889e-06,0,471975,1,26,0,0,0,2,0,8.9,8710,0,0,40,0,0.1,0,0.3,2,0,2,0,0,4.4,526445,0,0,0,0,1149,5793,0,0,125,Leicester,Swansea,Everton,West Ham,Middlesbrough,1.4,2.1,1.0,1.9,1.8,1.4,1.2,2.0,1.2,2.2,1.4,2.0
Mame Biram,Diouf,FWD,STK,5700000,0,30,1.8,3.15789473684211e-07,5.26315789473684e-06,0,34546,3,21,0,0,0,0,0,5.3,186,-3,0,30,3,0.1,0,0.7,0,0,3,0,2,0.3,17831,0,245,0,0,935,299,0,0,120,Middlesbrough,Man City,Chelsea,Leicester,Burnley,2.7,0.0,1.2,1.2,0.9,1.8,2.0,1.4,1.6,1.1,1.4,1.1
Brice,Dja Djedje,DEF,WAT,4400000,0,0,0.0,0.0,0.0,0,1165,0,0,0,0,0,0,0,0.0,6,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,105,0,0,0,0,0,2,0,0,0,Southampton,Crystal Palace,Sunderland,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papy,Djilobodji,DEF,SUN,4300000,0,24,1.3,3.0232558139534897e-07,5.58139534883721e-06,0,16262,4,35,0,0,0,0,0,5.6,147,-2,0,24,2,0.0,0,0.0,0,0,2,0,0,0.2,11962,0,0,0,0,1577,44,0,1,281,Man City,Burnley,Watford,Leicester,Man Utd,0.8,0.0,1.1,0.6,0.6,0.6,1.2,0.9,1.2,0.7,0.9,0.6
Abdoulaye,Doucoure,MID,WAT,4600000,0,11,0.141025641025641,3.06577480490524e-08,2.3913043478260897e-06,0,1002,2,11,0,0,0,0,0,2.4,12,-4,0,11,4,0.1,0,0.3,0,0,1,0,0,0.0,333,0,0,0,0,455,5,0,0,59,Southampton,Crystal Palace,Sunderland,West Brom,Tottenham,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Stewart,Downing,MID,MID,4900000,2,50,0.641025641025641,1.3082155939298802e-07,1.0204081632653099e-05,0,52813,1,16,0,0,0,1,0,10.2,176,-6,0,50,6,0.3,0,1.3,3,0,4,0,2,0.3,18162,0,0,0,0,1255,58,0,0,223,Stoke,Man Utd,Swansea,Hull City,Burnley,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Luke,Dreher,MID,CRY,4400000,0,0,0.0,0.0,0.0,0,175,0,0,0,0,0,0,0,0.0,9,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,230,0,0,0,0,0,21,0,0,0,West Brom,Watford,Chelsea,Southampton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Drinkwater,MID,LEI,5300000,8,51,2.5,4.71698113207547e-07,9.62264150943396e-06,0,317322,3,35,0,0,0,1,0,9.6,705,-2,0,51,2,0.7,0,3.7,3,0,4,0,1,3.8,78053,0,592,0,0,1743,7720,0,0,293,Hull City,West Ham,Stoke,Sunderland,Everton,3.1,0.0,1.2,2.4,3.1,1.3,1.5,2.2,1.2,2.9,1.2,2.3
Nathan,Dyer,MID,SWA,4700000,0,12,0.153846153846154,3.2733224222585897e-08,2.5531914893617e-06,0,7601,0,11,0,0,0,0,0,2.6,56,-3,0,12,3,0.1,0,0.7,0,0,0,0,1,0.1,1782,0,64,0,0,214,13,0,0,47,Burnley,Hull City,Bournemouth,Middlesbrough,Tottenham,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Thomas,Edwards,DEF,STK,4000000,0,0,0.0,0.0,0.0,0,100,0,0,0,0,0,0,0,0.0,25,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,341,0,0,0,0,0,87,0,0,0,Middlesbrough,Man City,Chelsea,Leicester,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oviemuno,Ejaria,MID,LIV,4400000,0,2,0.0256410256410256,5.82750582750583e-09,4.54545454545455e-07,0,237,0,0,0,0,0,0,0,0.5,7,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.0,238,0,0,0,0,8,6,0,0,6,Arsenal,Burnley,Man City,Everton,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omar,Elabdellaoui,DEF,HUL,4500000,2,12,0.153846153846154,3.41880341880342e-08,2.66666666666667e-06,0,155,0,4,0,0,0,0,0,2.7,44,0,0,12,0,0.7,0,3.3,0,0,1,0,0,0.0,1184,0,0,0,0,345,113,0,0,71,Leicester,Swansea,Everton,West Ham,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Andrew,Eleftheriou,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,565,0,0,0,0,0,0,0,0.0,25,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,963,0,0,0,0,0,20,0,0,0,Southampton,Crystal Palace,Sunderland,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed,Elmohamady,MID,HUL,4600000,2,40,1.9,4.1304347826086996e-07,8.69565217391304e-06,0,21890,2,44,0,0,0,0,0,8.7,86,-4,0,40,4,0.2,0,1.0,1,0,1,0,1,0.2,7698,0,0,0,0,1763,147,0,1,289,Leicester,Swansea,Everton,West Ham,Middlesbrough,1.1,1.4,1.0,1.0,1.6,1.0,1.0,1.9,1.0,2.0,1.0,1.4
Mohamed,Elneny,MID,ARS,4500000,0,22,0.282051282051282,6.26780626780627e-08,4.88888888888889e-06,0,32105,1,8,0,0,0,0,0,4.9,238,-5,0,22,5,0.1,0,0.5,0,0,2,0,1,0.4,10136,0,134,0,0,556,89,0,0,117,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Elliot,Embleton,MID,SUN,4400000,0,0,0.0,0.0,0.0,0,117,0,0,0,0,0,0,0,0.0,14,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,232,0,0,0,0,0,37,0,0,0,Man City,Burnley,Watford,Leicester,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marvin,Emnes,FWD,SWA,4400000,0,0,0.0,0.0,0.0,0,24937,0,0,0,0,0,0,0,0.0,188,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.3,15217,0,4,0,0,0,53,0,0,0,Burnley,Hull City,Bournemouth,Middlesbrough,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Eriksen,MID,TOT,8700000,11,142,5.7,6.55172413793104e-07,1.6321839080459802e-05,0,801449,0,18,0,0,0,5,0,16.3,45539,2,0,142,-2,0.6,0,5.3,17,0,11,0,13,15.0,979230,0,738,0,4,2182,24867,0,0,519,Everton,Southampton,Burnley,Swansea,Watford,7.9,0.0,7.7,4.9,5.3,8.6,7.6,5.5,6.3,3.9,7.3,5.9
,Ethan Robson,MID,SUN,4500000,0,0,0.0,0.0,0.0,0,91,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,106,0,0,0,0,0,5,0,0,0,Man City,Burnley,Watford,Leicester,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Evandro,MID,HUL,5000000,0,10,0.12820512820512803,2.56410256410256e-08,2e-06,0,438,0,3,0,0,0,0,0,2.0,169,0,0,10,0,0.3,0,1.3,0,0,2,0,0,0.0,734,0,0,0,0,268,7,0,0,53,Leicester,Swansea,Everton,West Ham,Middlesbrough,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jonny,Evans,DEF,WBA,4400000,2,49,2.6,5.90909090909091e-07,1.11363636363636e-05,0,359635,6,22,0,0,0,1,0,11.1,2085,-1,0,49,1,0.4,0,1.7,3,0,3,0,1,4.4,237027,0,343,0,1,1597,3101,0,0,294,Crystal Palace,Everton,Arsenal,Man Utd,Watford,3.0,1.7,3.3,1.6,1.6,3.2,3.6,1.9,2.6,1.4,2.8,2.0
Lukasz,Fabianski,GLK,SWA,4800000,1,70,2.7,5.625e-07,1.4583333333333301e-05,0,146309,1,57,0,75,0,0,0,14.6,1506,-2,0,70,2,0.6,0,3.0,5,0,4,0,0,3.4,140794,0,366,1,0,2340,1915,0,0,427,Burnley,Hull City,Bournemouth,Middlesbrough,Tottenham,3.1,2.5,2.7,2.7,3.1,3.1,2.0,3.2,1.9,2.7,1.9,3.2
,Fabio,DEF,MID,4400000,1,48,0.615384615384615,1.3986013986014e-07,1.09090909090909e-05,0,15531,4,13,0,0,0,0,0,10.9,1770,-1,0,48,1,0.9,0,4.0,8,0,5,0,0,0.7,43616,0,0,0,0,1155,1581,0,0,248,Stoke,Man Utd,Swansea,Hull City,Burnley,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Cesc,Fabregas,MID,CHE,6900000,13,67,0.858974358974359,1.24489037532516e-07,9.71014492753623e-06,0,257957,4,8,0,0,0,3,0,9.7,1016,-6,0,67,6,0.9,0,6.3,8,0,2,0,8,2.0,86517,0,617,0,2,648,10804,0,0,282,West Ham,Stoke,Crystal Palace,Man City,Bournemouth,0.4,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6
Adam,Federici,GLK,BOU,4400000,0,8,0.102564102564103,2.3310023310023302e-08,1.81818181818182e-06,0,3739,1,3,0,5,0,0,0,1.8,102,-1,0,8,1,0.0,0,0.0,1,0,1,0,0,0.1,2066,0,31,0,0,180,14,0,0,37,Man Utd,West Ham,Swansea,Southampton,Liverpool,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sofiane,Feghouli,MID,WHU,5000000,2,37,0.474358974358974,9.487179487179491e-08,7.400000000000001e-06,0,141749,1,13,0,0,0,2,0,7.4,1879,-5,0,37,5,1.1,0,5.3,3,0,1,0,2,1.0,26789,0,0,0,1,686,3288,0,1,153,Chelsea,Bournemouth,Leicester,Hull City,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Marouane,Fellaini,MID,MUN,5800000,0,25,1.3,2.24137931034483e-07,4.31034482758621e-06,0,18701,6,12,0,0,0,0,0,4.3,103,-2,0,25,2,0.2,0,1.0,0,0,4,0,0,0.2,11593,0,164,0,0,886,60,0,0,158,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,0.7,0.0,0.6,0.7,0.7,0.8,0.6,0.6,0.7,0.6,0.6,0.6
Leroy,Fer,MID,SWA,4800000,1,73,3.3,6.875e-07,1.5208333333333301e-05,0,644841,7,37,0,0,0,6,0,15.2,4737,-2,0,73,2,0.4,0,1.7,5,0,3,0,1,5.2,712321,0,107,0,2,1606,8052,0,0,316,Burnley,Hull City,Bournemouth,Middlesbrough,Tottenham,4.2,3.3,2.4,3.5,3.1,2.1,3.3,3.3,2.8,3.3,3.4,3.1
Edimilson,Fernandes,MID,WHU,4800000,1,19,0.24358974358974397,5.0747863247863206e-08,3.95833333333333e-06,0,777,2,9,0,0,0,0,0,4.0,12,-2,0,19,2,0.1,0,0.7,0,0,1,0,0,0.0,797,0,0,0,0,472,14,0,0,65,Chelsea,Bournemouth,Leicester,Hull City,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Federico,Fernandez,DEF,SWA,4200000,1,27,1.8,4.28571428571429e-07,6.42857142857143e-06,0,67931,4,28,0,0,0,0,0,6.4,990,-3,0,27,3,1.0,0,4.0,1,0,2,0,1,1.5,32644,0,333,0,1,1350,9926,0,0,232,Burnley,Hull City,Bournemouth,Middlesbrough,Tottenham,1.7,1.3,1.4,1.5,1.7,1.7,1.0,1.7,0.9,1.4,1.0,1.8
,Fernandinho,MID,MCI,5300000,0,44,2.2,4.15094339622642e-07,8.30188679245283e-06,0,123092,3,18,0,0,0,1,0,8.3,355,-2,0,44,2,0.5,0,2.5,3,0,4,0,1,1.5,77983,0,417,0,0,1675,6155,0,2,271,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,3.6,0.0,1.2,1.1,1.1,2.3,1.2,1.6,1.5,1.5,2.3,1.8
