FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Ragnar,Klavan,DEF,LIV,4600000,0,31,2.6,5.65217391304348e-07,6.739130434782611e-06,0,66910,2,13,0,0,0,0,0,6.7,6005,-4,0,31,4,0.2,0,0.7,3,0,3,0,0,1.0,60503,0,0,0,0,946,247,0,0,209,Hull City,Tottenham,Leicester,Arsenal,Burnley,2.3,2.9,1.4,3.2,3.1,2.1,2.7,3.1,2.4,2.2,2.8,1.9,3.4,2.7,2.5
Aleksandar,Kolarov,DEF,MCI,5800000,6,60,2.9,5e-07,1.03448275862069e-05,0,173796,6,22,0,0,0,1,0,10.3,1727,-2,0,60,2,0.4,0,2.3,3,0,5,0,1,3.3,88260,1,429,0,1,1815,5350,0,0,363,Swansea,Bournemouth,Sunderland,Stoke,Liverpool,2.8,2.8,0.0,2.0,3.3,3.7,3.4,2.4,3.4,3.0,3.4,2.5,3.1,2.8,2.4
Vincent,Kompany,DEF,MCI,5900000,0,3,0.0434782608695652,7.36919675755343e-09,5.084745762711859e-07,0,18856,1,1,0,0,0,0,0,0.5,126,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,0.4,6382,0,173,0,0,114,378,0,0,13,Swansea,Bournemouth,Sunderland,Stoke,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arouna,Kone,FWD,EVE,5100000,0,3,0.0434782608695652,8.525149190110829e-09,5.882352941176471e-07,0,67937,0,0,0,0,0,0,0,0.6,191,-4,0,3,4,0.0,0,0.0,0,0,0,0,0,0.7,14633,0,289,0,0,46,133,0,0,9,Bournemouth,Middlesbrough,Sunderland,Tottenham,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lamine,Kone,DEF,SUN,4300000,9,40,2.2,5.11627906976744e-07,9.30232558139535e-06,0,83505,2,27,0,0,0,0,0,9.3,400,-2,0,40,2,0.7,0,3.0,3,0,3,0,0,0.9,26010,0,176,0,1,1553,3955,0,0,267,Crystal Palace,Southampton,Everton,Man City,Middlesbrough,1.8,2.8,1.3,2.1,1.4,2.5,1.3,1.1,1.6,2.7,2.0,2.6,1.6,2.0,1.3
Dimitrios,Konstantopoulos,GLK,MID,4200000,0,0,0.0,0.0,0.0,0,6262,0,0,0,0,0,0,0,0.0,61,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,944,0,0,0,0,0,15,0,0,0,Tottenham,Everton,Crystal Palace,Stoke,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laurent,Koscielny,DEF,ARS,6300000,1,96,4.4,6.98412698412698e-07,1.52380952380952e-05,0,476412,3,21,0,0,0,2,0,15.2,33841,3,0,96,-3,1.0,0,6.0,17,0,7,0,1,17.6,862304,0,493,0,3,1953,3778,0,0,528,Chelsea,Hull City,Liverpool,Leicester,West Brom,4.7,5.9,0.0,5.6,5.1,5.2,5.3,6.1,5.8,4.8,5.3,4.5,4.2,5.4,5.4
Cheikhou,Kouyate,MID,WHU,5000000,0,43,2.4,4.8e-07,8.599999999999999e-06,0,91142,1,28,0,0,0,0,0,8.6,332,-5,0,43,5,0.0,0,0.0,0,0,5,0,1,0.7,21568,0,498,0,0,1598,29,0,0,236,Southampton,West Brom,Watford,Chelsea,Bournemouth,0.0,0.0,1.9,1.6,1.4,2.7,2.1,1.2,1.9,2.0,2.1,1.5,1.8,1.3,1.4
Dusan,Kuciak,GLK,HUL,4000000,0,0,0.0,0.0,0.0,0,5096,0,0,0,0,0,0,0,0.0,111,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,7698,0,0,0,0,0,60,0,0,0,Liverpool,Arsenal,Burnley,Leicester,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,1048,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,867,0,0,0,0,0,5,0,0,0,Sunderland,Stoke,Middlesbrough,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Lafferty,DEF,BUR,4000000,0,0,0.0,0.0,0.0,0,22394,0,0,0,0,0,0,0,0.0,133,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,3094,0,0,0,0,0,4,0,0,0,Watford,Chelsea,Hull City,Swansea,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam,Lallana,MID,LIV,7400000,2,111,1.6086956521739098,2.1739130434782601e-07,1.4999999999999999e-05,0,1157783,2,25,0,0,0,7,0,14.8,84063,4,1,111,-4,0.3,0,2.0,13,0,5,0,7,21.1,1749334,0,416,0,3,1557,14515,-1,0,418,Hull City,Tottenham,Leicester,Arsenal,Burnley,1.1,0.9,0.8,0.8,1.6,0.8,1.1,1.1,0.8,0.8,0.9,1.0,1.1,0.8,1.1
Rickie,Lambert,FWD,WBA,5400000,0,1,1.0,1.85185185185185e-07,1.85185185185185e-07,0,8118,0,0,0,0,0,0,0,0.2,16,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.1,1336,0,72,0,0,13,6,0,0,3,Stoke,West Ham,Bournemouth,Crystal Palace,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik,Lamela,MID,TOT,6600000,0,28,0.405797101449275,6.14844093104963e-08,4.24242424242424e-06,0,532088,1,2,0,0,0,1,0,4.2,643,-4,0,28,4,0.0,1,0.0,4,0,4,0,1,3.5,302559,0,519,0,0,595,52,0,0,93,Middlesbrough,Liverpool,Stoke,Everton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Manuel,Lanzini,MID,WHU,6300000,1,70,1.01449275362319,1.6103059581320501e-07,1.11111111111111e-05,0,35705,5,30,0,0,0,4,0,11.1,2654,-2,0,70,2,1.0,0,6.3,9,0,5,0,2,0.6,54348,0,381,0,1,1413,3349,0,0,320,Southampton,West Brom,Watford,Chelsea,Bournemouth,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Sebastian,Larsson,MID,SUN,4700000,3,18,0.260869565217391,5.550416281221089e-08,3.82978723404255e-06,0,1524,2,16,0,0,0,0,0,3.8,87,-3,0,18,3,0.5,0,2.3,0,0,1,0,1,0.0,1500,0,58,0,0,668,57,0,0,95,Crystal Palace,Southampton,Everton,Man City,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Grant,Leadbitter,MID,MID,4600000,0,15,0.21739130434782603,4.7258979206049105e-08,3.26086956521739e-06,0,1232,0,2,0,0,0,1,0,3.2,104,-4,1,15,4,0.2,0,1.0,0,0,2,0,0,0.0,1452,0,0,0,0,234,6,-1,0,51,Tottenham,Everton,Crystal Palace,Stoke,Sunderland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Michael,Ledger,DEF,SUN,4000000,0,0,0.0,0.0,0.0,0,156,0,0,0,0,0,0,0,0.0,13,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,372,0,0,0,0,0,10,0,0,0,Crystal Palace,Southampton,Everton,Man City,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Ledley,MID,CRY,4400000,1,38,0.550724637681159,1.25164690382082e-07,8.63636363636364e-06,0,35708,1,23,0,0,0,1,0,8.6,463,-1,0,38,1,0.2,0,1.0,1,0,2,0,1,0.5,26693,0,121,0,0,1096,220,0,0,189,Sunderland,Stoke,Middlesbrough,West Brom,Tottenham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
,Lee Chung-yong,MID,CRY,4300000,0,23,0.33333333333333304,7.75193798449612e-08,5.34883720930233e-06,0,15981,0,10,0,0,0,0,0,5.3,158,-2,0,23,2,0.2,0,0.7,0,0,2,0,1,0.2,14381,0,56,0,0,437,45,0,0,100,Sunderland,Stoke,Middlesbrough,West Brom,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jonathan,Leko,MID,WBA,4200000,0,9,0.130434782608696,3.1055900621117996e-08,2.1428571428571398e-06,0,40693,0,2,0,0,0,0,0,2.1,1165,-3,0,9,3,0.0,0,0.0,0,0,0,0,1,0.6,48117,0,28,0,0,95,296,0,0,33,Stoke,West Ham,Bournemouth,Crystal Palace,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Brian,Lenihan,DEF,HUL,3900000,0,0,0.0,0.0,0.0,0,70710,0,0,0,0,0,0,0,0.0,1527,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.5,70261,0,0,0,0,0,607,0,0,0,Liverpool,Arsenal,Burnley,Leicester,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron,Lennon,MID,EVE,5500000,0,21,0.304347826086956,5.53359683794466e-08,3.81818181818182e-06,0,13856,0,5,0,0,0,0,0,3.8,129,-5,0,21,5,0.0,0,0.0,0,0,2,0,1,0.2,3714,0,278,0,0,491,35,0,0,99,Bournemouth,Middlesbrough,Sunderland,Tottenham,West Brom,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jeremain,Lens,MID,SUN,5900000,0,2,1.0,1.6949152542372902e-07,3.3898305084745803e-07,0,2509,0,1,0,0,0,0,0,0.3,4,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.0,209,0,180,0,0,69,2,0,0,12,Crystal Palace,Southampton,Everton,Man City,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joleon,Lescott,DEF,SUN,4000000,0,0,0.0,0.0,0.0,0,213,0,0,0,0,0,0,0,0.0,148,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,3966,0,0,0,0,0,2487,0,0,0,Crystal Palace,Southampton,Everton,Man City,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Lewis,GLK,SOU,4000000,0,0,0.0,0.0,0.0,0,186,0,0,0,0,0,0,0,0.0,30,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,599,0,0,0,0,0,39,0,0,0,West Ham,Sunderland,Watford,Man Utd,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse,Lingard,MID,MUN,5600000,0,28,0.405797101449275,7.2463768115942e-08,5e-06,0,47946,1,7,0,0,0,0,0,5.0,480,-4,0,28,4,0.1,0,0.3,0,0,4,0,2,0.4,19104,0,318,0,0,651,112,0,0,117,Leicester,Watford,Bournemouth,Southampton,Middlesbrough,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jake,Livermore,MID,WBA,4800000,0,47,2.1,4.375e-07,9.79166666666667e-06,0,8011,3,41,0,0,0,1,0,9.8,342,-2,0,47,2,0.1,0,0.7,2,0,2,0,1,0.1,7255,0,0,0,0,1688,151,0,1,291,Stoke,West Ham,Bournemouth,Crystal Palace,Everton,1.6,1.0,1.7,1.5,1.1,1.1,1.3,1.5,1.8,1.1,1.0,2.3,1.1,1.3,1.3
Fernando,Llorente,FWD,SWA,6200000,2,81,4.0,6.45161290322581e-07,1.3064516129032302e-05,0,388279,1,40,0,0,0,8,0,13.1,22264,-3,0,81,3,0.9,0,5.7,10,0,2,0,2,4.6,455961,0,0,0,3,1446,16197,0,0,290,Man City,Leicester,Chelsea,Burnley,Hull City,4.6,5.6,3.2,5.6,5.1,4.2,4.4,4.7,4.4,4.2,4.5,4.1,4.3,4.6,4.8
Hugo,Lloris,GLK,TOT,5500000,0,78,3.9,7.09090909090909e-07,1.41818181818182e-05,0,294059,0,15,0,42,0,0,0,14.2,12134,0,0,78,0,0.5,0,2.7,2,0,8,0,0,7.1,236774,0,419,0,0,1744,4251,0,0,361,Middlesbrough,Liverpool,Stoke,Everton,Crystal Palace,4.8,4.3,5.3,5.0,4.3,5.8,2.5,3.6,4.9,5.6,2.5,5.6,4.4,4.0,3.8
Ruben,Loftus-Cheek,MID,CHE,5000000,0,2,0.0289855072463768,5.797101449275361e-09,4e-07,0,3940,0,0,0,0,0,0,0,0.4,10,-5,0,2,5,0.1,0,0.3,0,0,0,0,0,0.1,406,0,68,0,0,16,4,0,0,7,Arsenal,Burnley,Swansea,West Ham,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris,Long,FWD,BUR,4500000,0,0,0.0,0.0,0.0,0,33066,0,0,0,0,0,0,0,0.0,134,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,5075,0,0,0,0,0,67,0,0,0,Watford,Chelsea,Hull City,Swansea,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Long,DEF,BUR,4000000,0,0,0.0,0.0,0.0,0,4962,0,0,0,0,0,0,0,0.0,220,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,7384,0,0,0,0,0,31,0,0,0,Watford,Chelsea,Hull City,Swansea,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane,Long,FWD,SOU,6100000,7,36,1.9,3.11475409836066e-07,5.9016393442622905e-06,0,461775,2,15,0,0,0,2,0,5.9,1387,-4,0,36,4,0.7,0,4.3,2,0,1,0,1,3.3,86212,0,435,0,0,751,9563,0,0,118,West Ham,Sunderland,Watford,Man Utd,Tottenham,1.8,1.2,0.0,1.1,1.5,1.0,1.9,1.6,1.0,1.8,1.0,2.2,1.2,1.0,1.7
Ademola,Lookman,MID,EVE,5400000,1,8,0.11594202898550698,2.14707461084273e-08,1.48148148148148e-06,0,1698,0,0,0,0,0,1,0,1.5,491,-1,1,8,1,0.5,0,2.7,0,0,0,0,0,0.1,4617,0,0,0,0,42,391,-1,0,27,Bournemouth,Middlesbrough,Sunderland,Tottenham,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Donald,Love,DEF,SUN,4000000,0,19,0.27536231884058004,6.88405797101449e-08,4.75e-06,0,152084,1,10,0,0,0,0,0,4.8,6745,0,0,19,0,0.4,0,1.7,1,0,1,0,1,4.9,310953,0,3,0,0,521,3493,0,0,119,Crystal Palace,Southampton,Everton,Man City,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dejan,Lovren,DEF,LIV,5000000,2,69,3.5,7e-07,1.3800000000000002e-05,0,292734,5,25,0,0,0,2,0,13.8,11318,0,1,69,0,0.3,0,1.3,4,0,6,0,1,6.7,428494,0,248,0,0,1755,7978,-1,0,397,Hull City,Tottenham,Leicester,Arsenal,Burnley,3.6,4.5,2.4,4.7,4.6,3.3,4.1,4.7,3.7,3.5,4.2,3.1,5.1,4.2,3.9
Matthew,Lowton,DEF,BUR,4500000,5,51,2.4,5.33333333333333e-07,1.1333333333333302e-05,0,30315,7,31,0,0,0,0,0,11.3,486,0,0,51,0,1.0,0,4.3,4,0,5,0,1,0.6,37245,0,0,0,0,1890,1217,0,0,362,Watford,Chelsea,Hull City,Swansea,Liverpool,1.2,2.7,1.4,1.4,1.7,1.2,2.9,2.9,1.3,1.2,2.0,1.7,3.0,1.4,3.3
Leiva,Lucas,MID,LIV,4400000,0,12,0.17391304347826098,3.95256916996047e-08,2.7272727272727298e-06,0,9999,1,7,0,0,0,0,0,2.7,130,-1,0,12,1,0.0,0,0.0,0,0,0,0,0,0.2,9721,0,253,0,0,309,66,0,0,63,Hull City,Tottenham,Leicester,Arsenal,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Greg,Luer,FWD,HUL,4400000,0,0,0.0,0.0,0.0,0,5150,0,0,0,0,0,0,0,0.0,69,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,5610,0,0,0,0,0,69,0,0,0,Liverpool,Arsenal,Burnley,Leicester,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romelu,Lukaku,FWD,EVE,9600000,2,119,5.4,5.625e-07,1.23958333333333e-05,0,1472873,3,22,0,0,0,12,0,12.4,42881,6,0,119,-6,0.3,0,3.0,19,0,7,0,4,26.7,2188225,0,754,0,2,1916,72067,0,0,436,Bournemouth,Middlesbrough,Sunderland,Tottenham,West Brom,7.8,5.9,8.1,5.1,7.6,7.9,6.3,5.8,8.1,8.1,6.2,6.3,6.7,7.5,5.9
Shaun,MacDonald,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,4001,0,0,0,0,0,0,0,0.0,13,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,333,0,3,0,0,0,9,0,0,0,Everton,Man City,West Brom,Man Utd,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo,Maffeo,DEF,MCI,4500000,0,0,0.0,0.0,0.0,0,819,0,0,0,0,0,0,0,0.0,12,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,695,0,0,0,0,0,4,0,0,0,Swansea,Bournemouth,Sunderland,Stoke,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,HUL,4400000,6,27,1.7,3.8636363636363604e-07,6.13636363636364e-06,0,2070,3,32,0,0,0,0,0,6.1,105,-1,0,27,1,0.7,0,3.0,0,0,1,0,3,0.1,5249,0,0,0,0,1188,1659,0,0,242,Liverpool,Arsenal,Burnley,Leicester,Swansea,1.8,1.5,1.6,0.8,1.3,0.9,1.8,1.3,1.0,1.2,1.4,1.2,1.4,1.3,1.6
Riyad,Mahrez,MID,LEI,8900000,2,67,3.2,3.59550561797753e-07,7.5280898876404495e-06,0,863026,3,27,0,0,0,3,0,7.5,1138,-6,0,67,6,0.1,1,0.7,4,0,5,0,3,8.1,123024,0,994,0,0,1598,221,0,0,248,Man Utd,Swansea,Liverpool,Hull City,Arsenal,3.3,2.3,2.4,4.3,1.6,1.6,3.2,4.6,2.0,2.3,3.1,1.8,4.0,1.7,3.5
Ainsley,Maitland-Niles,MID,ARS,4500000,0,1,0.0144927536231884,3.22061191626409e-09,2.22222222222222e-07,0,93,0,0,0,0,0,0,0,0.2,5,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,104,0,0,0,0,2,6,0,0,5,Chelsea,Hull City,Liverpool,Leicester,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh,Maja,FWD,SUN,4500000,0,0,0.0,0.0,0.0,0,754,0,0,0,0,0,0,0,0.0,78,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1319,0,0,0,0,0,143,0,0,0,Crystal Palace,Southampton,Everton,Man City,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaun,Maloney,MID,HUL,4300000,0,15,0.21739130434782603,5.05561172901921e-08,3.4883720930232598e-06,0,86886,0,5,0,0,0,1,0,3.5,377,-2,0,15,2,0.0,0,0.0,2,0,0,0,1,0.6,89094,0,0,0,1,151,99,0,0,55,Liverpool,Arsenal,Burnley,Leicester,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Steve,Mandanda,GLK,CRY,4200000,0,19,0.27536231884058004,6.55624568668047e-08,4.52380952380952e-06,0,133074,0,17,0,24,0,0,0,4.5,1315,-3,0,19,3,0.0,0,0.0,0,0,0,0,0,2.1,42877,0,0,0,0,810,120,0,0,120,Sunderland,Stoke,Middlesbrough,West Brom,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sadio,Mane,MID,LIV,9100000,1,114,1.6521739130434798,1.8155757286192103e-07,1.25274725274725e-05,0,1229748,3,17,0,0,0,9,0,12.7,2931,1,-1,114,-1,0.0,0,0.3,8,0,7,0,6,9.2,983291,0,635,0,2,1671,58939,1,0,371,Hull City,Tottenham,Leicester,Arsenal,Burnley,1.2,1.0,0.9,0.8,1.7,0.8,1.2,1.1,0.8,0.8,0.9,1.0,1.2,0.8,1.2
Eliaquim,Mangala,DEF,MCI,5400000,0,0,0.0,0.0,0.0,0,20579,0,0,0,0,0,0,0,0.0,28,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.3,961,0,235,0,0,0,19,0,0,0,Swansea,Bournemouth,Sunderland,Stoke,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander,Manninger,GLK,LIV,4000000,0,0,0.0,0.0,0.0,0,7278,0,0,0,0,0,0,0,0.0,173,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,10312,0,0,0,0,0,50,0,0,0,Hull City,Tottenham,Leicester,Arsenal,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vito,Mannone,GLK,SUN,4300000,10,24,0.34782608695652195,8.08897876643074e-08,5.58139534883721e-06,0,38952,0,15,0,28,0,0,0,5.6,555,-2,0,24,2,1.1,0,4.7,5,0,1,0,0,0.7,25082,0,210,0,0,630,1484,0,0,129,Crystal Palace,Southampton,Everton,Man City,Middlesbrough,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Javier,Manquillo,DEF,SUN,4300000,5,18,0.260869565217391,6.06673407482305e-08,4.18604651162791e-06,0,2248,2,13,0,0,0,0,0,4.2,20,-2,0,18,2,0.4,0,1.7,0,0,1,0,0,0.0,2435,0,0,0,0,758,107,0,0,87,Crystal Palace,Southampton,Everton,Man City,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Marc Wilson,DEF,WBA,3900000,0,0,0.0,0.0,0.0,0,73437,0,0,0,0,0,0,0,0.0,3698,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.2,92107,0,14,0,0,0,1202,0,0,0,Stoke,West Ham,Bournemouth,Crystal Palace,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian,Mariappa,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,15722,0,0,0,0,0,0,0,0.0,275,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,22248,0,0,0,0,0,88,0,0,0,Burnley,Man Utd,West Ham,Southampton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lazar,Markovic,MID,HUL,5400000,2,2,0.0289855072463768,5.36768652710682e-09,3.7037037037037e-07,0,3360,1,0,0,0,0,0,0,0.4,132,-1,0,2,1,0.1,0,0.7,0,0,1,0,0,0.1,1653,0,0,0,0,90,519,0,0,-2,Liverpool,Arsenal,Burnley,Leicester,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dean,Marney,MID,BUR,4500000,0,51,2.4,5.33333333333333e-07,1.1333333333333302e-05,0,59349,7,28,0,0,0,1,0,11.3,2690,0,0,51,0,0.2,0,1.0,1,0,5,0,2,0.6,68391,0,0,0,0,1764,37,0,0,239,Watford,Chelsea,Hull City,Swansea,Liverpool,0.0,0.0,0.0,0.0,0.0,1.4,2.1,2.2,1.2,1.2,2.3,1.2,2.2,1.2,1.8
David,Marshall,GLK,HUL,4500000,0,31,2.1,4.66666666666667e-07,6.88888888888889e-06,0,5285,0,37,0,56,0,0,0,6.9,235,0,0,31,0,0.0,0,0.0,0,0,0,0,0,0.1,7204,1,0,0,0,1350,55,0,0,239,Liverpool,Arsenal,Burnley,Leicester,Swansea,2.4,2.0,2.3,1.0,1.8,1.3,2.5,1.8,1.5,1.7,1.9,1.7,1.9,1.9,2.2
Anthony,Martial,MID,MUN,9200000,0,48,0.695652173913043,7.56143667296786e-08,5.21739130434783e-06,0,293816,0,7,0,0,0,2,0,5.2,719,-3,0,48,3,0.1,0,0.7,5,0,4,0,3,2.4,101743,0,593,0,1,707,173,0,0,149,Leicester,Watford,Bournemouth,Southampton,Middlesbrough,0.3,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Cuco,Martina,DEF,SOU,4300000,0,31,0.449275362318841,1.0448264239973e-07,7.209302325581401e-06,0,45862,0,6,0,0,0,0,0,7.2,1911,-2,0,31,2,0.0,0,0.0,5,0,3,0,0,0.6,61000,0,203,0,0,592,173,0,0,140,West Ham,Sunderland,Watford,Man Utd,Tottenham,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Bruno,Martins Indi,DEF,STK,4900000,2,65,3.3,6.73469387755102e-07,1.3265306122449e-05,0,19652,0,29,0,0,0,1,0,13.3,1183,-1,0,65,1,0.4,0,2.0,5,0,6,0,0,0.6,40981,0,0,0,1,1800,831,0,0,359,West Brom,Crystal Palace,Tottenham,Middlesbrough,Man City,3.3,3.8,2.8,3.5,3.1,3.7,2.2,2.3,4.4,4.0,3.3,4.5,3.4,4.3,3.6
