FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
,Costa,FWD,CHE,10700000,2,139,6.0,5.60747663551402e-07,1.29906542056075e-05,0,2053036,5,18,0,0,0,15,0,13.2,18171,12,-2,139,-12,0.3,1,3.3,19,0,11,0,7,39.0,3226655,0,533,0,3,2032,203976,2,0,506,Swansea,West Ham,Stoke,Crystal Palace,Man City,8.5,7.3,0.0,6.9,8.2,8.5,7.1,6.7,8.9,6.1,8.2,6.6,8.8
Thibaut,Courtois,GLK,CHE,5900000,3,106,4.2,7.118644067796609e-07,1.7966101694915303e-05,0,294970,1,18,0,51,0,0,0,18.0,13270,4,0,106,-4,0.5,0,2.7,0,0,13,0,0,15.8,462676,0,230,0,1,2250,12372,0,0,458,Swansea,West Ham,Stoke,Crystal Palace,Man City,5.3,5.1,0.0,4.7,5.5,5.0,4.8,3.6,6.0,3.8,5.2,4.6,5.0
Philippe,Coutinho,MID,LIV,8200000,3,87,1.16,1.41463414634146e-07,1.0609756097561e-05,0,2240927,2,17,0,0,0,5,0,10.6,21681,2,1,87,-2,0.3,0,2.3,10,0,4,0,6,17.4,2081574,0,459,0,2,1286,22638,-1,0,332,Leicester,Arsenal,Burnley,Man City,Everton,0.6,0.6,1.0,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7
Aaron,Cresswell,DEF,WHU,5200000,1,40,2.5,4.807692307692311e-07,7.69230769230769e-06,0,26169,2,20,0,0,0,0,0,7.7,984,-3,0,40,3,0.1,0,0.7,1,0,4,0,1,0.4,24704,0,514,0,0,1379,422,0,1,219,Watford,Chelsea,Bournemouth,Leicester,Hull City,1.8,2.5,2.3,2.3,2.2,2.6,2.4,1.7,2.4,2.2,2.8,3.2,1.4
Peter,Crouch,FWD,STK,4900000,2,53,3.1,6.3265306122449e-07,1.0816326530612199e-05,0,133734,0,15,0,0,0,4,0,10.8,27127,-1,0,53,1,0.8,0,4.0,6,0,2,0,2,6.1,347557,0,47,0,2,883,22286,0,0,169,Tottenham,Middlesbrough,Man City,Chelsea,Leicester,2.1,3.2,2.9,2.8,3.0,2.3,3.8,4.2,3.2,3.5,2.8,3.2,2.7
Juan,Cuadrado,MID,CHE,6900000,0,0,0.0,0.0,0.0,0,53740,0,0,0,0,0,0,0,0.0,99,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.6,740,0,8,0,0,0,6,0,0,0,Swansea,West Ham,Stoke,Crystal Palace,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh,Cullen,MID,WHU,4400000,0,0,0.0,0.0,0.0,0,4586,0,0,0,0,0,0,0,0.0,49,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1012,0,0,0,0,0,19,0,0,0,Watford,Chelsea,Bournemouth,Leicester,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie,Daniels,DEF,BOU,5100000,1,91,4.3,8.43137254901961e-07,1.7843137254902e-05,0,512745,1,35,0,0,0,3,0,17.8,21991,1,0,91,-1,0.1,0,0.3,12,0,6,0,3,8.1,653391,0,491,0,4,1890,8059,0,0,453,West Brom,Man Utd,West Ham,Swansea,Southampton,4.7,3.7,6.2,5.5,4.8,5.0,5.6,4.0,5.4,3.8,6.0,6.0,3.4
Scott,Dann,DEF,CRY,5200000,0,57,3.0,5.76923076923077e-07,1.0961538461538499e-05,0,283773,2,36,0,0,0,3,0,11.0,9631,-3,0,57,3,1.0,0,5.0,4,0,2,0,1,2.6,108187,0,480,0,2,1710,337,0,0,295,Middlesbrough,West Brom,Watford,Chelsea,Southampton,0.0,0.0,0.0,2.9,2.8,3.2,3.6,2.8,3.5,3.4,2.9,3.5,2.4
Tendayi,Darikwa,DEF,BUR,4200000,0,0,0.0,0.0,0.0,0,2066,0,0,0,0,0,0,0,0.0,41,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,905,0,0,0,0,0,75,0,0,0,Hull City,Swansea,Liverpool,Sunderland,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matteo,Darmian,DEF,MUN,5000000,0,35,0.46666666666666706,9.33333333333333e-08,7.000000000000001e-06,0,82912,2,5,0,0,0,0,0,7.0,955,-5,0,35,5,0.0,0,0.0,3,0,4,0,0,0.7,33788,0,257,0,0,762,60,0,0,169,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,0.0,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,David Luiz,DEF,CHE,6300000,1,92,4.4,6.98412698412698e-07,1.46031746031746e-05,0,109702,4,14,0,0,0,1,0,14.6,5699,3,-1,92,-3,0.7,0,4.3,4,0,12,0,0,5.4,273137,0,0,0,1,1890,13611,1,0,438,Swansea,West Ham,Stoke,Crystal Palace,Man City,5.6,5.4,0.0,5.0,5.9,5.4,5.1,3.8,6.3,4.1,5.6,4.9,5.3
Ben,Davies,DEF,TOT,4700000,1,21,0.28,5.9574468085106395e-08,4.4680851063829805e-06,0,15358,1,5,0,0,0,0,0,4.5,725,-3,0,21,3,0.6,0,2.7,0,0,2,0,0,0.5,23518,0,192,0,0,581,3316,0,0,119,Stoke,Everton,Southampton,Burnley,Swansea,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Curtis,Davies,DEF,HUL,4900000,0,36,1.6,3.26530612244898e-07,7.346938775510201e-06,0,107721,3,46,0,0,0,0,0,7.3,1747,-1,0,36,1,0.0,0,0.0,3,0,1,0,2,1.4,99079,1,0,0,1,1941,96,0,0,341,Burnley,Leicester,Swansea,Everton,West Ham,0.0,0.0,0.0,0.0,1.7,1.3,0.9,1.0,1.3,1.0,1.2,1.2,1.6
Tom,Davies,MID,EVE,4400000,3,29,0.3866666666666671,8.78787878787879e-08,6.5909090909090896e-06,0,34888,2,3,0,0,0,1,0,6.6,7758,-1,0,29,1,0.4,0,1.7,0,0,4,0,2,2.8,152421,0,0,0,0,571,4488,0,0,110,Sunderland,Tottenham,West Brom,Hull City,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Steven,Davis,MID,SOU,5100000,3,48,2.4,4.7058823529411793e-07,9.41176470588235e-06,0,39570,2,21,0,0,0,0,0,9.4,305,-4,0,48,4,0.5,0,2.3,0,0,6,0,2,0.4,5748,0,535,0,0,1640,75,0,0,295,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0.0,1.8,0.0,1.2,2.1,1.9,1.2,1.6,1.2,2.8,1.2,1.6,2.1
Craig,Dawson,DEF,WBA,4800000,1,54,2.3,4.79166666666667e-07,1.125e-05,0,75295,8,30,0,0,0,0,0,11.3,780,-2,0,54,2,0.7,0,3.3,3,0,5,0,0,1.4,24463,0,433,0,0,2143,1682,0,0,312,Bournemouth,Crystal Palace,Everton,Arsenal,Man Utd,2.7,2.4,1.4,2.8,1.3,1.4,2.7,3.0,1.6,2.1,1.2,2.3,1.7
Michael,Dawson,DEF,HUL,4300000,0,43,2.9,6.74418604651163e-07,1e-05,0,42716,3,27,0,0,0,3,0,10.0,6021,-2,1,43,2,0.5,0,2.0,4,0,1,0,0,0.6,59406,1,0,0,2,1350,254,-1,0,251,Burnley,Leicester,Swansea,Everton,West Ham,0.0,0.0,0.0,0.0,0.0,3.2,2.3,2.6,3.1,2.6,3.0,3.0,3.7
Kevin,De Bruyne,MID,MCI,10500000,3,122,5.1,4.857142857142861e-07,1.1619047619047599e-05,0,1104039,4,25,0,0,0,4,0,11.5,54444,0,1,122,0,0.4,1,4.3,21,0,6,0,12,7.3,1074265,0,546,0,3,1895,4233,-1,0,497,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,0.0,6.4,5.9,4.6,4.1,4.1,7.4,4.9,5.8,5.7,5.5,7.2,6.1
David,de Gea,GLK,MUN,5400000,7,94,3.8,7.037037037037041e-07,1.74074074074074e-05,0,819036,2,21,0,53,0,0,0,17.4,30314,-1,0,94,1,1.1,0,6.0,2,0,10,0,0,33.4,379550,0,368,0,1,2250,8424,0,0,408,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,0.0,5.0,0.0,3.9,5.0,4.3,3.4,4.4,3.0,4.3,4.9,3.6,4.6
Ritchie,de Laet,DEF,LEI,4400000,0,0,0.0,0.0,0.0,0,5916,0,0,0,0,0,0,0,0.0,16,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,265,0,129,0,0,0,5,0,0,0,Liverpool,Hull City,West Ham,Stoke,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos,De Pena,MID,MID,4200000,0,0,0.0,0.0,0.0,0,13990,0,0,0,0,0,0,0,0.0,488,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.2,15432,0,0,0,0,0,25,0,0,0,Crystal Palace,Stoke,Man Utd,Swansea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marten,de Roon,MID,MID,4400000,3,55,2.5,5.68181818181818e-07,1.25e-05,0,80710,5,23,0,0,0,2,0,12.5,5379,-1,0,55,1,0.5,0,2.0,2,0,6,0,0,2.0,153639,0,0,0,1,1848,2594,0,0,249,Crystal Palace,Stoke,Man Utd,Swansea,Hull City,1.8,1.6,0.0,1.9,1.7,2.1,3.0,1.5,1.5,1.6,1.2,2.1,1.2
Julien,de Sart,MID,MID,4300000,0,0,0.0,0.0,0.0,0,3347,0,0,0,0,0,0,0,0.0,35,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,2405,0,0,0,0,0,3,0,0,0,Crystal Palace,Stoke,Man Utd,Swansea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathieu,Debuchy,DEF,ARS,4600000,0,1,0.0133333333333333,2.8985507246376803e-09,2.1739130434782601e-07,0,10358,0,0,0,0,0,0,0,0.2,86,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.2,1939,0,11,0,0,15,38,0,0,2,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy,Deeney,FWD,WAT,6800000,2,94,3.8,5.58823529411765e-07,1.38235294117647e-05,0,519512,5,41,0,0,0,7,0,14.0,9592,-2,-1,94,2,0.9,0,6.0,13,0,4,0,3,5.9,569147,0,629,0,1,2146,67598,1,0,335,West Ham,Southampton,Crystal Palace,Sunderland,West Brom,4.8,4.9,0.0,4.1,5.2,4.7,2.9,5.0,4.2,5.1,3.9,3.0,4.6
Jermain,Defoe,FWD,SUN,7900000,2,138,5.5,6.962025316455699e-07,1.7468354430379698e-05,0,1112846,1,45,0,0,0,14,0,17.7,58060,9,-1,138,-9,0.7,0,5.7,24,0,4,0,3,28.9,2021864,0,595,0,6,2242,63724,1,0,462,Everton,Man City,Burnley,Watford,Leicester,5.3,7.6,0.0,8.2,6.1,6.2,6.8,7.8,6.0,8.0,6.4,7.8,4.8
Steven,Defour,MID,BUR,5700000,0,51,0.68,1.1929824561403502e-07,8.94736842105263e-06,0,30634,1,13,0,0,0,1,0,8.9,335,-3,0,51,3,0.1,0,0.3,6,0,5,0,3,0.2,30639,0,0,0,0,986,28,0,0,231,Hull City,Swansea,Liverpool,Sunderland,Tottenham,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Damien,Delaney,DEF,CRY,4800000,1,45,2.1,4.375e-07,9.375e-06,0,35006,7,32,0,0,0,0,0,9.4,495,-2,0,45,2,0.7,0,3.3,3,0,3,0,2,0.6,14255,0,366,0,1,1791,539,0,0,294,Middlesbrough,West Brom,Watford,Chelsea,Southampton,1.7,1.8,0.0,1.7,1.6,1.8,2.2,1.6,2.1,2.0,1.7,2.1,1.3
Fabian,Delph,MID,MCI,4700000,0,4,0.0533333333333333,1.1347517730496498e-08,8.51063829787234e-07,0,6729,0,1,0,0,0,0,0,0.9,29,-3,0,4,3,0.1,0,0.3,0,0,0,0,0,0.1,1580,0,156,0,0,42,24,0,0,13,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mousa,Dembele,MID,TOT,5400000,2,43,0.573333333333333,1.06172839506173e-07,7.96296296296296e-06,0,22931,4,14,0,0,0,0,0,8.0,1011,-1,0,43,1,0.6,0,3.0,4,0,7,0,1,0.5,28735,0,473,0,0,1295,1597,0,0,279,Stoke,Everton,Southampton,Burnley,Swansea,0.3,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Jason,Denayer,DEF,SUN,4700000,-2,36,2.3,4.8936170212766e-07,7.65957446808511e-06,0,3853,2,20,0,0,0,0,0,7.7,161,-3,0,36,3,0.7,0,3.3,2,0,4,0,0,0.1,2086,1,0,0,0,1229,58,0,0,205,Everton,Man City,Burnley,Watford,Leicester,1.4,2.1,0.0,2.6,1.4,1.2,1.6,2.8,2.2,2.7,1.8,2.2,1.6
Memphis,Depay,MID,MUN,7100000,0,3,0.8,1.12676056338028e-07,4.2253521126760605e-07,0,7657,1,1,0,0,0,0,0,0.4,57,-4,0,3,4,0.0,0,0.0,0,0,0,0,0,0.2,1018,0,259,0,0,24,8,0,0,6,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerard,Deulofeu,MID,EVE,5900000,0,13,1.2,2.03389830508475e-07,2.20338983050847e-06,0,132372,1,6,0,0,0,0,0,2.2,359,-6,0,13,6,0.0,0,0.0,0,0,0,0,0,0.8,19037,0,283,0,0,460,29,0,0,53,Sunderland,Tottenham,West Brom,Hull City,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed,Diame,MID,HUL,5500000,0,0,0.0,0.0,0.0,0,774,0,0,0,0,0,0,0,0.0,20,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,208,0,0,0,0,0,24,0,0,0,Burnley,Leicester,Swansea,Everton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric,Dier,MID,TOT,5000000,1,49,2.1,4.2e-07,9.800000000000001e-06,0,394899,4,16,0,0,0,0,0,9.8,2016,-5,0,49,5,0.5,0,2.3,0,0,10,0,0,4.4,35344,0,526,0,0,1891,631,0,0,274,Stoke,Everton,Southampton,Burnley,Swansea,1.8,1.9,0.0,1.8,1.0,1.0,2.3,1.8,1.1,1.3,1.0,1.7,1.3
Adama,Diomande,FWD,HUL,4500000,1,40,2.0,4.44444444444444e-07,8.88888888888889e-06,0,463150,1,26,0,0,0,2,0,8.9,9720,0,0,40,0,0.1,0,0.3,2,0,2,0,0,4.5,520615,0,0,0,0,1149,4494,0,0,125,Burnley,Leicester,Swansea,Everton,West Ham,2.4,1.4,2.0,1.0,1.9,1.7,1.4,1.2,1.9,1.2,2.2,1.5,2.0
Mame Biram,Diouf,FWD,STK,5700000,1,30,1.8,3.15789473684211e-07,5.26315789473684e-06,0,34356,3,21,0,0,0,0,0,5.3,203,-3,0,30,3,0.1,0,0.7,0,0,3,0,2,0.3,17530,0,245,0,0,935,229,0,0,120,Tottenham,Middlesbrough,Man City,Chelsea,Leicester,0.9,1.4,1.2,1.1,1.2,0.9,1.7,2.0,1.4,1.6,1.1,1.4,1.1
Brice,Dja Djedje,DEF,WAT,4400000,0,0,0.0,0.0,0.0,0,1159,0,0,0,0,0,0,0,0.0,4,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,103,0,0,0,0,0,2,0,0,0,West Ham,Southampton,Crystal Palace,Sunderland,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papy,Djilobodji,DEF,SUN,4300000,0,24,1.3,3.0232558139534897e-07,5.58139534883721e-06,0,16111,4,35,0,0,0,0,0,5.6,542,-2,0,24,2,0.0,0,0.0,0,0,2,0,0,0.2,11918,0,0,0,0,1577,21,0,1,281,Everton,Man City,Burnley,Watford,Leicester,0.0,0.8,0.0,1.1,0.6,0.6,0.6,1.2,0.9,1.1,0.7,0.9,0.6
Abdoulaye,Doucoure,MID,WAT,4600000,0,11,0.146666666666667,3.18840579710145e-08,2.3913043478260897e-06,0,990,1,10,0,0,0,0,0,2.4,18,-4,0,11,4,0.2,0,0.7,0,0,1,0,0,0.0,328,0,0,0,0,418,8,0,0,59,West Ham,Southampton,Crystal Palace,Sunderland,West Brom,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Stewart,Downing,MID,MID,4900000,0,48,0.64,1.30612244897959e-07,9.79591836734694e-06,0,52635,1,15,0,0,0,1,0,9.8,313,-6,0,48,6,0.1,0,0.7,3,0,4,0,2,0.3,18102,0,0,0,0,1165,51,0,0,212,Crystal Palace,Stoke,Man Utd,Swansea,Hull City,0.3,0.3,0.0,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3
Luke,Dreher,MID,CRY,4400000,0,0,0.0,0.0,0.0,0,166,0,0,0,0,0,0,0,0.0,8,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,209,0,0,0,0,0,21,0,0,0,Middlesbrough,West Brom,Watford,Chelsea,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Drinkwater,MID,LEI,5300000,2,43,2.3,4.33962264150943e-07,8.11320754716981e-06,0,316606,3,34,0,0,0,0,0,8.1,1113,-2,0,43,2,0.3,0,1.7,2,0,4,0,1,3.7,70332,0,592,0,0,1653,176,0,0,261,Liverpool,Hull City,West Ham,Stoke,Sunderland,1.4,2.7,0.0,1.2,2.0,2.7,1.2,1.4,1.9,1.2,2.6,1.2,2.0
Nathan,Dyer,MID,SWA,4700000,1,12,0.16,3.4042553191489396e-08,2.5531914893617e-06,0,7543,0,11,0,0,0,0,0,2.6,140,-3,0,12,3,0.1,0,0.7,0,0,0,0,1,0.1,1769,0,64,0,0,214,18,0,0,47,Chelsea,Burnley,Hull City,Bournemouth,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Thomas,Edwards,DEF,STK,4000000,0,0,0.0,0.0,0.0,0,75,0,0,0,0,0,0,0,0.0,37,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,253,0,0,0,0,0,62,0,0,0,Tottenham,Middlesbrough,Man City,Chelsea,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oviemuno,Ejaria,MID,LIV,4400000,0,2,0.0266666666666667,6.060606060606059e-09,4.54545454545455e-07,0,230,0,0,0,0,0,0,0,0.5,7,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.0,232,0,0,0,0,8,3,0,0,6,Leicester,Arsenal,Burnley,Man City,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omar,Elabdellaoui,DEF,HUL,4500000,2,10,0.133333333333333,2.96296296296296e-08,2.22222222222222e-06,0,111,0,3,0,0,0,0,0,2.2,50,0,0,10,0,0.7,0,3.0,0,0,1,0,0,0.0,1067,0,0,0,0,264,327,0,0,56,Burnley,Leicester,Swansea,Everton,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Andrew,Eleftheriou,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,540,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,943,0,0,0,0,0,17,0,0,0,West Ham,Southampton,Crystal Palace,Sunderland,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed,Elmohamady,MID,HUL,4600000,1,38,1.9,4.1304347826086996e-07,8.26086956521739e-06,0,21803,2,43,0,0,0,0,0,8.3,74,-4,0,38,4,0.1,0,0.3,1,0,1,0,1,0.2,7548,0,0,0,0,1673,176,0,1,278,Burnley,Leicester,Swansea,Everton,West Ham,2.1,1.1,1.4,1.0,1.0,1.6,1.0,1.0,1.9,1.0,2.0,1.1,1.4
Mohamed,Elneny,MID,ARS,4500000,1,22,0.293333333333333,6.518518518518519e-08,4.88888888888889e-06,0,31866,1,8,0,0,0,0,0,4.9,260,-5,0,22,5,0.1,0,0.3,0,0,2,0,1,0.4,10046,0,134,0,0,556,233,0,0,117,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Elliot,Embleton,MID,SUN,4400000,0,0,0.0,0.0,0.0,0,103,0,0,0,0,0,0,0,0.0,23,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,194,0,0,0,0,0,36,0,0,0,Everton,Man City,Burnley,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marvin,Emnes,FWD,SWA,4400000,0,0,0.0,0.0,0.0,0,24744,0,0,0,0,0,0,0,0.0,288,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.3,15164,0,4,0,0,0,66,0,0,0,Chelsea,Burnley,Hull City,Bournemouth,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Eriksen,MID,TOT,8700000,2,131,5.5,6.32183908045977e-07,1.50574712643678e-05,0,755625,0,18,0,0,0,5,0,15.1,45074,2,1,131,-2,0.3,0,2.7,15,0,10,0,11,15.5,953822,0,738,0,3,2092,30986,-1,0,482,Stoke,Everton,Southampton,Burnley,Swansea,7.3,7.5,0.0,7.3,4.6,5.1,8.2,7.3,5.4,5.9,3.7,7.0,5.7
,Ethan Robson,MID,SUN,4500000,0,0,0.0,0.0,0.0,0,86,0,0,0,0,0,0,0,0.0,13,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,101,0,0,0,0,0,10,0,0,0,Everton,Man City,Burnley,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Evandro,MID,HUL,5000000,1,10,0.133333333333333,2.6666666666666697e-08,2e-06,0,264,0,3,0,0,0,0,0,2.0,170,0,0,10,0,0.5,0,2.3,0,0,2,0,0,0.0,727,0,0,0,0,268,91,0,0,53,Burnley,Leicester,Swansea,Everton,West Ham,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jonny,Evans,DEF,WBA,4400000,3,47,2.6,5.90909090909091e-07,1.06818181818182e-05,0,357524,6,21,0,0,0,1,0,10.7,1746,-1,0,47,1,0.2,0,1.0,3,0,3,0,1,4.4,233865,0,343,0,1,1507,4143,0,0,276,Bournemouth,Crystal Palace,Everton,Arsenal,Man Utd,3.2,2.9,1.7,3.3,1.6,1.7,3.2,3.5,1.9,2.6,1.4,2.8,2.1
Lukasz,Fabianski,GLK,SWA,4800000,6,69,2.8,5.83333333333333e-07,1.4375e-05,0,144780,1,54,0,73,0,0,0,14.4,2259,-2,0,69,2,0.7,0,3.3,5,0,4,0,0,3.4,138874,0,366,1,0,2250,651,0,0,417,Chelsea,Burnley,Hull City,Bournemouth,Middlesbrough,2.3,3.2,2.6,2.8,2.8,3.3,3.2,2.2,3.2,2.0,2.8,2.1,3.3
,Fabio,DEF,MID,4400000,9,47,0.626666666666667,1.42424242424242e-07,1.06818181818182e-05,0,13740,3,12,0,0,0,0,0,10.7,734,-1,0,47,1,1.0,0,4.3,8,0,5,0,0,0.7,41927,0,0,0,0,1065,5577,0,0,231,Crystal Palace,Stoke,Man Utd,Swansea,Hull City,0.3,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Cesc,Fabregas,MID,CHE,6900000,0,54,0.72,1.0434782608695699e-07,7.82608695652174e-06,0,256923,4,7,0,0,0,2,0,7.8,2083,-6,0,54,6,0.3,0,2.3,5,0,2,0,7,1.7,75706,0,617,0,1,558,439,0,0,234,Swansea,West Ham,Stoke,Crystal Palace,Man City,0.4,0.4,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Adam,Federici,GLK,BOU,4400000,0,8,0.10666666666666699,2.42424242424242e-08,1.81818181818182e-06,0,3637,1,3,0,5,0,0,0,1.8,249,-1,0,8,1,0.0,0,0.0,1,0,1,0,0,0.1,2052,0,31,0,0,180,16,0,0,37,West Brom,Man Utd,West Ham,Swansea,Southampton,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sofiane,Feghouli,MID,WHU,5000000,12,35,0.46666666666666706,9.33333333333333e-08,7.000000000000001e-06,0,139861,1,12,0,0,0,2,0,7.0,965,-5,0,35,5,1.1,0,5.3,3,0,1,0,2,0.9,23396,0,0,0,1,596,9999,0,1,139,Watford,Chelsea,Bournemouth,Leicester,Hull City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Marouane,Fellaini,MID,MUN,5800000,1,25,1.3,2.24137931034483e-07,4.31034482758621e-06,0,18598,6,12,0,0,0,0,0,4.3,198,-2,0,25,2,0.1,0,0.7,0,0,4,0,0,0.2,11533,0,164,0,0,886,63,0,0,158,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,0.0,0.7,0.0,0.6,0.6,0.7,0.8,0.6,0.6,0.7,0.6,0.6,0.6
Leroy,Fer,MID,SWA,4800000,2,72,3.4,7.08333333333333e-07,1.4999999999999999e-05,0,640036,6,34,0,0,0,6,0,15.0,6732,-2,0,72,2,0.4,0,2.0,5,0,3,0,1,5.1,704244,0,107,0,2,1516,2231,0,0,307,Chelsea,Burnley,Hull City,Bournemouth,Middlesbrough,2.1,4.5,3.5,2.6,3.6,3.2,2.2,3.4,3.3,2.9,3.4,3.6,3.2
Edimilson,Fernandes,MID,WHU,4800000,1,18,0.24,5e-08,3.75e-06,0,765,2,9,0,0,0,0,0,3.8,19,-2,0,18,2,0.1,0,0.7,0,0,1,0,0,0.0,783,0,0,0,0,471,14,0,0,62,Watford,Chelsea,Bournemouth,Leicester,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
